,,,,,,,,,,
mode1:,mode1:,mode1:,mode1:,mode1:,mode1:,mode1:,mode1:,mode1:,mode1:,
10520,10252,10614,10316,23088,10190,10429,10345,10715,10480,
10356,9912,10232,10339,12939,10046,10142,10101,10551,10259,
10098,9899,9966,10012,10855,9889,10130,10188,10021,10090,
9943,9713,9789,9799,10781,9763,9864,10019,9971,9913,
9802,9555,9747,9785,12820,9455,9843,9839,9675,9737,
9592,9367,9475,9438,10314,9553,9655,9619,9591,9487,
9442,9181,9405,9203,10576,9245,9410,9511,9417,9419,
9263,9005,9201,9217,10802,9176,9194,9329,9259,9292,
9033,8887,9002,8842,10656,8962,8961,9092,9080,9117,
8837,8765,8872,8898,10725,8847,8939,8806,8924,8889,
8715,8686,8755,8709,10421,8531,8611,8801,8744,8742,
8582,8553,8632,8497,8849,8425,8518,8717,8603,8671,
8454,8262,8430,8349,8529,8314,8336,8373,8777,8509,
8244,8090,8232,8331,8472,8113,8191,8209,8350,8312,
8028,8071,8173,8135,8384,7905,8035,8030,8157,8275,
8005,8071,8406,7971,8162,7799,7922,7930,8186,8092,
7796,7749,7960,7721,7934,7609,7800,7805,7861,7843,
9443,9518,9244,9313,9574,9227,9293,9273,9379,9342,
7874,7971,7886,7922,8052,7738,7974,7867,7946,7967,
7537,7650,7590,7599,7656,7542,7661,7533,7646,7751,
7491,7465,7642,7437,7531,7305,7396,7449,7608,7572,
7359,7276,7390,7306,7357,7169,7332,7355,7438,7360,
7155,8196,7185,7164,7207,7055,7198,7116,7129,7128,
6979,6918,7028,7152,7054,6963,7043,7273,7050,6982,
6996,6747,6864,6885,6934,6794,7391,6824,6912,6846,
6859,6586,6679,6736,6856,6605,6744,6692,6806,6701,
6681,6513,6614,6597,6586,6479,6577,6601,6684,6743,
6529,6370,6455,6570,6490,6415,6607,6510,6494,6622,
6378,6280,6318,6542,6351,6305,6341,6387,6346,6392,
6254,6215,6182,6237,6150,6211,6212,6168,6213,6202,
7262,7148,7230,7257,7251,7182,7242,7204,7298,7233,
6362,6180,6305,6365,6413,6209,6359,6324,6299,6336,
6031,5933,6110,6117,6074,5848,6015,6012,6056,6074,
5930,5726,5877,5890,5968,5792,5932,5879,5861,5915,
5759,5605,5766,5762,5771,5633,5673,5683,5900,5755,
5647,5499,5620,5690,5561,5530,5599,5612,5725,5608,
5564,5403,5455,5494,5577,5342,5444,5437,5531,5566,
6282,6352,6260,6321,6372,6160,6331,6367,6430,6327,
5653,5284,5539,5422,5429,5292,5467,5585,5480,5487,
6247,6173,6177,6233,6329,6160,6281,6256,6327,6335,
6179,6111,6215,6113,6247,6277,6188,6117,6371,6535,
5553,5541,5613,5615,5608,5479,5618,5543,5613,5524,
5945,5921,5966,5964,5944,5978,6034,6137,6085,6070,
5814,5842,5922,5851,5837,5715,5924,6016,5817,5821,
5285,5168,5228,5229,5300,5132,5332,5207,5238,5350,
5610,5591,5727,5753,5632,5497,5606,5583,5709,5665,
5630,5527,5581,5615,5681,5566,5718,5638,5686,5655,
5678,5538,5663,5605,5657,5521,5805,5631,5659,5784,
4985,4962,5050,5052,5037,4911,5081,4979,5000,5095,
4786,4771,4799,4801,4848,4713,4865,4739,4860,4937,
4701,4642,4690,4727,4707,4658,4752,4792,4773,4745,
5029,4923,5105,5063,4949,4987,5098,5284,5092,5111,
4919,4925,4890,4930,4885,4768,4911,4837,4942,4919,
4461,4434,4410,4506,4423,4321,4373,4422,4488,4377,
4330,4200,4223,4224,4226,4157,4229,4188,4218,4219,
4150,4030,4024,4119,4091,4022,4089,4042,4052,4059,
