,,,,,,,,,,
mode1:,mode1:,mode1:,mode1:,mode1:,mode1:,mode1:,mode1:,mode1:,mode1:,
56420.500000,87058.250000,81188.750000,58277.500000,83399.250000,57635.000000,57809.500000,78964.750000,77729.500000,76625.750000,
54960.750000,83064.000000,79751.750000,57111.750000,76099.000000,55539.250000,56867.750000,74253.000000,74851.750000,75464.250000,
85325.333333,124314.666667,115652.666667,84629.000000,113819.000000,87984.666667,89062.000000,113557.666667,109587.666667,109716.000000,
139282.666667,202789.666667,193570.000000,134922.666667,178948.000000,138584.333333,133652.000000,185039.000000,181126.333333,188868.000000,
105192.333333,145710.666667,142328.333333,103654.666667,137542.666667,105070.666667,102690.666667,135067.666667,132528.333333,129891.333333,
85817.333333,120635.333333,112258.000000,82049.000000,105381.666667,83299.000000,83520.000000,104673.000000,104975.333333,106025.666667,
77146.000000,109415.333333,105635.000000,78293.666667,97609.000000,78520.000000,80856.000000,97001.666667,96595.000000,98153.000000,
75344.333333,109250.000000,99831.666667,78050.000000,96782.333333,79164.333333,75107.333333,96424.666667,92250.333333,96012.000000,
72314.000000,109955.333333,99202.000000,74127.333333,88745.000000,73135.666667,81458.000000,90703.333333,88995.000000,94393.333333,
70415.666667,105700.000000,92894.000000,69547.000000,85970.000000,69131.666667,70453.000000,83124.333333,86575.000000,87538.666667,
71768.666667,108357.333333,89457.666667,68552.666667,87462.666667,68669.666667,71118.666667,81690.666667,81750.000000,83223.666667,
65708.000000,117127.000000,87298.000000,64865.666667,79828.000000,66790.333333,64440.000000,79857.333333,77150.000000,78282.333333,
28009.000000,52249.000000,38153.666667,28367.333333,34400.666667,29626.000000,28865.333333,34327.666667,33687.000000,35129.666667,
39351.000000,74060.333333,53770.333333,40486.666667,48274.666667,40598.333333,38900.000000,47419.333333,47403.666667,49722.333333,
35894.000000,67838.000000,49333.000000,37794.666667,43333.666667,35754.666667,35850.333333,42705.666667,43342.333333,45852.666667,
35687.333333,47053.333333,49212.666667,37624.666667,46026.000000,35856.000000,36147.333333,42851.333333,44330.000000,42277.666667,
33111.333333,18361.000000,42906.666667,33401.666667,39740.000000,32594.333333,34339.666667,39156.666667,37923.000000,39857.666667,
31994.000000,17863.000000,40810.000000,32371.666667,39044.333333,32547.666667,33127.666667,37474.000000,37051.666667,37114.666667,
35009.333333,19828.000000,45310.666667,35241.000000,43065.666667,33741.666667,36152.333333,41764.000000,50500.333333,40715.000000,
33649.666667,19085.666667,41326.333333,32417.000000,41411.666667,31736.333333,32463.000000,39556.000000,37380.000000,38849.000000,
39625.500000,21969.500000,49122.000000,37861.500000,46534.000000,37529.000000,37540.000000,44822.500000,43254.500000,45668.000000,
36598.000000,20717.000000,46158.000000,35305.500000,44302.000000,34128.000000,35143.500000,41923.000000,40950.000000,43021.000000,
34879.000000,19732.000000,43909.500000,33845.500000,37473.500000,32858.000000,33886.000000,37443.500000,39182.000000,39800.000000,
33219.500000,19884.500000,42078.000000,31982.000000,35930.000000,30658.000000,29946.000000,35316.500000,36912.500000,35309.000000,
31834.500000,18543.500000,40119.500000,30373.500000,35005.000000,29608.000000,29351.000000,33781.500000,35872.500000,34063.000000,
29675.500000,17690.500000,35626.000000,30975.000000,34924.500000,28889.000000,28383.000000,32958.500000,34436.000000,33381.000000,
25862.000000,17420.000000,34066.000000,26777.500000,32589.500000,27584.500000,27200.000000,30784.000000,32449.500000,31965.500000,
84353.500000,54435.500000,107513.500000,83394.000000,98152.500000,83085.000000,86433.000000,110257.500000,95041.500000,96218.000000,
105168.000000,70004.000000,129674.000000,102712.500000,122791.000000,105930.500000,102797.500000,124890.500000,118441.000000,118292.500000,
79820.000000,50260.000000,98296.500000,98734.500000,92286.000000,76703.000000,78471.500000,92333.000000,86306.500000,88613.500000,
74976.500000,49129.500000,90235.500000,89608.500000,82091.500000,75331.000000,76841.000000,83099.500000,84242.000000,86643.500000,
78361.000000,48593.500000,86883.000000,73822.500000,80796.000000,73516.500000,71868.000000,82331.500000,78755.000000,81513.500000,
68417.500000,46965.500000,79883.500000,68923.000000,76148.500000,68256.500000,67670.000000,74575.000000,73098.500000,75391.000000,
64885.500000,46677.000000,80005.000000,68371.500000,75584.500000,63075.500000,66018.000000,73483.500000,71091.000000,70136.500000,
62299.500000,45809.500000,79123.500000,63099.500000,73760.500000,62383.000000,62691.000000,71803.500000,67194.500000,69362.000000,
61767.000000,45519.000000,78834.500000,63163.000000,73078.000000,60941.000000,62442.500000,71259.500000,66845.000000,68964.500000,
60921.000000,44155.000000,77549.500000,61004.500000,66666.500000,59492.500000,61582.000000,64446.500000,65701.000000,67666.500000,
61552.000000,44689.000000,70832.000000,58993.500000,64820.000000,59895.000000,61861.500000,64784.000000,66363.500000,66172.000000,
60002.500000,43708.000000,68927.000000,57615.500000,62767.500000,58686.000000,55784.000000,61149.000000,59769.000000,61407.500000,
54910.000000,42999.500000,69348.500000,56778.000000,59234.000000,57688.500000,55049.000000,59526.000000,59113.000000,61045.000000,
57916.000000,46609.500000,69725.000000,60916.500000,63410.000000,58532.000000,58682.500000,64027.500000,63695.500000,62689.000000,
55372.000000,44628.500000,66912.500000,60995.500000,61391.000000,54930.500000,56804.500000,60950.500000,58535.000000,59388.500000,
54714.000000,44511.500000,65473.000000,62561.500000,60715.000000,54827.000000,53883.500000,60707.500000,58715.500000,59081.000000,
54137.500000,43450.500000,64958.500000,61370.500000,59746.500000,51558.500000,53333.500000,55391.500000,54638.000000,59084.000000,
53626.000000,43105.500000,63344.000000,62521.500000,57949.000000,50846.000000,52816.500000,54672.000000,54186.500000,57918.500000,
53667.500000,42329.000000,58334.500000,63006.500000,53178.000000,49498.500000,51357.500000,55326.000000,53508.000000,53958.500000,
48425.000000,41935.500000,57184.500000,62423.500000,53413.500000,47365.000000,49750.000000,51102.500000,52870.500000,51744.500000,
46717.000000,41425.500000,54874.500000,61575.000000,52624.500000,46926.500000,46583.000000,50367.500000,52003.000000,50852.500000,
46192.000000,40880.000000,53070.000000,61446.500000,48103.500000,46132.500000,45901.000000,49595.500000,49221.000000,48765.500000,
45334.500000,40623.500000,52638.500000,65846.500000,47589.000000,45638.500000,46135.500000,50634.000000,46769.500000,47033.000000,
43380.500000,40195.000000,51974.500000,65078.000000,47239.500000,45070.500000,42728.000000,46322.500000,46143.000000,46599.500000,
43534.500000,38940.000000,51534.500000,65832.000000,46842.500000,44509.000000,42094.500000,45460.000000,44840.000000,46034.500000,
43125.000000,38620.500000,50673.000000,65341.500000,46448.000000,41777.500000,41587.500000,45268.500000,44104.000000,45269.500000,
42485.000000,38048.500000,45754.000000,64532.000000,45746.500000,40448.000000,41012.500000,45302.500000,43014.500000,44979.000000,
41933.500000,37837.500000,45928.000000,64394.500000,43536.500000,40392.500000,40836.500000,45079.000000,42651.500000,43776.500000,
41427.500000,37497.500000,45772.500000,65355.000000,40539.500000,39860.500000,40379.500000,44385.500000,42170.000000,40852.500000,
40979.000000,37170.000000,43449.000000,67254.000000,40237.500000,45996.000000,40326.000000,43264.000000,41661.000000,40395.500000,
40816.000000,36778.000000,42039.000000,66851.000000,39677.000000,37524.500000,37658.500000,42766.000000,41076.000000,41130.000000,
37150.000000,36434.500000,41770.500000,70351.500000,38474.000000,37541.500000,37170.000000,39428.000000,40647.500000,39822.500000,
37169.500000,36021.000000,41475.000000,72120.000000,37378.000000,36697.000000,36809.500000,38014.500000,40198.000000,36727.500000,
36908.000000,36018.000000,41289.000000,72524.000000,37201.500000,36981.000000,36284.500000,37677.500000,39909.500000,36395.000000,
36296.500000,35392.500000,40674.000000,71863.500000,36953.000000,37174.500000,36046.000000,36558.500000,36063.500000,36104.500000,
35732.000000,35304.500000,40211.000000,69998.500000,36532.500000,36528.000000,35649.000000,35955.000000,35816.500000,56420.500000,
35195.000000,34805.500000,38012.000000,68997.500000,36100.000000,35822.000000,35132.000000,35547.000000,35270.500000,44097.500000,
34962.000000,34065.000000,36188.000000,70117.000000,35797.500000,35373.000000,34706.500000,35095.500000,34937.500000,47905.500000,
34679.000000,34437.000000,35954.500000,73205.000000,35709.500000,35757.000000,34439.500000,34980.000000,34584.000000,41003.000000,
33998.000000,34427.000000,35459.500000,72928.500000,35521.500000,34208.500000,34391.000000,34736.500000,34218.000000,34778.000000,
33699.500000,33001.500000,35183.000000,74103.500000,34388.000000,33785.500000,33759.500000,32830.000000,34342.500000,33995.000000,
,,,,,,,,,,
nds_n0=1,nds_n0=1,nds_n0=1,nds_n0=1,nds_n0=1,nds_n0=1,nds_n0=1,nds_n0=1,nds_n0=1,nds_n0=1,
44725,45592,41927,91655,42140,41613,41138,40818,45737,47636,
40312,38732,39540,86710,40018,39467,39653,39139,39641,39831,
37347,36752,37401,81861,37326,38481,37245,36766,37590,37914,
45243,44427,40591,92898,40053,69809,39380,39521,40795,40505,
48077,41937,41096,110406,41173,48730,47082,40597,42850,41935,
53559,43592,45132,99118,43647,52081,49527,43334,44933,44678,
48669,41121,45902,93296,41140,40667,42086,64833,41102,47736,
43931,38795,39266,90565,39153,38863,38298,38738,39781,46704,
38416,36501,37274,88082,36681,36332,37410,36374,36744,69274,
34524,33882,33044,79144,33449,32657,33151,33055,33319,34089,
36063,32220,32885,78371,36572,32224,32803,32715,35207,33886,
32328,32342,32610,77537,37993,31922,32578,32402,38937,32754,
34053,33215,32131,77562,37772,31909,32258,32005,32179,33729,
31777,31335,31797,76533,37304,31611,32008,31772,31837,32272,
31687,31004,31629,78712,34735,31223,31536,31511,31544,49146,
31266,30794,31196,78535,31257,30878,31228,31135,31357,32812,
31111,30471,30984,77894,31018,30546,30963,30822,30952,32627,
30802,30283,30692,77598,30797,30308,30682,30534,31032,31118,
30563,29797,30554,79739,30648,30102,30471,30447,30457,30474,
30139,29521,30219,79298,30282,29727,30034,30000,30098,30133,
30093,29340,29924,78215,29850,29357,29741,29827,29890,30235,
29717,29131,29567,77351,29950,29135,29659,30003,29600,29763,
29384,28730,29407,78359,29522,28832,29448,29295,29320,50334,
29007,28432,29097,48084,29097,40447,30732,28891,28986,29124,
28851,28337,29035,28867,28759,28433,28780,28573,28736,28881,
28755,27908,28549,28503,28461,27947,28539,28260,28526,28567,
28401,27755,28296,28186,28338,27706,28251,28620,28278,28875,
28090,27441,28089,27989,28008,27429,28007,28296,27805,28101,
27972,27180,27697,27765,27730,27205,27508,27525,27710,27679,
27591,26873,27502,27729,27407,27008,27455,27738,27436,27534,
27250,26705,27208,27079,27149,26740,27197,27592,27240,27244,
26966,26459,26882,26778,26947,26572,26925,26818,27124,26970,
26759,26296,27070,26620,26684,26249,26606,27016,26711,26666,
26434,25899,26660,26286,26409,25823,26388,26805,26485,26406,
26074,25757,26171,26060,26057,25655,26170,25964,26098,26132,
25902,25505,25768,25764,26000,25279,25828,25705,25931,25916,
25518,25280,27501,25519,25757,25214,25535,25448,25710,25652,
25227,25029,25406,25281,25525,24946,25367,25815,25377,25377,
25187,24581,25206,25037,38636,24763,25053,25422,25231,25106,
24926,24462,24841,24805,24786,24373,24829,24698,24871,24857,
24754,24152,24614,24563,24603,24105,24693,24376,24613,24552,
24463,23864,24336,24371,24370,24011,24334,24208,24292,24317,
24260,23638,24078,24089,24071,23745,24144,24005,24180,24125,
24006,23518,23873,23838,23901,23308,23857,23690,23908,23811,
23793,23292,23828,23558,23629,25204,23630,23464,23710,23582,
23460,22893,23424,23459,23602,23062,23487,23149,23326,23369,
23114,22708,23075,23112,23258,23097,23055,23048,23204,23119,
22914,23797,22867,23226,22856,22981,22911,22806,22925,22941,
22777,22392,22779,22735,22581,23480,22609,22537,22556,22602,
22463,22053,22456,22377,23512,21977,22466,22296,22315,22401,
22295,21799,22256,22115,22108,21704,22258,21962,22280,22148,
21925,21593,23212,21977,22033,21696,22048,21698,21911,21983,
21770,21368,21750,21670,21770,21321,21768,21652,21765,21670,
21508,21105,21578,21421,21617,21120,21584,21822,21506,21485,
21275,20977,21363,21194,21374,20880,21395,21564,21250,21260,
21123,20757,21088,21099,21162,20703,21071,21024,21024,21124,
20900,20731,20838,22728,20976,20508,20916,20665,20763,20866,
20685,20495,20653,20601,20648,20239,21938,21593,20589,20656,
20403,20178,20375,20281,20296,20030,20534,20333,20349,20290,
20374,19984,20100,20087,20294,19802,20190,20027,20191,20102,
19949,19755,19886,19887,19877,19555,20961,19837,19926,20062,
35933,35095,34669,34799,34793,34178,37320,34880,36125,36795,
30329,28736,29291,31127,29120,29336,29223,28945,29130,29567,
28774,28423,28839,28779,28779,28983,30775,28531,28786,29095,
28588,28366,28637,28680,28686,29513,28724,28480,28583,29324,
28188,27592,28268,28162,28352,27667,29416,27993,28193,28741,
27942,27661,27998,27943,27931,27763,27910,27728,27869,28475,
27622,27319,27704,27705,27674,27815,27653,27403,27662,28115,
27362,26875,27372,27403,27308,27499,27317,27116,27340,27961,
26945,26548,27068,27128,27014,27658,27022,27159,27048,27369,
26814,26460,26886,26807,26795,27349,26822,26993,26816,27211,
26559,26069,26674,26602,26492,26931,26496,27096,26566,27011,
26280,25940,26302,26288,26348,27107,26369,26843,26368,27037,
26092,25732,26025,26080,26015,26693,26158,26508,26085,26709,
25757,25417,25735,25678,25811,25967,25748,25547,25775,26470,
25451,25232,25523,25424,25614,39843,25563,25338,25664,26163,
25137,24975,25304,25206,25292,25519,25209,25153,25220,25828,
25102,24656,25138,24936,39277,25307,25132,24971,24904,25630,
24743,24423,24890,24769,24759,25003,24973,24702,24710,25376,
24469,24281,24632,24583,24507,24822,24563,24321,24475,25087,
24271,23856,24401,24188,24223,25323,24286,24197,24194,24861,
23985,23791,24128,24030,24052,23667,24091,23999,23913,24518,
23824,23552,23903,23823,23752,25015,23763,23612,23732,24332,
23573,23195,23754,23450,23501,23386,23543,23502,23526,24308,
23251,22977,23363,23357,23328,23055,23319,23212,23430,23845,
23160,22900,23177,23263,23076,23045,23255,22962,23297,23666,
22837,22450,22868,22889,22754,22439,22938,22691,22810,23445,
22529,22257,22769,22524,22519,22207,22653,22403,22602,23120,
22271,22137,22446,22426,22409,21965,22409,22259,22367,22544,
22085,21894,22160,22251,22187,21768,22155,22045,22069,22449,
21896,21558,21950,21877,21960,21603,21887,21907,21896,22282,
21710,21429,21806,21650,21718,21393,21765,21986,21633,22111,
21574,21188,21473,21535,21464,21235,21622,21727,21457,21759,
21271,20893,21338,21237,21281,21036,21352,21079,21212,22228,
21132,20610,21109,21018,21023,20762,21002,20894,21001,21596,
20769,20577,20836,20831,20810,20549,20773,20748,20729,21450,
20563,20268,20574,20595,20591,20361,20662,20757,20599,21901,
20366,20081,20359,20342,20439,19995,20320,20518,20361,20691,
20155,19880,20213,20144,20123,19868,20180,20010,20346,20283,
20023,19614,20084,19872,19958,19657,19907,19819,19948,20110,
19787,19770,19793,19653,19756,19407,19573,20047,19744,19890,
19559,19572,19611,19598,19571,19107,19473,19837,19577,19690,
19448,19405,19307,19219,19343,18902,19169,19360,19246,19414,
19015,20076,19088,18996,19100,18737,19055,18915,20048,19226,
18910,18619,18835,18787,19033,18600,19043,18714,18843,19202,
18680,18411,18621,18544,18828,18338,18514,18585,18667,18839,
18527,18137,18425,18482,18588,18246,18383,18312,18418,18484,
18316,17899,18361,18141,18389,18064,18333,18124,18312,18118,
18029,17717,17997,17984,18138,17758,18069,18027,18085,18021,
51894,54602,50458,59588,51621,52868,50852,50404,52917,58168,
45245,44748,45574,45599,45140,44353,45566,45481,45470,45580,
44402,43776,44508,44458,44380,43524,44606,44177,44465,44367,
43954,43337,43982,43993,44083,43291,44044,43924,44060,43910,
43723,42795,44241,43696,43671,43052,43559,43494,43479,43809,
43802,42511,43278,43173,43320,42527,43224,43238,43125,43293,
42802,42275,43417,42949,42859,42739,42906,42717,42999,42712,
42761,41837,42669,42617,42610,41771,42569,42373,42599,42595,
42059,41370,42026,42163,42278,41284,42120,42019,42093,41919,
41928,40921,41619,41722,41680,41017,41892,41703,41746,41526,
41350,40495,41459,41524,41292,40827,41651,41321,41429,42597,
41156,40441,40987,41424,53622,40377,41434,53689,41028,41543,
40714,40077,40626,40957,40650,40081,40766,40663,40808,40540,
40253,39399,40365,40349,40329,39661,40377,40149,40354,40506,
40010,39294,40026,39908,39803,39409,40210,39770,40007,39785,
39776,39063,39663,39702,39862,39021,39698,39434,39885,39601,
39210,38757,39044,39426,39352,38580,39486,39017,39439,39230,
39007,38281,38863,38896,39205,38159,39126,38726,39095,38999,
38572,37914,38535,38942,38708,37686,38780,38541,38606,38689,
38240,37787,38421,38279,38242,37718,38458,38108,38467,38348,
37805,37255,38163,38045,38122,37234,38111,37772,38113,38062,
37727,37173,37567,37681,49137,36954,37699,37300,37623,37588,
37439,36649,37274,37249,37141,37313,37290,37315,37278,37417,
36861,36438,36875,36901,37325,38574,37062,36749,37215,36939,
36549,36812,36596,36640,37353,36884,36747,36559,36799,36599,
36342,36320,36270,36508,36242,36369,36394,36188,36398,36175,
36087,36159,36045,36049,37066,35955,36030,35763,36046,35936,
35682,36513,35814,35688,42816,35958,35720,35511,35959,35603,
35379,34965,35348,35379,35366,35886,35316,35072,35496,35281,
35091,34578,35038,35096,34880,49883,35022,34941,35187,35045,
34866,33990,34689,34704,34679,63151,34643,34697,34846,34816,
34294,33885,34571,34441,34156,34715,34343,34225,34486,38522,
33941,33520,33876,33997,33910,34969,34115,33893,34470,34296,
33673,33198,33669,33760,33485,33394,33927,33635,33846,33939,
33385,32901,33551,33310,33193,34825,33480,33298,33458,33594,
33361,32473,33093,33109,32956,32661,33298,32978,33205,33111,
32939,32260,32792,32808,32502,32161,32638,32673,32890,33526,
32364,31927,32375,32510,32364,31885,32589,32437,32585,32794,
32173,31967,32183,32133,34835,31568,32316,32112,32225,32429,
31779,31615,31945,31795,31950,31289,31969,31822,31969,32310,
31669,31152,31839,31465,31522,30959,31563,31530,31534,32088,
31295,31880,31377,31261,31163,31069,31405,31190,31278,31876,
35612,30623,30956,30969,30763,31172,30951,30830,31165,31374,
30756,30794,30741,30671,30549,30740,30794,30516,30746,50486,
30303,30448,30401,30359,30235,30631,30413,30251,30409,30812,
30037,30716,30168,30189,29978,31089,30509,30055,30461,30260,
29667,29248,29701,29775,29600,29240,33678,29611,31422,30012,
29512,29142,29509,29560,29394,28957,34800,29395,34477,51896,
29118,28732,29344,29163,29146,28642,34203,29112,34114,30367,
28763,28411,28873,28857,28759,28385,33821,28796,33750,38316,
28585,28124,28623,28715,28960,28061,33527,28630,33541,29236,
28252,27836,28416,28270,28254,27849,33723,28444,33353,28921,
27986,27488,28200,28458,27949,27451,28009,28011,30515,28392,
27742,27222,27833,27787,27674,27293,27671,27763,27735,27795,
27627,27081,27466,27834,27270,26982,27444,27372,27464,27585,
27253,26766,27286,27336,27582,26772,27268,27080,27206,27638,
26977,26514,27081,26943,26871,26500,26991,26707,26934,27046,
26676,26181,26716,26624,26643,26181,26633,26529,26619,26580,
26673,25861,26523,26399,26321,25844,26405,26333,26388,26560,
26168,25772,25969,26074,26064,25707,26209,26087,26078,26172,
25794,25356,25826,25782,25696,25390,26462,25742,25836,25778,
25560,25166,25555,25419,25557,25169,25563,25496,25462,25620,
25246,24757,25329,25534,25255,24871,25193,25163,25238,25455,
25045,24717,25096,24992,24924,24603,25048,25176,25083,25149,
24820,26490,24675,24639,25088,24190,24612,24743,24689,24790,
24616,24596,24396,24437,24355,24047,24555,24358,24475,24434,
24260,24139,24062,24229,24183,23730,24174,23980,24197,24327,
23964,24923,25384,23821,23714,23441,23981,23800,24036,24025,
23630,23325,23667,23720,23569,23225,23650,24001,23573,23781,
23404,23005,23462,23436,23368,22948,23431,23772,23426,23500,
23221,22818,23239,23056,23076,22808,23430,23191,23185,23231,
22970,22586,22892,22902,22836,22400,23040,22837,22907,23009,
22559,22297,22480,22688,22577,22295,22693,22628,22733,22887,
22391,21946,22403,22371,22458,31787,22464,22224,22492,22384,
22280,21743,22309,22101,21999,22234,22228,22022,22242,22250,
21935,21609,21909,21786,21858,22025,21939,21736,21899,21924,
21717,21449,21594,21605,21522,22699,21655,21506,21598,21547,
21518,21142,21413,21384,21281,20970,21566,21202,21473,21366,
21195,20796,21100,21016,21406,21084,21136,21069,21066,21464,
21009,20583,21011,20874,20957,20879,20871,20859,20892,21607,
20704,20392,20675,20659,23037,20958,20555,20531,20635,21239,
20505,20009,20495,20282,20378,20517,20432,20350,20449,20431,
20199,19715,20050,20095,20003,20182,20107,20182,20173,20190,
19880,19619,19931,19949,19883,20040,19951,19815,19858,19931,
19637,19322,19655,19621,19583,19984,19786,19514,19682,19766,
19447,19222,19419,19406,19330,19436,19462,19377,19446,19459,
19309,18949,19145,19117,19093,19104,19155,19567,19148,19253,
18936,18736,18954,18834,18870,19021,18931,19257,18867,18999,
18794,18471,18551,18693,18601,18723,18661,18626,18645,18822,
18464,18222,18559,19528,18510,18544,18447,18458,18424,18690,
18359,18012,18263,18227,18279,18454,18369,18132,18262,18326,
18064,18205,17973,18057,17986,18239,19157,18380,17941,18069,
17819,17408,17680,17722,17928,17701,17763,18012,17770,17782,
17534,17377,17626,17530,17522,17569,17562,17663,17474,17682,
17292,17067,17351,17258,17310,17362,17197,17194,17397,17365,
17199,16843,17098,17087,17349,17099,17063,17046,17208,17306,
16987,16664,16781,16837,16930,16930,16926,16799,16876,16935,
16794,16489,16743,16594,16650,16631,16651,16480,16627,17241,
16499,16283,16445,16296,16431,16373,16330,16293,16419,16504,
16281,16007,16203,16237,16040,16424,16368,16093,16415,16321,
16011,15815,15944,15921,16519,16126,16320,15896,16118,16067,
15848,15476,15800,15721,15779,16856,15790,15647,15789,15903,
15578,15505,15595,15482,15453,15922,15545,15534,15617,15686,
15435,15136,15374,15308,15251,15256,15491,15293,15410,15495,
15221,14941,15208,15097,14976,15109,15126,15067,15392,15121,
14944,14752,15005,14890,14883,14907,14981,14763,14937,15112,
14866,14738,14763,14633,14688,14973,14848,14645,14757,15096,
14567,14334,14602,14519,14555,15789,14619,14552,14540,14652,
14333,14142,14356,14257,14345,15737,14276,14301,14351,14525,
14115,13960,14163,14368,14158,15172,14030,14041,14107,14376,
13998,13681,13975,14081,13840,13780,13891,13866,14123,14150,
13824,13599,13700,13956,13771,13509,13696,13783,13823,14030,
13463,13300,13437,13713,13566,13243,13485,13562,13571,13715,
13298,13126,13314,13448,13401,13373,13237,13505,13338,13310,
13158,12827,13231,13262,13133,13117,13072,13182,13293,13257,
12994,12985,13203,12873,12890,12975,12844,12906,13025,13013,
12826,12536,12666,12878,12688,12696,12786,12755,12809,12723,
12700,12350,12509,12545,12601,12444,12403,12485,12611,12551,
12523,12137,12358,12358,12332,13399,12393,12375,12571,12365,
12315,11955,12199,12164,12210,12008,12341,12158,12253,12259,
12022,11809,11883,11875,11980,11876,11971,12003,11924,12055,
11903,11638,11758,11714,11878,11648,11888,11771,11990,11886,
11644,11416,11620,11521,11577,11422,11696,11526,11730,11877,
11514,11331,11435,11415,12577,11285,11375,11349,11595,11570,
11348,11157,11171,11321,11183,11050,11189,11104,11494,11510,
11139,10987,11066,11090,10974,11207,10996,11006,11209,11213,
10939,10713,10883,10908,10913,10741,10951,10862,11013,11082,
10814,10538,10700,10683,10649,10507,10662,10648,10687,10853,
10670,10323,10515,10451,10372,10375,10526,10456,10507,10679,
