1391717,16,4,,
1360278,16,4,,
1424133,16,4,,
1331066,16,4,,
1377384,16,4,,
1385066,16,4,,
1443220,16,4,,
1396812,16,4,,
1419847,16,4,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,1386513.8,36989.3959333092
