886109,32,2,,
818807,32,2,,
800932,32,2,,
905806,32,2,,
792653,32,2,,
783527,32,2,,
826482,32,2,,
892479,32,2,,
804876,32,2,,
783640,32,2,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,829531.1,47274.3853557787
