10207259,3,22,,
10761946,3,22,,
10533258,3,22,,
10810132,3,22,,
9757996,3,22,,
10150592,3,22,,
9947128,3,22,,
9618197,3,22,,
9318362,3,22,,
10983671,3,22,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,10208854.1,556781.172462146
