
mode1:
36786,430,85.548837
43072,430,100.167442
43566,430,101.316279
43863,430,102.006977
44068,430,102.483721
44339,430,103.113953
44539,430,103.579070
44776,430,104.130233
44984,430,104.613953
45211,430,105.141860
45393,430,105.565116
45591,430,106.025581
45786,430,106.479070
45976,430,106.920930
46164,430,107.358140
46384,430,107.869767
46571,430,108.304651
46852,430,108.958140
47029,430,109.369767
47225,430,109.825581
47389,430,110.206977
47615,430,110.732558
47809,430,111.183721
48040,430,111.720930
48240,430,112.186047
48478,430,112.739535
48668,430,113.181395
48876,430,113.665116
49074,430,114.125581
49342,430,114.748837
49547,430,115.225581
49727,430,115.644186
49921,430,116.095349
50133,430,116.588372
50315,430,117.011628
50532,430,117.516279
50704,430,117.916279
50897,430,118.365116
51091,430,118.816279
51293,430,119.286047
51507,430,119.783721
51715,430,120.267442
51906,430,120.711628
52123,430,121.216279
52330,430,121.697674
52514,430,122.125581
52698,430,122.553488
52872,430,122.958140
53048,430,123.367442
53247,430,123.830233
53441,430,124.281395
53623,430,124.704651
53817,430,125.155814
54013,430,125.611628
54201,430,126.048837
54413,430,126.541860
54594,430,126.962791
54804,430,127.451163
54993,430,127.890698
55203,430,128.379070
55408,430,128.855814
55603,430,129.309302
55800,430,129.767442
55979,430,130.183721
56235,430,130.779070
56434,430,131.241860
56637,430,131.713953
56822,430,132.144186
57007,430,132.574419
57184,430,132.986047
57381,430,133.444186
57557,430,133.853488
57732,430,134.260465
57935,430,134.732558
58108,430,135.134884
58287,430,135.551163
58473,430,135.983721
58664,430,136.427907
58842,430,136.841860
59029,430,137.276744
59198,430,137.669767
59353,430,138.030233
59542,430,138.469767
59700,430,138.837209
59893,430,139.286047
60095,430,139.755814
60273,430,140.169767
60456,430,140.595349
60632,430,141.004651
60841,430,141.490698
61026,430,141.920930
61205,430,142.337209
61403,430,142.797674
61556,430,143.153488
61721,430,143.537209
61898,430,143.948837
62080,430,144.372093
62278,430,144.832558
62435,430,145.197674
62590,430,145.558140
62774,430,145.986047
62960,430,146.418605
63151,430,146.862791
63338,430,147.297674
63495,430,147.662791
63673,430,148.076744
63863,430,148.518605
64038,430,148.925581
64195,430,149.290698
64379,430,149.718605
64555,430,150.127907
64759,430,150.602326
64952,430,151.051163
65159,430,151.532558
65334,430,151.939535
65504,430,152.334884
65681,430,152.746512
65868,430,153.181395
66024,430,153.544186
66214,430,153.986047
66386,430,154.386047
66552,430,154.772093
66738,430,155.204651
66922,430,155.632558
67077,430,155.993023
67258,430,156.413953
67412,430,156.772093
67587,430,157.179070
67781,430,157.630233
67967,430,158.062791
68157,430,158.504651
68341,430,158.932558
68517,430,159.341860
69558,430,161.762791
69772,430,162.260465
69958,430,162.693023
70150,430,163.139535
70325,430,163.546512
70516,430,163.990698
70697,430,164.411628
70906,430,164.897674
71063,430,165.262791
71255,430,165.709302
71435,430,166.127907
71640,430,166.604651
71823,430,167.030233
72065,430,167.593023
72247,430,168.016279
72468,430,168.530233
72665,430,168.988372
72849,430,169.416279
73025,430,169.825581
73203,430,170.239535
73381,430,170.653488
73558,430,171.065116
73751,430,171.513953
73916,430,171.897674
74089,430,172.300000
74328,430,172.855814
74505,430,173.267442
74680,430,173.674419
74860,430,174.093023
75060,430,174.558140
75255,430,175.011628
75471,430,175.513953
75645,430,175.918605
75825,430,176.337209
76020,430,176.790698
76198,430,177.204651
76368,430,177.600000
76576,430,178.083721
76768,430,178.530233
76973,430,179.006977
77160,430,179.441860
77338,430,179.855814
77493,430,180.216279
77700,430,180.697674
77880,430,181.116279
78081,430,181.583721
78255,430,181.988372
78435,430,182.406977
78612,430,182.818605
78813,430,183.286047
79001,430,183.723256
79158,430,184.088372
79348,430,184.530233
79527,430,184.946512
79700,430,185.348837
79902,430,185.818605
80072,430,186.213953
80249,430,186.625581
80420,430,187.023256
80623,430,187.495349
80803,430,187.913953
80973,430,188.309302
81156,430,188.734884
81328,430,189.134884
81537,430,189.620930
81737,430,190.086047
81944,430,190.567442
82141,430,191.025581
82325,430,191.453488
82497,430,191.853488
82652,430,192.213953
82809,430,192.579070
82990,430,193.000000
83264,430,193.637209
83489,430,194.160465
83673,430,194.588372
83854,430,195.009302
84033,430,195.425581
84208,430,195.832558
84384,430,196.241860
84566,430,196.665116
84749,430,197.090698
84934,430,197.520930
85104,430,197.916279
85276,430,198.316279
85465,430,198.755814
85637,430,199.155814
85805,430,199.546512
85974,430,199.939535
86158,430,200.367442
86335,430,200.779070
