
fl_pl=,1
mode1:
set up=, 25972
mode1_loop
nds_td0 and nds_td_rem set up,indipendent set search,sum[i] calculation,star_to_mesh,nodes, per_node
501,2449,440555,8044,8,
306,2855,9607,12924,5,
260,3682,5615,6470,4,
124,4310,0,0,1,-,

mode2; nds_td j iter
324071,132215,120889,5635,6165,6385,6374,37384,4845,5201,6263,

mode3; num_thr=,2
31940,
