mode1:,mode1:,mode1:,mode1:,mode1:,mode1:,mode1:,,
19693933,16989741,17574226,17014948,17004199,20632840,23379683,18898510,2458144.86060593
26551434,16916442,17400333,17307870,19014866,17597541,22116294,19557825.7142857,3565758.95824796
18876625,16941318,16923440,17366592,17207194,21303959,23242619,18837392.4285714,2502353.02419841
24243360,20700385,17014873,16865384,16882293,22115069,28298712,20874296.5714286,4376926.56855778
26863952,16791057,16923027,16933872,16883133,16837023,19691670,18703390.5714286,3748911.72444221
27256785,17993814,17743511,16989107,16890091,16987880,24465261,19760921.2857143,4264695.69697576
29001582,16855448,18277184,16985836,16972373,16902391,16927594,18846058.2857143,4506482.00575655
26968567,19012571,18144741,21675771,17634708,17014283,17168243,19659840.5714286,3594072.37368076
26567785,18487334,17104091,25806880,18355111,16867035,17005282,20027645.4285714,4262515.25959117
27083922,17965351,16822122,24365737,17674752,17043144,16942447,19699639.2857143,4210051.57716988
30621417,18446233,16931471,22095388,16929178,16895575,17709170,19946918.8571429,5055208.42372305
21624149,16828865,18054580,16834552,18595860,18482300,24676597,19299557.5714286,2863852.9390589
24951869,16885398,16948815,16853067,18418526,17996362,22834123,19269737.1428571,3272347.80561477
24523892,16846190,16818755,16828572,16909696,17010073,17030671,17995407,2880051.99523134
26747608,16794793,18992853,16832394,16842420,17082413,17066021,18622643.1428571,3666576.8148083
24670531,17164455,19357237,16801419,16820483,19549747,17680570,18863491.7142857,2803227.12881759
23625949,16749706,17199319,16900051,16805488,19734750,17030305,18292224,2576958.02300037
24337639,16919149,16814232,20601757,16885547,16835555,16957848,18478818.1428571,2932241.54746924
29277095,16819168,16814987,17180295,17596501,16871022,17278787,18833979.2857143,4613969.88800125
19612174,18480096,16884015,17689437,16782638,16913180,17048817,17630051,1063118.86176257
24727171,17859566,17283686,17306265,16840600,16876274,17067456,18280145.4285714,2863452.5179517
24565939,18667698,17142091,16848244,16830907,16874740,16977455,18272439.1428571,2851284.81238695
25174817,18314968,16762143,16870061,16755990,16968536,20525534,18767435.5714286,3142540.24835476
24387416,16812470,16897507,16799363,17243755,18458748,19840483,18634248.8571429,2775492.8478285
24776572,16802812,16773374,16813521,20082407,20055901,17159269,18923408,2987996.2920662
24033792,16803270,16756784,16747176,16697270,17197924,17294989,17933029.2857143,2700618.41456697
23506639,17792013,18884889,16886566,16782414,19753420,16886986,18641846.7142857,2425596.92236377
19051481,17043715,22260610,16771060,16796324,17343839,17023609,18041519.7142857,2020884.28414162
31101566,16878309,22695056,16969706,16765167,17728773,16913009,19864512.2857143,5392268.57846571
22903898,16790512,23292082,16843875,16738255,16689837,16993373,18607404.5714286,3071185.35698823
17507249,17281999,25946799,20692869,19895786,17347336,16932838,19372125.1428571,3243999.70501629
18482210,20451439,25197856,21438703,16666744,22343612,16966444,20221001.1428571,3083794.77297514
17255641,17634447,21868785,17014702,16746953,29872534,16937488,19618650,4863845.12157011
17205352,17478130,19977483,16797294,16737071,18665306,17618573,17782744.1428571,1162860.12452737
16758555,18508057,16826467,16774088,18491936,26009075,16855790,18603424,3362216.62445318
17160615,16802893,16757574,16768544,17323074,19624095,21482689,17988497.7142857,1844896.04604485
16793217,16937256,21610294,16744353,16701440,17611214,16977816,17625084.2857143,1783954.52021595
16835619,16692777,17098603,16768907,16735499,20292132,17305722,17389894.1428571,1298843.80241408
16716915,16863782,16740042,16710572,16710849,16792046,16859807,16770573.2857143,68422.843733445
16790394,16732863,16888155,16750166,16694535,16779292,16896210,16790230.7142857,76370.1103960493
16811054,16879681,17177105,17296782,16689591,16843589,16845396,16934742.5714286,217766.622158415
16747721,16758765,17185046,20615423,16696814,19310787,16921242,17747971.1428571,1567854.15078544
19501754,17110449,16779087,17373964,16671496,17157076,16822340,17345166.5714286,982326.725530743
17020835,22106067,16804034,17271181,17350333,17143836,16938229,17804930.7142857,1905961.68168257
16855965,23527367,16796005,16672823,16648276,16847026,17068609,17773724.4285714,2540905.23093063
17017729,23723618,17645934,16800279,16710287,16845534,16802957,17935191.1428571,2571932.29995098
18334438,25034650,16716680,16688837,22815085,20173605,16743936,19501033,3333661.81520752
17091242,29981217,16783817,16715023,25711449,17219908,20022129,20503540.7142857,5288283.44909407
16837150,23671639,21463681,16660106,16655555,16717597,18428835,18633509,2832512.57037252
16885410,22314766,22230633,16710486,16770369,16706858,16834169,18350384.4285714,2680317.27767845
16688112,24581779,16492669,16661774,16684118,16736122,16858200,17814682,2985967.22043188
16776569,26754785,17656840,16779816,16640178,16690912,16750991,18292870.1428571,3747712.45537218
16741331,30655325,22168958,19989506,16656058,16775045,16893364,19982798.1428571,5165442.25595523
16686338,25979935,26478561,17063753,16608279,18173773,16737219,19675408.2857143,4510734.8868126
20618590,30059284,19480528,16964704,17135325,16946732,16901449,19729516,4790135.98662943
17274262,25947266,16601961,17013754,16892587,16677891,16715100,18160403,3441369.07472942
16665318,25950136,16603030,16710182,16621430,16633596,16928547,18016034.1428571,3500355.24684778
17302185,22102588,18559174,16689950,16630537,16830857,17138288,17893368.4285714,1968601.89078145
16855729,18849979,21473300,16987098,18151723,16850248,19457806,18375126.1428571,1713024.33705084
16677259,22789235,17131555,16947266,17270983,19890539,19117919,18546393.7142857,2229139.78107331
16877858,29279611,17003420,16585463,16641124,17916606,20548456,19264648.2857143,4630257.2484489
16810782,29993182,17045331,16627737,16591381,17708881,16857519,18804973.2857143,4947785.68717134
16664433,24778515,26128383,16682172,16614921,16657667,16942257,19209764,4284345.63405533
16743633,26838024,18670334,16671618,16612826,16706918,17073569,18473846,3759121.12098679
16887598,22213222,17405742,17951178,16649753,16723563,16813461,17806359.5714286,1997584.41017285
16762057,24321483,17595740,17915685,17202807,18998395,16706433,18500371.4285714,2683815.97824229
19757088,23361002,18919285,20624563,19435788,18129844,16751900,19568495.7142857,2080703.61300745
16726888,24748912,18874722,16704249,16539388,17080797,16731754,18200958.5714286,2997688.43260458
17057336,20066656,21765005,16548728,16695174,16588208,20123005,18406301.7142857,2179007.63718967
16918054,18213615,17741734,16680250,17108783,16628059,21038472,17761281,1556415.46087069
16979549,22448510,17461563,16551389,16980095,16602829,21658967,18383271.7142857,2535448.73629717
16974041,26949696,17225472,16584845,18213617,19941871,22596554,19783728,3795286.82471791
16903145,27351034,18843086,16535476,16571171,17444850,16888869,18648233,3918832.0132201
16689589,27099441,19952300,16576337,16524146,16797725,16492204,18590248.8571429,3954187.61395264
16926338,26520865,19049169,16565125,16556136,16612720,16514335,18392098.2857143,3698148.50919023
16614462,31537650,17542424,21403962,16644042,16804467,16532689,19582813.7142857,5550793.3998787
16599404,26920666,16884699,23058826,18631295,16604679,16492175,19313106.2857143,4101317.29519642
17081254,26026210,18616049,22157848,17760220,18343959,16488035,19496225,3408870.12530183
19577609,25105597,20478378,27063246,16494775,16444238,16630397,20256320,4324122.16395359
16728053,21042057,17050279,19674617,16491973,17063035,18580486,18090071.4285714,1732555.66726458
17793019,25137125,17242396,16420684,16490828,16519599,17476583,18154319.1428571,3125861.18976213
18044090,25203247,17226593,16466914,18619751,16820408,16587924,18424132.4285714,3091587.81592981
16789720,22754569,18200588,16497557,16522439,19269063,17553871,18226829.5714286,2236099.70999222
17306791,24577184,17448160,16484576,16510394,16774681,16517320,17945586.5714286,2950674.281523
16726596,25677401,18991119,16554087,16470143,16778920,16480315,18239797.2857143,3400378.58863219
17143395,27423024,17148582,16564003,16528262,16465601,16529556,18257489,4052420.0160412
26151585,18165151,16942612,16690224,16467945,16665962,16529946,18230489.2857143,3540838.57566084
26636034,31929839,16845273,21509912,17175247,16496538,16472238,21009297.2857143,6112254.84383349
27788629,26771082,18087383,17965194,22649024,19710822,16467407,21348505.8571429,4493694.1269843
26263430,28114768,19291691,16402609,27803959,17122865,22313232,22473222,5003929.67982545
26895366,26001550,17191887,16526572,17338358,16579057,29398007,21418685.2857143,5723284.67034091
16843843,41388215,16854773,16493438,16335574,16947157,17431243,20327749,9293366.29720733
16474282,17188961,17491204,16428822,18289444,16679531,16614508,17023821.7142857,681861.340377136
16469404,27213285,19439708,16407322,17525586,20356532,16583228,19142152.1428571,3883527.19684397
16506874,25788376,17795581,16424729,16490536,16982846,16725432,18102053.4285714,3422382.087521
16447612,26606726,17496198,16415483,16464540,16421201,16417435,18038456.4285714,3799003.26653913
16469494,31961714,18601709,16410500,16401367,16613137,16446284,18986315,5777020.56005879
16433703,25996100,16546755,16667190,16405947,16521139,16414068,17854986,3591081.9339886
20145729,27047581,17055382,18195731,16992900,17045727,16475679,18994104.1428571,3757752.63588351
21888646,26696835,17237002,18341800,16808011,16453606,16405143,19118720.4285714,3852499.04103881
22342473,41745285,17351226,16912992,16402759,18458303,16560846,21396269.1428571,9204962.44456068
17523563,25736729,20120394,16297983,16356626,18034110,16755985,18689341.4285714,3376387.96393724
17932537,26574499,18932067,16363799,16366272,16472492,16501496,18449023.1428571,3717279.39467775
19650358,31503347,16664210,16355793,16369828,16564436,19104321,19458899,5486209.05675975
16763766,16500004,16709118,16349406,16351177,16550878,18466392,16812963,746301.421659506
17177759,31935536,16799788,16337594,18226731,19750495,18264720,19784660.4285714,5476768.7078511
17083986,26807018,19416088,17320023,17826846,16783567,16451090,18812659.7142857,3655047.30260174
17060073,28211686,16666218,16507591,16409819,16344135,16412060,18230226,4408123.98970704
17090251,31554649,17067763,16382845,16330232,16466087,16488313,18768591.4285714,5646997.59809352
20046535,27230201,16826469,18230456,16383727,16375026,16521536,18801992.8571429,3952880.55078544
17631683,27905602,17119447,17485679,16295668,16559706,16506747,18500647.4285714,4178336.43196799
16675733,29662110,18777724,16720121,16859677,16620649,16480251,18828037.8571429,4842769.41278963
16866280,31380185,18106409,16264083,17562710,17215377,16261321,19093766.4285714,5458861.11196245
16588137,27152706,17531050,16294837,16288090,18201895,16923595,18425758.5714286,3910541.98816928
16399784,25917394,16884452,16301597,16385724,16406305,20504955,18400030.1428571,3644064.13663533
16524575,26432620,16255830,16322434,16530470,16339872,19925117,18332988.2857143,3807618.81277292
16422926,31770721,16269014,16312147,17941202,16488855,16411412,18802325.2857143,5748472.6485102
16340164,25747481,17043367,16304673,17528689,19537374,16615487,18445319.2857143,3407886.9793475
16322247,26422781,16715659,16289580,16299866,16748767,22385749,18740664.1428571,4045242.34142811
16280012,19368161,16194699,16260669,16360940,16401542,22922152,17684025,2578271.12093615
16329204,18247014,16307834,16294604,16254526,16291502,16552615,16611042.7142857,728071.462417144
16250754,16316188,16238443,18103798,16301347,16480078,16475591,16595171.2857143,672500.705491009
19345497,16850374,17603478,16984279,16385932,16412916,16344268,17132392,1073717.45655503
17569706,16355860,17868615,16687116,16952181,16291852,16510419,16890821.2857143,612628.155622891
17025538,16461824,17530538,17048468,22276214,16340948,20783225,18209536.4285714,2342321.91858576
16554188,16441439,21979899,16233674,16259463,16961143,22007227,18062433.2857143,2696240.09986541
16332942,16386171,18251666,16255672,16382690,17307249,16292082,16744067.4285714,759446.670800932
16199700,16267384,19831886,16231715,17433878,16344105,16321728,16947199.4285714,1344496.9582938
16452770,16555063,17237766,16247187,16433234,16342228,16318965,16512459,335289.048879719
16402486,16919638,18585985,16237427,18667306,20608948,16284726,17672359.4285714,1663926.50493182
16760303,16688892,16634251,16215119,16283369,23178706,16333027,17441952.4285714,2538753.64822058
16421793,16565558,16612123,16221787,16192650,16626992,16512692,16450513.5714286,179813.7730402
16359813,17381269,18367658,16223741,16199843,16250441,16572292,16765008.1428571,819221.960897946
16783662,17913779,16938567,16328735,16188684,16543326,16253457,16707172.8571429,600005.833391484
16581203,17236990,16833134,18741226,16838639,16230277,16308937,16967200.8571429,854382.416812953
17510912,16976427,17763539,16962170,16645997,16298757,16232340,16912877.4285714,577240.420591183
17052982,16315703,17077898,17124124,16192702,18547654,16271767,16940404.2857143,821073.389431321
18610609,16258179,16588374,16198167,16180422,17796177,18969916,17228834.8571429,1209431.62189593
16818326,16152469,16485508,16183966,16185341,16772052,16637892,16462222,289897.477601421
16296328,16236753,18315783,16185717,16169187,16362839,16216286,16540413.2857143,785698.664970805
16104549,16692012,16751312,16183189,19016667,21308268,16261803,17473971.4285714,1967495.29378589
16134926,16467989,17065918,16173011,16506485,22968989,16174582,17355985.7142857,2496205.97203981
16134004,17783252,16844404,16154851,16169547,19213227,16294777,16942008.8571429,1166457.90928883
16253187,19513217,16873071,16194895,16150881,16256309,16159696,16771608,1235134.55613373
16152682,19056919,16640883,16201516,16202965,16193119,16251592,16671382.2857143,1065044.15733836
17647493,18048401,16465100,16322508,16136750,16176303,16159771,16708046.5714286,795456.861755318
16807781,16540190,16627623,19521868,16138855,18952825,16239987,17261304.1428571,1378502.39909795
16210009,16534619,16958325,16721247,16742190,18467630,16198374,16833199.1428571,773342.92427388
16138740,16665532,19945472,16633770,16678543,17944179,16383314,17198507.1428571,1339330.80027781
16558863,16391822,16398073,16254351,16135219,16183033,18631051,16650344.5714286,885304.756145938
17050582,16281909,16126719,16138846,16139317,21206352,16898321,17120292.2857143,1842355.30843444
16161796,16197762,16119139,16141649,16099688,23843976,16206056,17252866.5714286,2906664.18296575
16095076,19703483,16945868,16124195,16112500,18688868,16216039,17126575.5714286,1474225.7313859
16089970,17198895,17934615,16144496,17968512,16248761,16189463,16824958.8571429,858096.348509387
16139162,16419017,16115166,16290124,16732668,16130059,16122532,16278389.7142857,230435.259546446
16061525,18386614,16064180,16095208,16068482,16657258,16181844,16502158.7142857,858049.807138007
17897759,20963714,16504692,16081456,16107495,18194159,16140901,17412882.2857143,1796913.20982156
16084876,21703824,16231775,16087491,16046670,16231543,16172409,16936941.1428571,2103278.81575565
16143509,17853501,17924253,16238900,16065073,16141130,16117121,16640498.1428571,854604.003026827
16035507,16056338,21596878,20164255,16095806,16379885,16170579,17499892.5714286,2348948.0725961
16623017,16103467,18372808,16838661,18051220,16165006,17997172,17164478.7142857,954269.128182351
16156028,16071217,16335004,16117441,17001468,19770927,18388826,17120130.1428571,1431893.51096365
16115904,16249433,16122551,16078267,16030186,16291837,16782020,16238599.7142857,256879.210771466
16061735,16149302,16086682,16049862,16036115,16064320,16245172,16099026.8571429,74171.7845689509
16116409,18816184,19114940,16035505,16049084,16051028,16086914,16895723.4285714,1416855.62082355
16163567,16574364,16910206,16083530,17855289,16110252,16997381,16670655.5714286,644550.199634044
21633339,15967325,16248213,16081469,17539876,21858220,16024060,17907500.2857143,2677824.36576323
18002917,16128134,16053137,16042722,16108213,21404077,16101898,17120156.8571429,2019720.49742742
22211290,17521576,16574628,16004999,16014181,18160882,16189314,17525267.1428571,2222832.73572203
16791459,16542950,16089248,16029507,16013811,16089065,16109304,16237906.2857143,303840.088593608
16105605,16600915,19739746,17384959,16012223,15980801,16053979,16839746.8571429,1374970.97403599
16360116,16097349,21337959,16439251,15994175,16335731,16121249,16955118.5714286,1939398.45676057
17097384,16807318,22167982,16759759,16101225,15937479,21678928,18078582.1428571,2661393.81465185
16283045,16266864,22731672,15987998,16723532,16138009,22013636,18020679.4285714,2988623.66144093
17252192,16224167,22947104,16013751,17357986,18901438,23534542,18890168.5714286,3120922.66593443
16717245,16240233,16675039,16015754,16038657,17975960,21590230,17321874,1998049.28865498
16245214,19015017,16544646,16026459,17725268,16043969,16211861,16830347.7142857,1128776.88243008
19012343,16381699,16444360,15996492,18325984,16006585,16042066,16887075.5714286,1246399.18597359
20472883,16089751,16548622,15992856,16008866,16013082,16115283,16748763.2857143,1653520.96135506
23149524,20828449,16600499,15954869,16013883,15978372,16110965,17805223,2943733.8027731
21157055,20958074,21445856,15965861,15963030,17257575,16077851,18403614.5714286,2645234.97665764
16334083,16262886,28411365,15958588,20378109,16207579,16037640,18512892.8571429,4641019.05589744
16383631,16363380,19417308,17704510,21286407,16020190,16087004,17608918.5714286,2028805.46097434
16271554,16134937,23798130,17298201,24494558,15946285,16524294,18638279.8571429,3792530.98833683
17518542,16541396,23157590,16484366,15863006,15937783,20061587,17937752.8571429,2717220.04957189
16082432,16260773,22141835,16468271,16009918,15984460,15997999,16992241.1428571,2277599.57528736
15971103,16260245,23533106,16307017,18450465,15992036,16167404,17525910.8571429,2788205.71261851
16014913,17739727,21946746,15928686,20476254,19032549,15951526,18155771.5714286,2418671.86931677
15938250,19612782,22673154,15916425,18547198,16346766,16077849,17873203.4285714,2570546.73540616
16343645,16529586,23787764,15950771,15954293,15866479,15952903,17197920.1428571,2916255.91199906
15925036,16595202,28574335,15985341,16318332,15973177,16045075,17916642.5714286,4705731.53833878
16029835,16514012,20393628,15918341,15904517,16048322,16229451,16719729.4285714,1633695.21259555
15984069,16720803,21822170,15911537,15905177,16848887,16033336,17032282.7142857,2148517.2633835
18932983,16479447,24167857,15916796,16065350,17825260,15924865,17901794,2988221.7848144
16091648,16554614,29124612,15881177,16478546,15896458,15844481,17981648,4922075.55997613
16508004,16460713,19785598,16074034,16542191,15945624,16022916,16762725.7142857,1355959.50956198
16420887,16490088,26372278,18794568,15883851,16341968,16908390,18173147.1428571,3735164.40722915
16573622,16270605,20719661,16474775,15890338,16136842,16289009,16907836,1695483.94219625
21471549,16042293,25083735,16512717,17874013,19049071,16513973,18935335.8571429,3303440.33299384
18243806,16099295,27378449,15905413,17023276,16117993,15922754,18098712.2857143,4178464.6994264
16027490,17856186,20040113,15863802,15876314,15849277,15986326,16785644,1607523.57572748
15868982,16914942,24547588,15864970,15915213,16071869,15864089,17292521.8571429,3221550.21763433
16988168,16541112,21659541,15879592,15896556,15883972,15984282,16976174.7142857,2108244.58233548
19668993,16090266,20349377,15855500,15838245,15976996,15846696,17089439,2006226.67215281
16588750,16194810,21831757,15974178,15899591,17111492,15866611,17066741.2857143,2148346.81578912
16327809,16525023,18575279,15943370,15838977,17271837,15901720,16626287.8571429,993803.982619045
16035213,16310130,22342699,15950408,16048274,15953207,15862226,16928879.5714286,2391425.35512519
16671750,16021503,16513839,15985335,18986007,15980296,15873631,16576051.5714286,1104966.31222131
16081061,16274476,17973427,19808063,15977822,21668787,19020301,18114848.1428571,2176673.42791796
16245923,16220194,15740545,18590979,15847067,21137396,16222327,17143490.1428571,2008404.01420236
16520187,16134619,22199735,25546126,15874578,16450114,15855581,18368705.7142857,3890539.27882848
15796032,17598995,18494773,18214950,19653770,15972300,15984263,17387869,1505327.83843587
15954016,16816764,16292322,17030279,15783954,15997195,15823952,16242640.2857143,496940.877127489
15836241,17034942,19754533,25810970,15814909,15908053,15856089,18002248.1428571,3729388.07018928
20054294,16047940,16952508,26594096,15840665,15784814,15813890,18155458.1428571,4024219.81214937
17108547,16487785,23879200,27243866,15778177,15909538,15857070,18894883.2857143,4679538.77819363
15935247,16168654,18841444,29401701,15797508,15946509,15786350,18268201.8571429,5029717.74866945
15839710,15782752,20237279,26824879,15757980,16678459,15847569,18138375.4285714,4158104.48514508
16029313,15865225,25621760,25465659,15739031,17268628,15793568,18826169.1428571,4618901.40578505
16970222,15725363,15566864,27496823,15741421,15900333,15824283,17603615.5714286,4387252.26967479
15817613,16086090,15832862,30971395,16605557,15989099,20176195,18782687.2857143,5594867.63237048
15913254,15913529,15744895,27235552,17117785,18892424,21153327,18852966.5714286,4193529.15563955
15817982,18991241,15995636,21631908,15799075,16500587,20605907,17906048,2475656.97280809
15847846,21683571,15906170,29105615,15743656,16655844,21449096,19484542.5714286,4988091.00157705
15923113,23556116,16259139,17187011,17158440,15837620,16278021,17457065.7142857,2743516.94776004
15721483,23609005,16382646,23405675,17492466,15826851,15741214,18311334.2857143,3603089.21263359
15833791,21690326,15784312,20713550,15814701,15888697,15772747,17356874.8571429,2642035.60067469
17068887,16242633,15700988,21712770,15858930,15855410,15756979,16885228.1428571,2181016.72030878
16667608,15684635,15830548,25899497,15702087,15860514,15697489,17334625.4285714,3792647.63546878
16172996,16072183,16050866,19363121,15759032,16752488,15793015,16566243,1276129.35761179
15724186,15734318,19456254,16128897,15688095,17169893,15714233,16516553.7142857,1401711.41807741
20128474,16415746,20254461,16681107,15696725,15857112,15745549,17254167.7142857,2039120.27109059
21107331,15697452,23121125,25605506,16379312,15765301,19141986,19545430.4285714,3899423.69222226
23833744,15806119,26976395,16205442,16147535,19362088,18024691,19479430.5714286,4332210.84326071
21753749,17713624,26600792,18654363,15644990,15943849,16459518,18967269.2857143,3961735.76144412
21920297,16841334,23148560,25557280,15758548,15750280,15787076,19251910.7142857,4170187.91064307
23463904,16587907,23978708,26644217,17395837,15740571,15741545,19936098.4285714,4594326.24552712
24784277,16149602,23271739,25280551,18967874,15754840,15881290,20012881.8571429,4327290.22393012
26875708,15694749,25392864,25363789,16531507,15734845,16196642,20255729.1428571,5289825.17689975
16740965,15665017,23399476,16683199,15701492,15725726,15754942,17095831,2819536.49566343
21436981,15623690,24614966,21824935,15610828,15787499,20859821,19394102.8571429,3674797.29110806
19778119,15723608,22181742,21060034,15679931,16259892,21819051,18928911,2948167.76397149
22453550,15760933,26018428,15760674,15687551,16275929,15633962,18227289.5714286,4237012.51515683
24315617,15813674,29727384,15814908,17389364,17677773,19300736,20005636.5714286,5179829.08839735
22404383,18375289,25284103,22536116,16722003,19518881,18998997,20548538.8571429,2962174.17364017
23601126,20132174,30197371,15814980,15703049,21223342,15573171,20320744.7142857,5374684.09125292
28436146,21808296,28649120,15757103,15691715,19442840,15611020,20770891.4285714,5791127.15955267
18490870,17146402,29133447,15678311,15833131,19257140,15602190,18734498.7142857,4805591.55787789
22518417,16037551,26488832,15734561,18139078,21404726,15661971,19426448,4169220.2509084
21607739,20714287,30804430,15640855,19544663,17636634,15604567,20221882.1428571,5221764.1249581
21520335,21630444,28235014,15816509,22300823,17162133,15635918,20328739.4285714,4507823.17538258
26146072,16224550,28659296,15655589,16242686,17002531,15545397,19353731.5714286,5566381.44728407
28532435,20715421,26814640,15725097,15600188,16593896,15612605,19942040.2857143,5600803.48263085
25446027,23165342,24436491,16207014,15588522,16718658,15641082,19600448,4506639.77264314
25684379,21243229,23495168,21491378,16772054,19816011,15573853,20582296,3558299.56637821
18806735,23448442,24158440,15724632,16167751,16725916,17046420,18868333.7142857,3513112.1420215
19255174,23083421,23953264,15837229,15540745,16450021,15796039,18559413.2857143,3620607.06376259
16159933,20641409,24063011,22333607,15558160,18566970,16745617,19152672.4285714,3277704.43731604
18318407,22104806,22217714,20834711,15588940,15790587,15555496,18630094.4285714,3073182.2856872
17494257,17158331,24913957,17866894,15562031,16487953,15651368,17876398.7142857,3225518.34579802
16091247,25212470,22630338,15415749,17517936,16332636,15535735,18390873,3911458.87585583
16330177,15620256,23001637,15611393,16922501,15876994,15545957,16986987.8571429,2698161.00467636
16332797,15678987,23314090,15643737,15541673,16803006,15528943,16977604.7142857,2835002.6211953
16318385,15596415,23372238,15563803,15561882,19935205,15656499,17429203.8571429,3063272.32073668
16310966,15972087,26381127,15649591,15525363,21575518,15520133,18133540.7142857,4236076.11234173
16145390,15567159,28454974,16352314,15558339,22622412,15553747,18607762.1428571,5034987.17640365
20019545,15782004,22975142,19776521,15635912,18696625,15534675,18345774.8571429,2834937.89178925
22471929,18368792,25687388,17144854,19897948,17441844,15662606,19525051.5714286,3489461.3920065
23952524,15694392,26218319,17298306,15465216,17227844,20400288,19465269.8571429,4213769.86584485
18393586,16921097,29762047,15944503,15520001,16245773,15906306,18384759,5106609.19343129
17113045,15865195,21026562,15721430,15491057,15853632,15587395,16665473.7142857,1997985.27474785
21190288,15408116,25748988,15525121,15447430,17438086,15566438,18046352.4285714,3995960.17672607
21589450,15525130,25359067,15510281,15491016,15774883,15571787,17831659.1428571,4006405.18147459
17070166,15563737,26904097,15645125,15599230,15936549,15453362,17453180.8571429,4204009.23373825
15581104,15508201,25266247,15437796,18635171,17370219,15504033,17614681.5714286,3591981.3578385
16095490,15537694,24019771,15523682,15492241,15937045,15476649,16868938.8571429,3162718.93967935
16083820,21370128,15888142,15502734,15475556,16063166,15477632,16551596.8571429,2141929.51744258
18442109,23482527,20389030,15548340,15479117,17356912,15457755,18022255.7142857,3033139.72279109
18844367,26810206,16118471,18660982,15479666,16058202,15462846,18204962.8571429,4053300.69058352
15938814,22820625,15872697,15865455,16209268,15906471,15485809,16871305.5714286,2631909.85441446
16137617,21133226,15995726,21541080,15923737,17497972,17298623,17932568.7142857,2410564.88695324
19871012,24243488,15922203,23536775,15519683,16554524,17030121,18953972.2857143,3657561.63749502
25390159,23913997,16051339,18968204,15430982,15706307,15846642,18758232.8571429,4218963.56780918
16347533,23808985,18080487,15851550,15434949,15832964,16363156,17388517.7142857,2956199.28607718
16021601,24359456,16697912,15566415,15419298,15995288,15583144,17091873.4285714,3233206.38539742
15975529,22197989,15874826,15418379,17428034,17087174,15462122,17063436.1428571,2393180.73341216
15902615,20687362,16022614,15769311,18616093,17795810,15435700,17175643.5714286,1947088.473698
15725295,24695956,15951062,15469763,15305239,16080941,15438625,16952411.5714286,3426208.57918447
20264600,21606362,15933512,15550646,15519638,16314043,15406971,17227967.4285714,2580380.2600525
26335159,25165603,19639889,19264703,15400896,15854399,15417351,19582571.4285714,4575418.85778274
16695808,24352843,21541298,16316642,15411775,15471533,15410557,17885779.4285714,3585618.52718332
18923981,22826521,22592231,16317270,15951871,15476204,15357669,18206535.2857143,3299416.75795802
17855115,25594473,21095774,15590997,19729176,15502444,15403332,18681615.8571429,3781587.91606152
15868874,20817268,16586136,16176173,15331143,17893814,16892237,17080806.4285714,1837155.75519378
15757135,16072183,15997757,15452362,15448621,15641403,15768796,15734036.7142857,243247.753685219
15441652,20433011,15997674,15456077,15406981,15450386,17153727,16477072.5714286,1855210.77241238
15490393,21116077,17083474,15405842,15911858,15497629,15334825,16548585.4285714,2103840.31433637
15485286,16007352,15931666,15335051,15571097,15444222,15417919,15598941.8571429,263800.140082998
15540340,20580770,15922127,15373071,16078554,15306274,15412614,16316250,1902901.1032788
15332966,22042460,16231841,15425530,15349887,16639622,15556480,16654112.2857143,2428080.73275765
16785294,24277836,15678438,15359537,17213844,19265883,15413108,17713420,3203800.99918919
15943290,21374118,17104037,15454810,15345539,15202577,15528837,16564744,2215631.46945967
16978404,15335408,16102735,18764030,15323121,15568460,15509331,16225927,1263409.42092577
15563162,15362617,15411073,16070860,15367447,15335519,15408688,15502766.5714286,261266.555760496
15808152,21226896,15643573,15819695,16574953,15368082,15571740,16573298.7142857,2086839.53931918
23187099,27571990,15334774,15450998,16186071,15371415,15297149,18342785.1428571,4980169.32261181
18971224,23054611,15319444,15625362,15428205,17035744,15478585,17273310.7142857,2872906.94975372
19724467,23278903,15376459,15421821,15398537,16238155,18821042,17751340.5714286,3013402.68861342
16133441,24453360,16682792,15317511,15576654,15347586,15492196,17000505.7142857,3323270.1494102
20428934,23505721,15371409,15380902,17575957,15337401,15804776,17629300,3191346.99789676
21565857,22748455,15527958,15332064,17623949,15367857,15210496,17625233.7142857,3223864.4122658
24320147,23426845,17010765,15323770,15530161,18861111,15340643,18544777.4285714,3859447.6509099
19650522,22308891,15583522,15541738,15290208,15835803,15312483,17074738.1428571,2781782.55023857
15158813,22900445,15489009,15340888,15275057,15508863,15300102,16424739.5714286,2858119.03149839
16809538,22211568,19167764,15333232,15356306,15327006,15284278,17069956,2679680.23885289
15631872,23265210,16263072,17233357,15289362,15266990,15308229,16894013.1428571,2899287.60162138
15212373,23025764,15700806,16027870,15260233,15429992,15278450,16562212.5714286,2865083.70354479
15271980,21846050,15782988,16696416,15290267,15352503,15269424,16501375.4285714,2413002.15919049
15256024,23497962,15276952,15381639,17224047,18348239,15316128,17185855.8571429,3036294.96681177
15322743,23038686,15413924,15377253,15343407,16741642,17396542,16947742.4285714,2810013.1482375
15251432,22301979,15736012,15444650,15271584,15324775,15768830,16442751.7142857,2592333.29032519
15271573,22885664,17340143,15299980,15228128,15300321,15354242,16668578.7142857,2846118.52288022
18911411,22807964,15305082,15240371,17151344,15347911,15259371,17146207.7142857,2857371.59514542
