,set up=,6367,,,,,,set up=,4960,,,,,,set up=,276345,,,,,,set up=,30149,,,,,,set up=,15704,,,,,,set up=,297062,,,,,,,,,
,mode1_loop,,,,,,,mode1_loop,,,,,,,mode1_loop,,,,,,,mode1_loop,,,,,,,mode1_loop,,,,,,,mode1_loop,,,,,,,,,,
,nds_td0 and nds_td_rem set up,indipendent set search,sum[i] calculation,star_to_mesh,nodes, per_node,,nds_td0 and nds_td_rem set up,indipendent set search,sum[i] calculation,star_to_mesh,nodes, per_node,,nds_td0 and nds_td_rem set up,indipendent set search,sum[i] calculation,star_to_mesh,nodes, per_node,,nds_td0 and nds_td_rem set up,indipendent set search,sum[i] calculation,star_to_mesh,nodes, per_node,,nds_td0 and nds_td_rem set up,indipendent set search,sum[i] calculation,star_to_mesh,nodes, per_node,,nds_td0 and nds_td_rem set up,indipendent set search,sum[i] calculation,star_to_mesh,nodes, per_node,,,,,
,,,,,,,,460,9661,393,29263,,,,-784130,5214,-1023,27748,,,,,,,,,,,-294,-129,-51,7120,,,,-43992037,-67773,-6471096,-7008,,,,,,,
,,,,,,,,409,9367,309,38172,,,,-448594,527,-357187,38699,,,,,,,,,,,26,447,-69,9683,,,,-27458552,-5670558,-4349551,46308,,,,,,,
,,,,,,,,470,9682,258,37317,,,,-200224,-242872,-6669,32378,,,,,,,,,,,-364,233,-53,10474,,,,-48120523,-11753527,-511405,26052,,,,,,,
,,,,,,,,427,10515,268,39005,,,,-2950422,-96895,-7622,33088,,,,,,,,,,,28,-430,-42,-4857,,,,-54946002,-7980292,-23332,31741,,,,,,,
,,,,,,,,422,10383,294,36269,,,,-299279,-241311,-8710,34750,,,,,,,,,,,-301,-514,-40,12628,,,,-48205380,-11625343,-1276063,35023,,,,,,,
,,,,,,,,395,9044,324,39498,,,,-200276,-433524,-734,28241,,,,,,,,,,,16,-330,-6,9273,,,,-53851869,-41663052,-5454011,22335,,,,,,,
,,,,,,,,413,8324,313,30315,,,,-481144,-308443,-333,33693,,,,,,,,,,,28,89,-96,10763,,,,-48820302,-11702545,-2018,37340,,,,,,,
,,,,,,,,419,9077,197,23066,,,,-208660,-164662,-311,25222,,,,,,,,,,,-3,-72,3,6679,,,,-46843871,-11526102,-1519,31046,,,,,,,
,,,,,,,,490,8035,184,24202,,,,-207016,-162471,-444,26482,,,,,,,,,,,-7,141,-77,9388,,,,-49800595,-11895195,-1098,31385,,,,,,,
,,,,,,,,377,8841,152,34609,,,,-208977,-170384,-473,34158,,,,,,,,,,,-2,-118,23,10190,,,,-50582619,-6462184,-2892,7561,,,,,,,
,,,,,,,,450,10593,237,60275,,,,-213145,-171395,-546,49726,,,,,,,,,,,1,-447,-30,20360,,,,-45493761,-12794606,-3788,-68868,,,,,,,
,,,,,,,,409,13427,236,59171,,,,-214280,-178161,-551,29892,,,,,,,,,,,21,-946,-9,18355,,,,-34628007,-7943306,-3765,-68089,,,,,,,
,,,,,,,,397,12861,190,39842,,,,-220667,-195476,-837,34570,,,,,,,,,,,9,-1177,29,17166,,,,-31484813,-4610049,-4223,37817,,,,,,,
,,,,,,,,404,13079,191,36171,,,,-258675,-236853,-652,31425,,,,,,,,,,,-10,-1134,19,15664,,,,-60563137,-7458521,-2335,33823,,,,,,,
,,,,,,,,428,12807,196,34314,,,,-254798,-181244,-406,32346,,,,,,,,,,,0,-1241,19,15027,,,,-55680379,-10368456,-3298,30307,,,,,,,
,,,,,,,,379,12096,258,35075,,,,-216292,-161400,-434,33932,,,,,,,,,,,4,-152,12,17070,,,,-58889763,-9575037,-3640,16829,,,,,,,
,,,,,,,,403,12197,169,31623,,,,-215469,-181148,-668,29729,,,,,,,,,,,10,-186,-38,15625,,,,-54521561,-2634893,-2030,13343,,,,,,,
,,,,,,,,377,11794,194,29653,,,,-215899,-196522,-360,27522,,,,,,,,,,,30,113,-31,14985,,,,-31958514,-3310971,-4576,-11372,,,,,,,
,,,,,,,,390,7524,160,32804,,,,-211651,819,-500,30322,,,,,,,,,,,16,203,13,9492,,,,-54969456,-5350961,-3166,24516,,,,,,,
,,,,,,,,403,6935,245,23743,,,,-371438,-501,-1204,22151,,,,,,,,,,,2,14,18,9724,,,,-47524912,-10680435,-2380,-18858,,,,,,,
,,,,,,,,,,,,,,,-370859,-97,-1208,17265,,,,,,,,,,,-12,363,37,8474,,,,-52624820,-5749255,-3280,2180,,,,,,,
,,,,,,,,,,,,,,,-393675,-1783,-1383,14546,,,,,,,,,,,26,511,-93,7042,,,,-51456399,-5118518,-2612,2859,,,,,,,
,,,,,,,,,,,,,,,-380978,-3911,-851,13440,,,,,,,,,,,6,614,-66,7368,,,,-47716147,-9362431,-1771,10881,,,,,,,
,,,,,,,,,,,,,,,-18013064,-4467101,-527,9554,,,,,,,,,,,13,251,-3,6380,,,,-63201382,-780070,-4364,-10234,,,,,,,
,,,,,,,,,,,,,,,-419234,-2726,-1086,29912,,,,,,,,,,,10,177,17,14327,,,,-53877230,-210486,-757,34126,,,,,,,
,,,,,,,,,,,,,,,-384977,-2698,-324,20483,,,,,,,,,,,-19,-72,-23,10410,,,,-45859445,-5718719,-2274,87,,,,,,,
,,,,,,,,,,,,,,,-372681,-1122,-535,20940,,,,,,,,,,,4,-436,-27,10569,,,,-38477714,-5673862,-1133,3193,,,,,,,
,,,,,,,,,,,,,,,-337840,-85,-472,17757,,,,,,,,,,,-4,216,-30,9865,,,,-33634508,-447456,-1199,11251,,,,,,,
,,,,,,,,,,,,,,,-417760,-4265,-1401,14341,,,,,,,,,,,13,-77,22,9913,,,,-28110712,-6652962,-10079,-6928,,,,,,,
,,,,,,,,,,,,,,,-346549,-2145,-579,14951,,,,,,,,,,,-11,-72,-10,8635,,,,-38766722,-5276628,-3803,-4271,,,,,,,
,,,,,,,,,,,,,,,-339751,-3068,-1292,14480,,,,,,,,,,,13,-13,2,8652,,,,-49149314,-6352329,-4230,-29586,,,,,,,
,,,,,,,,,,,,,,,-337122,-1898,-980,14749,,,,,,,,,,,-20,341,1,7545,,,,-29852240,-5429510,-4864,-134999,,,,,,,
,,,,,,,,,,,,,,,-333007,-1668,0,0,,,,,,,,,,,1,272,0,0,,,,-27101875,-5363913,0,0,,,,,,,
,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,-250790.558139535,,,,,,,
,'00 Muon,,,,,,,'01 Muon,,,,,,,'11 Muon,,,,,,,'00_tachyon,,,,,,,'01_tachyon,,,,,,,'11_tachyon,,,,,,,,,,
32x32,fl_pl=,0,,,,,,fl_pl=,0,,,,,,fl_pl=,1,,,,,,fl_pl=,0,,,,,,fl_pl=,0,,,,,,fl_pl=,1,,,,,,,,,
,mode1:,,,,,,,mode1:,,,,,,,mode1:,,,,,,,mode1:,,,,,,,mode1:,,,,,,,mode1:,,,,,,,,,,
,set up=,434552,,,,,,set up=,343176,,,,,,set up=,7423229,,,,,,set up=,1678477,,,,,,set up=,1650152,,,,,,set up=,28282690,,,,,,,,,
,mode1_loop,,,,,,,mode1_loop,,,,,,,mode1_loop,,,,,,,mode1_loop,,,,,,,mode1_loop,,,,,,,mode1_loop,,,,,,,,,,
,nds_td0 and nds_td_rem set up,indipendent set search,sum[i] calculation,star_to_mesh,nodes,,,nds_td0 and nds_td_rem set up,indipendent set search,sum[i] calculation,star_to_mesh,nodes,,,nds_td0 and nds_td_rem set up,indipendent set search,sum[i] calculation,star_to_mesh,nodes,,,nds_td0 and nds_td_rem set up,indipendent set search,sum[i] calculation,star_to_mesh,nodes,,,nds_td0 and nds_td_rem set up,indipendent set search,sum[i] calculation,star_to_mesh,nodes,,,nds_td0 and nds_td_rem set up,indipendent set search,sum[i] calculation,star_to_mesh,nodes,,,,,,
,2875,5426,1550,11713,430,,,2871,5659,1470,11838,430,,,17418,873821,5911,10909,430,,,9861,40100,9410,103979,430,,,9819,39713,9384,103250,430,,,23654336,4752441865,10854698,11035477,430,,,,,,
,734,9204,1180,16373,291,,,742,8775,1357,15574,291,,,4467,801561,2614,9074,291,,,4426,59025,8456,118749,291,,,4517,59850,8784,106220,291,,,26668159,3221274655,16084844,5606323,291,,,,,,
,620,12460,1254,26825,180,,,787,12428,1327,24974,180,,,4253,516929,2261,7637,180,,,3755,68138,8390,167064,180,,,3719,70117,8808,164764,180,,,21812594,1991442181,6197693,11948570,180,,,,,,
,536,12971,1099,35085,115,,,543,13278,979,34404,115,,,4329,238026,2171,6658,115,,,3288,75224,6184,222963,115,,,3427,74462,6594,195777,115,,,26842693,1402726660,10719232,14087051,115,,,,,,
,495,12336,938,34527,86,,,568,12874,939,34715,86,,,4390,162776,2154,6624,86,,,2994,70914,5700,238649,86,,,3026,69515,5844,198815,86,,,23859111,901536038,10879365,10758295,86,,,,,,
,466,12994,775,36266,64,,,466,12667,890,37077,64,,,4651,108139,2392,7437,64,,,3309,74060,5157,278346,64,,,2822,67678,4745,207849,64,,,33169012,487683142,8126913,39967,64,,,,,,
,443,12532,679,38689,49,,,528,12492,681,38617,49,,,4654,93932,2227,8275,49,,,4305,71954,4427,246891,49,,,2670,67578,4544,219299,49,,,23663547,261307170,5767675,34564,49,,,,,,
,426,11907,599,37758,44,,,427,12098,745,37106,44,,,4675,966397,2390,9536,44,,,2595,66850,5622,242275,44,,,2588,65310,3740,212175,44,,,26596688,252462445,218336,27551,44,,,,,,
,409,11940,475,47396,34,,,446,12270,524,45845,34,,,4315,3860335,3261,22696,34,,,2841,67661,3204,310033,34,,,2703,66330,3201,272651,34,,,30506302,123249350,5614773,47951,34,,,,,,
,397,11434,457,41677,31,,,396,11658,477,44305,31,,,6894,4608610,3093,20504,31,,,2440,66090,2925,266778,31,,,2436,64784,2974,233250,31,,,25444120,176781147,5403972,55274,31,,,,,,
,384,11172,477,41516,25,,,421,11714,463,40143,25,,,5110,12417950,12379,94190,25,,,2542,64536,2430,279070,25,,,2353,64030,2414,237826,25,,,27565628,114481926,5392245,167225,25,,,,,,
,375,11388,380,42412,22,,,373,11229,339,39342,22,,,94227,1360092,10390,146113,22,,,2290,63546,2284,272043,22,,,2275,62343,2333,237043,22,,,26404906,31096331,5395417,67566,22,,,,,,
,367,11548,284,50104,17,,,413,11997,317,47018,17,,,119557,676265,6754378,64102,17,,,2483,68573,2024,335029,17,,,2280,67011,2066,286023,17,,,32349201,2477646,4429040,117639,17,,,,,,
,363,11497,282,54331,15,,,360,12081,283,50210,15,,,4796639,443431,217717,57801,15,,,2220,68554,1910,363204,15,,,2200,68337,1933,320593,15,,,34451803,8260442,4797333,94241,15,,,,,,
,356,11448,272,44350,13,,,399,11147,247,42227,13,,,234298,1597652,2663,42663,13,,,2386,64843,1590,243775,13,,,2243,65331,1640,263399,13,,,33199071,68305141,5365265,248780,13,,,,,,
,448,12663,273,57179,12,,,351,13069,268,51359,12,,,25673401,1310400,87407,50468,12,,,1064,34366,775,174396,12,,,2178,75129,1735,318730,12,,,27965741,9098745,192580,87606,12,,,,,,
,347,12313,208,52646,9,,,390,12393,189,45056,9,,,23044060,5767075,38222,25335,9,,,1123,33310,647,162332,9,,,2175,74049,1414,301991,9,,,22498257,8940322,166541,133499,9,,,,,,
,343,9813,211,35077,10,,,340,9396,199,35679,10,,,10477401,1024720,126617,29219,10,,,968,25554,609,125242,10,,,2149,55745,1325,232119,10,,,34301740,9428412,230067,58050,10,,,,,,
,345,11464,213,49582,10,,,381,10922,209,38502,10,,,171513,278410,49714,19918,10,,,1095,29884,636,134888,10,,,2107,64741,1375,247975,10,,,25051911,8542408,1165671,67443,10,,,,,,
,384,12998,214,50719,9,,,334,12211,220,46748,9,,,169684,199274,38292,22610,9,,,954,32212,630,167454,9,,,2053,72726,1415,303907,9,,,30624483,8240786,4522791,86815,9,,,,,,
,354,12635,196,46241,8,,,380,16392,213,49772,8,,,175493,302460,15001,20257,8,,,1129,32985,667,166667,8,,,2046,73061,1360,298096,8,,,33886324,8508982,2938107,106597,8,,,,,,
,350,12929,180,41373,8,,,340,13079,195,39627,8,,,186315,196217,16113,23328,8,,,951,34358,630,150667,8,,,2030,77369,1359,274113,8,,,38241075,7966214,1547200,124592,8,,,,,,
,326,12495,156,43650,7,,,369,12398,168,43873,7,,,183034,69481,143264,24336,7,,,1021,33512,588,163748,7,,,2006,74217,1233,289196,7,,,34388753,7578604,989595,94812,7,,,,,,
,322,12295,168,37909,7,,,325,12646,182,37795,7,,,191003,41780,181780,19912,7,,,976,32656,532,145802,7,,,2013,74579,1178,270413,7,,,31337509,8400180,1112165,100503,7,,,,,,
,328,12296,156,33865,7,,,361,12197,159,34051,7,,,277975,236346,63028,15501,7,,,1018,32125,524,136773,7,,,2058,73984,1218,180398,7,,,37337228,6401931,3996135,114913,7,,,,,,
,318,12666,151,36563,7,,,312,12421,163,35764,7,,,282620,228715,62988,19156,7,,,902,32717,536,144374,7,,,914,33772,572,116591,7,,,35902456,7325869,4691931,96246,7,,,,,,
,315,13093,160,45788,6,,,310,12904,153,44526,6,,,278339,238100,19832,29570,6,,,899,34290,574,173338,6,,,935,35103,552,141219,6,,,36095032,7778441,54604,109388,6,,,,,,
,313,9642,156,45079,7,,,329,9792,164,43624,7,,,285122,219531,1230,34132,7,,,931,28567,715,157881,7,,,917,28017,539,130423,7,,,27482258,8092912,3417,160686,7,,,,,,
,312,9710,152,34635,6,,,312,9730,143,36464,6,,,279341,210141,21434,16262,6,,,1010,26432,479,124941,6,,,894,27555,482,106795,6,,,29382467,6984879,457980,73384,6,,,,,,
,305,9617,162,32414,6,,,315,10121,122,37829,6,,,276212,112665,77441,14268,6,,,903,27040,452,120979,6,,,893,27861,477,101109,6,,,27166337,7542480,176473,80131,6,,,,,,
,307,10710,140,71721,5,,,309,11222,128,62162,5,,,287814,308070,53016,57401,5,,,971,31532,540,221646,5,,,874,31399,519,183934,5,,,28430175,7811677,202943,235354,5,,,,,,
,304,11149,138,135220,4,,,304,11894,126,133014,4,,,293280,294956,2036,198843,4,,,931,33705,535,395684,4,,,908,35882,525,328875,4,,,39595971,2575064,5134,543154,4,,,,,,
,587,11953,136,41111,4,,,538,12285,206,37351,4,,,300839,359592,1051,33492,4,,,1040,35319,515,165937,4,,,977,37226,536,124810,4,,,28983238,7878615,3380,192676,4,,,,,,
,501,11653,139,34990,4,,,323,11982,125,33186,4,,,305978,328527,1092,28735,4,,,921,35835,519,147442,4,,,935,36045,512,114799,4,,,36148766,3609455,3109,138796,4,,,,,,
,308,15318,133,68824,4,,,316,15576,143,65370,4,,,6452584,304740,790,101406,4,,,882,41969,598,269707,4,,,883,43116,601,214270,4,,,28855130,7867457,3307,384482,4,,,,,,
,313,17916,140,79212,4,,,323,18137,146,78478,4,,,204198,274726,1154,112996,4,,,939,51720,612,312033,4,,,942,53369,575,244247,4,,,34609540,3341815,3320,432752,4,,,,,,
,435,17651,145,50588,4,,,383,18124,175,50478,4,,,200204,266853,69497,48202,4,,,1185,78207,797,288439,4,,,1091,53817,597,174392,4,,,30673736,9309148,37173,254908,4,,,,,,
,306,17741,146,52601,4,,,309,18833,148,51138,4,,,194601,248878,916,47829,4,,,1258,81077,751,273123,4,,,1036,54234,601,178470,4,,,33631773,2991381,2980,174983,4,,,,,,
,315,17798,135,51601,4,,,326,18434,159,48984,4,,,203592,252789,891,47260,4,,,1225,51953,619,231616,4,,,1024,53643,612,175171,4,,,30797591,7867431,4636,239608,4,,,,,,
,304,18807,142,63402,3,,,301,19707,151,61816,3,,,702906,276382,1467,51198,3,,,1071,53032,778,274355,3,,,976,55928,614,208825,3,,,25318137,7756933,3887,238945,3,,,,,,
,300,20664,159,145233,3,,,314,22013,166,142038,3,,,199590,254289,888,222170,3,,,1145,60804,731,510941,3,,,1082,63688,720,411776,3,,,30856867,8003055,4644,696480,3,,,,,,
,609,24747,223,101347,3,,,453,24741,169,98765,3,,,211828,240949,956,144626,3,,,1247,73448,768,378159,3,,,1076,75531,758,298287,3,,,27526760,7589445,4858,481479,3,,,,,,
,456,22231,173,68982,3,,,360,23776,186,63393,3,,,217299,269429,937,46990,3,,,1352,73310,778,303359,3,,,1207,74904,775,232133,3,,,33027235,10240043,3716,257342,3,,,,,,
,446,21818,164,64100,3,,,335,23126,165,61666,3,,,22493197,4731583,1326,57431,3,,,1243,78784,721,295316,3,,,1113,73308,773,226125,3,,,28002404,7858536,4380,252551,3,,,,,,
,293,21792,166,65248,3,,,318,23338,170,62406,3,,,19824416,590693,1038,51274,3,,,1249,70054,735,295714,3,,,1120,72656,842,225702,3,,,26871386,8640295,4027,248623,3,,,,,,
,295,21790,149,65612,3,,,331,22956,163,63522,3,,,242332,272236,1010,50274,3,,,1172,72651,702,296943,3,,,1026,72841,725,224515,3,,,35157892,9051961,3632,315191,3,,,,,,
,294,21590,174,62331,3,,,314,22770,161,60127,3,,,189142,275268,1001,47994,3,,,1231,68406,708,286811,3,,,1069,71669,726,218156,3,,,36763254,17971834,7073,742354,3,,,,,,
,289,21452,165,63340,3,,,319,22649,162,60803,3,,,236909,280583,888,46320,3,,,1180,68629,717,291021,3,,,982,71964,705,223280,3,,,35045573,5699567,4253,337679,3,,,,,,
,288,21280,169,60783,3,,,323,22340,165,58974,3,,,224356,265949,893,45080,3,,,1192,67360,755,286241,3,,,1069,71112,709,214812,3,,,38331576,11632657,6726,314736,3,,,,,,
,288,7677,165,29471,3,,,303,7436,92,28754,3,,,218314,22071,1033,25079,3,,,1161,23509,343,110144,3,,,1016,23088,341,88442,3,,,37909882,5691350,19150,210145,3,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,1253,9027,1281,14280,,,,-17390846,-8977074,-684,14269,,,,-111,-1010,-259,-7920,,,,109,-876,-287,1041,,,,-34556403,-1209147736,-11515955,-11067927,,,,,,,
,,,,,,,,757,14200,1697,21240,,,,-3552,-133690,-23,22528,,,,-299,-2076,-140,-10596,,,,-3,-464,-413,4471,,,,-22882361,-824539482,-504985,11242,,,,,,,
,,,,,,,,654,15726,1498,34461,,,,-3341,-76099,-326,39524,,,,-249,-683,-357,-12000,,,,-444,-397,-411,6731,,,,-23702176,-529182566,-5517665,-100617,,,,,,,
,,,,,,,,587,12540,953,32931,,,,-3347,-38910,-2276,38323,,,,-259,-2185,-320,-11561,,,,26,280,-29,5881,,,,-21243626,-286501356,-5929449,31046,,,,,,,
,,,,,,,,572,13480,843,39427,,,,-37028,-27354,-1230,46154,,,,-185,-2078,-326,-14042,,,,-374,324,-71,6143,,,,-28936248,-214236388,-5553741,40754,,,,,,,
,,,,,,,,540,14314,949,43244,,,,-45571,-10461,-691,48917,,,,-208,-916,-146,-27271,,,,6,255,-62,22084,,,,-28688832,-143461185,-5655281,63333,,,,,,,
,,,,,,,,506,12662,718,41315,,,,-375029,-9359,-930,41594,,,,-216,-1029,-192,-12243,,,,-318,242,52,7880,,,,-41258101,-96677396,-265778,32804,,,,,,,
,,,,,,,,506,11473,510,36623,,,,-696359,-4728,-967,35796,,,,-244,-832,-386,-7312,,,,49,8,104,5663,,,,-49046583,-63735175,-5566059,35569,,,,,,,
,,,,,,,,486,9196,458,30385,,,,-779325,356,-985,24867,,,,-129,-2301,-117,-16824,,,,-307,698,-45,6595,,,,-39901964,-21271017,-5293732,37809,,,,,,,
,,,,,,,,452,9202,355,36810,,,,-623173,-2527472,-1175,37019,,,,-166,-2534,-149,-18668,,,,10,314,-165,10018,,,,-40180394,-31880157,-10740782,2203,,,,,,,
,,,,,,,,460,9661,393,29263,,,,-784130,5214,-1023,27748,,,,-136,-1092,-168,-17159,,,,-294,-129,-51,7120,,,,-43992037,-67773,-6471096,-7008,,,,,,,
,,,,,,,,409,9367,309,38172,,,,-448594,527,-357187,38699,,,,-193,-2533,-113,-21258,,,,26,447,-69,9683,,,,-27458552,-5670558,-4349551,46308,,,,,,,
,,,,,,,,470,9682,258,37317,,,,-200224,-242872,-6669,32378,,,,-85,-2049,-160,-22870,,,,-364,233,-53,10474,,,,-48120523,-11753527,-511405,26052,,,,,,,
,,,,,,,,427,10515,268,39005,,,,-2950422,-96895,-7622,33088,,,,-170,-2805,-213,-26088,,,,28,-430,-42,-4857,,,,-54946002,-7980292,-23332,31741,,,,,,,
,,,,,,,,422,10383,294,36269,,,,-299279,-241311,-8710,34750,,,,-121,-2382,-140,-25001,,,,-301,-514,-40,12628,,,,-48205380,-11625343,-1276063,35023,,,,,,,
,,,,,,,,395,9044,324,39498,,,,-200276,-433524,-734,28241,,,,-171,-2133,-56,-22762,,,,16,-330,-6,9273,,,,-53851869,-41663052,-5454011,22335,,,,,,,
,,,,,,,,413,8324,313,30315,,,,-481144,-308443,-333,33693,,,,-133,-2681,8,-21542,,,,28,89,-96,10763,,,,-48820302,-11702545,-2018,37340,,,,,,,
,,,,,,,,419,9077,197,23066,,,,-208660,-164662,-311,25222,,,,-112,-1580,-134,-19924,,,,-3,-72,3,6679,,,,-46843871,-11526102,-1519,31046,,,,,,,
,,,,,,,,490,8035,184,24202,,,,-207016,-162471,-444,26482,,,,-19,-2605,-81,-21588,,,,-7,141,-77,9388,,,,-49800595,-11895195,-1098,31385,,,,,,,
,,,,,,,,377,8841,152,34609,,,,-208977,-170384,-473,34158,,,,-146,-2913,-269,-24755,,,,-2,-118,23,10190,,,,-50582619,-6462184,-2892,7561,,,,,,,
,,,,,,,,450,10593,237,60275,,,,-213145,-171395,-546,49726,,,,-62,-2717,-203,-41601,,,,1,-447,-30,20360,,,,-45493761,-12794606,-3788,-68868,,,,,,,
,,,,,,,,409,13427,236,59171,,,,-214280,-178161,-551,29892,,,,-129,-2352,-221,-41810,,,,21,-946,-9,18355,,,,-34628007,-7943306,-3765,-68089,,,,,,,
,,,,,,,,397,12861,190,39842,,,,-220667,-195476,-837,34570,,,,-127,-2426,-255,-34519,,,,9,-1177,29,17166,,,,-31484813,-4610049,-4223,37817,,,,,,,
,,,,,,,,404,13079,191,36171,,,,-258675,-236853,-652,31425,,,,-100,-1709,-248,-33645,,,,-10,-1134,19,15664,,,,-60563137,-7458521,-2335,33823,,,,,,,
,,,,,,,,428,12807,196,34314,,,,-254798,-181244,-406,32346,,,,-85,-2007,-225,-30987,,,,0,-1241,19,15027,,,,-55680379,-10368456,-3298,30307,,,,,,,
,,,,,,,,379,12096,258,35075,,,,-216292,-161400,-434,33932,,,,-155,-3407,-196,-32160,,,,4,-152,12,17070,,,,-58889763,-9575037,-3640,16829,,,,,,,
,,,,,,,,403,12197,169,31623,,,,-215469,-181148,-668,29729,,,,-96,-2746,-210,-30499,,,,10,-186,-38,15625,,,,-54521561,-2634893,-2030,13343,,,,,,,
,,,,,,,,377,11794,194,29653,,,,-215899,-196522,-360,27522,,,,-157,-3720,-194,-29663,,,,30,113,-31,14985,,,,-31958514,-3310971,-4576,-11372,,,,,,,
,,,,,,,,390,7524,160,32804,,,,-211651,819,-500,30322,,,,-90,-2496,-146,-25087,,,,16,203,13,9492,,,,-54969456,-5350961,-3166,24516,,,,,,,
,,,,,,,,403,6935,245,23743,,,,-371438,-501,-1204,22151,,,,-101,-3774,-78,-23333,,,,2,14,18,9724,,,,-47524912,-10680435,-2380,-18858,,,,,,,
,,,,,,,,354,6672,170,18967,,,,-370859,-97,-1208,17265,,,,-129,-3644,-122,-22010,,,,-12,363,37,8474,,,,-52624820,-5749255,-3280,2180,,,,,,,
,,,,,,,,388,5677,160,17049,,,,-393675,-1783,-1383,14546,,,,-136,-3595,-78,-17366,,,,26,511,-93,7042,,,,-51456399,-5118518,-2612,2859,,,,,,,
,,,,,,,,384,5589,155,16904,,,,-380978,-3911,-851,13440,,,,-99,-3505,-89,-15855,,,,6,614,-66,7368,,,,-47716147,-9362431,-1771,10881,,,,,,,
,,,,,,,,330,5626,156,14755,,,,-18013064,-4467101,-527,9554,,,,-164,-3119,-85,-15820,,,,13,251,-3,6380,,,,-63201382,-780070,-4364,-10234,,,,,,,
,,,,,,,,323,8258,225,30365,,,,-419234,-2726,-1086,29912,,,,-163,-2898,-88,-28383,,,,10,177,17,14327,,,,-53877230,-210486,-757,34126,,,,,,,
,,,,,,,,356,7035,167,23462,,,,-384977,-2698,-324,20483,,,,-120,-4177,-143,-23763,,,,-19,-72,-23,10410,,,,-45859445,-5718719,-2274,87,,,,,,,
,,,,,,,,357,8260,144,22488,,,,-372681,-1122,-535,20940,,,,-103,-2943,-151,-24142,,,,4,-436,-27,10569,,,,-38477714,-5673862,-1133,3193,,,,,,,
,,,,,,,,349,7400,163,20654,,,,-337840,-85,-472,17757,,,,-101,-3911,-121,-23896,,,,-4,216,-30,9865,,,,-33634508,-447456,-1199,11251,,,,,,,
,,,,,,,,364,7201,157,18543,,,,-417760,-4265,-1401,14341,,,,-116,-2695,-109,-20621,,,,13,-77,22,9913,,,,-28110712,-6652962,-10079,-6928,,,,,,,
,,,,,,,,356,6645,150,15057,,,,-346549,-2145,-579,14951,,,,-98,-3105,-120,-19114,,,,-11,-72,-10,8635,,,,-38766722,-5276628,-3803,-4271,,,,,,,
,,,,,,,,375,6361,117,16805,,,,-339751,-3068,-1292,14480,,,,-85,-3440,-146,-18875,,,,13,-13,2,8652,,,,-49149314,-6352329,-4230,-29586,,,,,,,
,,,,,,,,342,5550,149,17118,,,,-337122,-1898,-980,14749,,,,-102,-2955,-107,-17150,,,,-20,341,1,7545,,,,-29852240,-5429510,-4864,-134999,,,,,,,
,,,,,,,,328,4040,0,0,,,,-333007,-1668,0,0,,,,-112,-2390,0,0,,,,1,272,0,0,,,,-27101875,-5363913,0,0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-250790.558139535,,,,,,,
,'00 Muon,,,,,,,'01 Muon,,,,,,,'11 Muon,,,,,,,'00_tachyon,,,,,,,'01_tachyon,,,,,,,'11_tachyon,,,,,,,,,,
64x64,fl_pl=,0,,,,,,fl_pl=,0,,,,,,fl_pl=,1,,,,,,fl_pl=,0,,,,,,fl_pl=,0,,,,,,fl_pl=,1,,,,,,,,,
,mode1:,,,,,,,mode1:,,,,,,,mode1:,,,,,,,mode1:,,,,,,,mode1:,,,,,,,mode1:,,,,,,,,,,
,set up=,1425705,,,,,,set up=,4986836,,,,,,set up=,18739480,,,,,,set up=,3475134,,,,,,set up=,6500318,,,,,,set up=,41504087,-40078382,,,,,,,,
,mode1_loop,,,,,,,mode1_loop,,,,,,,mode1_loop,,,,,,,mode1_loop,,,,,,,mode1_loop,,,,,,,mode1_loop,,,,,,,,,,
,nds_td0 and nds_td_rem set up,indipendent set search,sum[i] calculation,star_to_mesh,nodes,,,nds_td0 and nds_td_rem set up,indipendent set search,sum[i] calculation,star_to_mesh,nodes,,,nds_td0 and nds_td_rem set up,indipendent set search,sum[i] calculation,star_to_mesh,nodes,,,nds_td0 and nds_td_rem set up,indipendent set search,sum[i] calculation,star_to_mesh,nodes,,,nds_td0 and nds_td_rem set up,indipendent set search,sum[i] calculation,star_to_mesh,nodes,,,nds_td0 and nds_td_rem set up,indipendent set search,sum[i] calculation,star_to_mesh,nodes,,,,,,
,18987,28461,8048,66189,1692,,,16803,29445,9606,77658,1692,,,124516,53410462,43555,89229,1692,,,47109,175711,26695,269173,1692,,,86660,300133,47106,490204,1692,,,18494081,18927611214,10928998,10813070,1692,,,,,,
,5934,35117,4690,67511,1157,,,6562,35337,5549,91025,1157,,,16952,236005150,5279,32136,1157,,,15312,155169,17732,286533,1157,,,27516,288005,33750,542704,1157,,,20390373,12997117431,5789952,10926027,1157,,,,,,
,5191,56996,5839,96088,709,,,5581,53949,5173,86687,709,,,5351,1588633,3016,24354,709,,,12603,166618,16320,372288,709,,,23826,338974,34760,479230,709,,,22185927,7895697357,11158160,10824456,709,,,,,,
