
fl_pl=,1
mode1:
set up=, 41504087
mode1_loop
nds_td0 and nds_td_rem set up,indipendent set search,sum[i] calculation,star_to_mesh,nodes, per_node
18494081,18927611214,10928998,10813070,1692,
20390373,12997117431,5789952,10926027,1157,
22185927,7895697357,11158160,10824456,709,
21309647,5067419740,5615089,16132877,445,
22158040,3432289161,11774759,16239448,341,
16341821,1975098920,10841884,10752603,262,
27939377,1102128196,15972274,5655119,202,
21911945,882712743,11013403,11467115,170,
27541928,712291211,15918037,5412494,145,
26890848,542269500,11603501,10632532,113,
26140615,183339966,16119584,10952643,89,
26295078,374154853,36995263,8836261,90,
22117469,310426661,10076736,158008,79,
20837621,159385515,6897887,210272,65,
26044549,56597164,11129294,15146962,59,
20562387,38270632,8182544,570887,49,
25785297,169448590,21141201,510104,47,
32088140,25555825,19764154,270992,43,
36670626,36453345,5320363,394203,37,
25099043,40264608,5425062,511856,34,
32328075,49240717,6164171,299646,35,
41779798,3868797,5670266,340506,29,
27087527,10241027,3829078,273511,25,
27861887,3810637,3661677,242913,24,
27395704,8991574,5306657,141773,26,
32899697,9068228,386395,299428,21,
26959431,8831154,7202546,236755,20,
42175149,9965179,436139,159309,21,
32205713,10846537,334228,155477,19,
29817900,9171851,258712,168019,15,
35968337,3877355,244273,841803,15,
23238531,14733724,8668855,635344,15,
33348152,13950413,4545169,163490,15,
33564594,14939348,3183081,364174,14,
28758279,14505441,3642145,574684,13,
30982147,17877492,5237031,438438,13,
29890756,15078211,1924992,221701,13,
43966059,21717747,9194812,273327,18,
38547945,31940923,9268274,467134,17,
35503139,26512366,5432738,709261,14,
37802692,21247360,5384738,229665,14,
35591565,21795722,192104,199783,14,
34463646,8671140,3733708,388996,14,
28713538,15183138,241564,275228,13,
31189998,9293162,2667228,344282,13,
36978702,11044187,58922,512256,11,
30693596,14930951,187732,562781,8,
32638255,8499280,102779,316156,8,
33528708,2393727,175132,466331,7,
32509152,3388010,149611,233523,7,
23954789,10263826,1735066,738725,7,
35546313,10499954,2676450,1283328,7,
38086307,5109196,775584,589593,7,
30985255,15193976,3793935,356128,9,
44710434,23005678,4184799,950398,9,
35757818,19854343,240462,525501,9,
33300887,17758827,6370,595725,7,
39206489,13111340,4780,834796,7,
33005653,16868777,4956,672426,7,
40025101,11877555,6398,826870,7,
26671887,17852445,3567,456933,7,
32713997,12005992,4375,508396,7,
34769371,28206502,8731,690588,7,
40775838,42902653,7657,608149,7,
43151346,27737404,8153060,551050,8,
43112055,21890865,2242549,677795,8,
29162441,15237805,297649,437205,8,
49731549,12411878,129708,439155,6,
43113642,16001154,2414,1259944,6,
43381250,15721959,143662,633899,6,
46614454,8106916,173241,372793,6,
42853570,12176304,162486,350696,6,
42907216,12182255,200943,318768,6,
42473163,12241999,2636,350771,5,
42990567,12264451,2782,415223,5,
42753448,21454515,5137,1629738,4,
37716484,13542926,4120,968719,4,
33785118,13195563,3455,1446151,4,
31643486,15450198,4068,1241492,4,
33176136,7771371,4654,1275287,4,
32169216,11583278,5415,1252477,4,
33338331,10418093,5903,1343837,4,
34718745,14135342,6820,1277707,4,
28457734,16073354,5836,1193948,4,
25560920,8576920,5275,1198210,4,
29850592,12313070,5246,1194101,4,
41645027,18635622,20186,2310788,4,
29916096,21097984,7705,2877614,4,
41853924,8275639,5484,1536199,4,
32405528,14892587,7587,1771737,4,
32724660,14034490,6633,1732378,4,
29945975,10706453,7071,1451363,5,
26939278,11383369,7905,1315615,5,
31822283,5868566,7920,1340111,5,
25946949,11922115,5463,1294532,3,
29192919,14800369,5452,1287919,3,
37702106,8780912,4978,1462177,3,
24966131,10130436,6238,1401498,3,
28471070,9134874,14594,1452338,3,
44136184,4169575,5208,1367949,3,
33598241,9287603,9996,2107292,3,
26383297,13142080,8170,1501577,3,
34312737,9079509,5919,1415662,3,
32311184,7329613,5605,1661423,3,
24979232,11355480,5598,1646968,3,
26085110,12433644,4500,2089810,3,
43183624,18735714,8931,1526947,3,
27317221,12456476,5998,1274929,3,
38366812,13621984,4928,1329544,3,
28216808,15491567,5510,1240133,3,
27786447,12470660,4773,1487012,3,
32347604,7318521,3312,1202077,3,
32402504,12470562,5800,1462929,3,
28822590,13231988,7021,1204749,3,
29265608,8573543,5425,1244250,3,
25813008,12757459,6640,1275569,3,
29476152,7693201,7136,1285006,3,
26111258,12629426,5983,1137443,3,
34504899,14394226,5944,1184184,3,
26479174,12751279,7026,1186974,3,
32355527,16795036,8651,1374889,3,
44535224,12687253,5605,1276464,3,
36103804,7313246,4461,1101113,3,
31256185,12113159,4062,1060364,3,
32005441,12698703,4360,1612488,3,
27024317,12358478,5709,1145806,3,
26913491,12650437,6052,1088263,3,
32908093,7909187,6559,1210118,3,
25040278,8399006,6246,1270425,3,
26061241,8168524,5526,1929126,3,
25571328,12569934,5903,1946747,3,
25882571,8338950,5124,1161508,3,
25622641,8631630,6934,1126111,3,
22912026,11986443,6040,1658284,3,
40714314,8054941,7421,1176315,3,
25646566,12602427,5868,1115811,3,
24713623,11822516,5303,1326998,3,
33969100,7421846,5393,1174604,3,
33240876,13660379,6474,1471061,3,
32360933,12021277,6982,1024385,3,
35601042,13249855,7031,1077914,3,
28398816,11386435,5479,1039750,3,
27608037,16620791,5876,1089136,3,
30252530,12567484,5304,1126568,3,
26921292,14364726,7652,1169395,3,
27318268,11678614,5293,1160448,3,
27747675,10964127,5623,1599890,3,
24591714,11723914,8756,1507328,3,
37361682,3575229,6792,1147436,3,
26952958,15631609,5188,1050122,3,
32950968,4042566,6251,1117140,3,
38415684,13578626,6519,1115651,3,
27084795,11953640,5263,1074342,3,
31929863,12577117,7122,954349,3,
32458158,7524913,4905,1014451,3,
29260933,12246912,6798,1093887,3,
26713709,10851934,8091,1067559,3,
29739323,14991515,7379,980322,3,
30777004,12910386,6685,1656414,3,
28241491,9094995,5615,1025687,3,
22562566,18959292,7887,1076622,3,
25685870,12664780,5235,1080777,3,
32943414,9545636,6145,1076293,3,
35745700,12326906,4983,912048,3,
28265954,13011318,3661,929787,3,
34984983,12489768,5811,1014931,3,
28236075,14858815,6697,1034533,3,
23825574,11096535,5999,1090855,3,
40660732,13349691,7214,1184675,3,
24924419,12627018,5399,942509,3,
26953210,12331643,5318,944252,3,
27118966,12585225,7413,1006487,3,
31597859,8805112,5051,942604,3,
29034762,6967306,4141,935900,3,
