
fl_pl=,0
mode1:
set up=, 36011160
mode1_loop
nds_td0 and nds_td_rem set up,indipendent set search,sum[i] calculation,star_to_mesh,nodes, per_node
59039,6050350,6238,16309559,9,
65888,5933907,6529,16575334,9,
63516,6101051,6782,16331635,9,
61863,6232734,5999,16582357,9,
70714,6195364,6735,16986922,9,
71077,6205397,6439,16574600,9,
65496,6134172,6267,16301032,9,
64390,6707117,6895,17982674,10,
60603,6474269,7340,17261860,10,
62464,6468162,6392,18047485,10,
68108,6875052,8267,17455507,10,
65877,6633090,7027,17760965,10,
65113,6699961,7077,17975310,10,
63282,6742915,7981,17959627,10,
68050,6970569,8653,17705721,10,
63576,6634534,7380,17505573,10,
61136,6686549,33351,17910681,10,
67662,6404597,7157,18492483,9,
70617,6972431,8580,19200521,9,
67682,6779788,7719,17497160,9,
65760,6548290,6304,17608035,9,
64356,6628226,7530,17407217,9,
68372,6688179,8027,17047802,9,
66569,6412852,6753,17004410,9,
60901,6192908,6553,16721096,9,
63702,6291771,5722,16658930,9,
62879,6159871,6549,16733761,9,
57499,6140980,7087,16951008,9,
66039,6592068,6714,17114206,9,
61819,6221682,6586,16875330,9,
58620,6304230,6163,16822209,9,
59367,6264977,7952,17553620,9,
60598,6389913,6207,17497610,9,
63223,6554100,6920,17459618,9,
66627,6649870,6295,17708567,9,
62188,6220183,6097,17586989,9,
62758,6495354,7284,17997560,9,
70337,6464234,6561,17397168,9,
62286,6569798,6289,17016042,9,
58524,6347142,6701,17325207,9,
61160,6397919,6137,17020666,9,
73719,6239279,6552,17076010,9,
61650,6324794,6294,17606821,9,
61236,6349651,6387,17142191,9,
64655,6205544,5913,17669834,9,
64479,6730112,7566,17514559,9,
62272,6411360,6677,17215705,9,
59213,6337535,6229,16928431,9,
67921,6337192,6137,16815348,9,
58007,6280056,6690,16637210,9,
58626,6610056,6253,20620088,9,
59618,7107197,7118,20743755,9,
67428,7101643,6966,20637006,9,
67111,7526500,7612,20222265,9,
62611,7214993,7373,19636537,9,
57882,7145851,6874,19545316,9,
60789,7132088,6651,19597727,9,
60253,6975718,6321,19598771,9,
68642,6969427,7099,19172673,8,
69935,7218307,6575,19730167,8,
67651,7344954,6074,19625711,8,
65609,7009071,6298,19116850,8,
66233,6936657,6355,18655179,8,
78364,6920025,6878,18858640,8,
65314,6903588,6354,19213938,8,
60917,6986964,6545,19224084,8,
60474,7136070,5806,19599438,8,
68517,7717706,6299,19526979,8,
64326,7246053,6658,19304782,8,
61575,7074788,6536,19166710,8,
69651,7272947,5926,18826616,8,
59678,6962779,6729,19114991,8,
58785,6952673,6081,18872111,8,
59098,6890582,6273,18664974,8,
58771,6868625,6174,19387089,8,
66419,7239542,6806,19403843,8,
67342,7110859,6785,19072520,8,
61386,6908753,6769,18834257,8,
60160,7026833,6577,18634516,8,
60194,6749985,6305,19046426,8,
62942,7350312,6336,19587234,8,
69353,7115023,6447,19020614,8,
64800,7242417,6540,19538329,8,
71943,7084725,6198,18847044,8,
60810,6992067,6492,18645198,8,
60967,7082278,6554,18793893,8,
60675,6820236,6269,18347365,8,
58254,6805390,6327,18552716,8,
59447,6789085,6682,18561710,8,
63197,6882273,6849,19403686,8,
66863,7840140,7790,26455689,7,
64927,8028877,5906,23158745,7,
64681,7969227,7270,21921039,7,
60916,8085272,6780,21996561,7,
60674,8118969,5826,21776051,7,
61409,7889272,7210,22096995,7,
70712,8472561,6835,22494347,7,
66769,8477422,6994,22261011,7,
62800,8096183,6356,21721482,7,
61033,7922302,6467,21865934,7,
61187,8071689,5979,21743072,7,
66350,8047325,6279,22198832,7,
64887,8153165,6342,21934315,7,
62207,8413694,6820,22033184,7,
66286,8226514,6672,21709630,7,
62212,7862383,6133,21673980,7,
62197,7935623,6369,21666203,7,
60006,7740183,7300,21719234,7,
61069,7837673,5815,21867379,7,
64598,8222655,6796,22348152,7,
66916,8419290,7810,22120441,7,
66971,8400615,8028,21948533,7,
67495,8422662,7070,22070661,7,
66497,8325488,7352,22259839,7,
88184,8892762,13172,21903106,6,
70785,8467702,7642,22301282,6,
72142,8803052,7085,21909912,6,
70335,8462217,7645,21847215,6,
85710,8332830,7438,21617834,6,
68684,8318804,7406,21520047,6,
69625,8312655,8886,22354715,6,
74507,8900039,9085,21634669,6,
73688,8498784,7290,21461621,6,
93489,8647316,11119,21594208,6,
67126,8145292,7075,21485103,6,
66159,8095835,7110,21360683,6,
65643,8167262,6602,21538422,6,
69296,8164174,6913,21429106,6,
68209,8181639,7190,21479824,6,
67345,8431929,6423,21612116,6,
67708,8237290,6715,21284427,6,
67067,8089138,7365,21488168,6,
67079,8075604,6785,21464301,6,
69374,8253907,7139,21798493,6,
85345,8186146,6919,21461634,6,
69662,8276404,7712,21932414,6,
69812,8273223,7669,21371414,6,
67906,8100336,6984,21471473,6,
67609,8117736,7328,21201514,6,
67239,8074086,10676,21133332,6,
66669,8258074,7932,21186786,6,
67438,8014906,7758,21590394,6,
70516,8330505,7187,21490293,6,
71954,8141406,7525,21386804,6,
74907,8193818,7139,21774177,6,
72100,8459517,7840,21824932,6,
71689,8669418,8272,21799202,6,
73063,8444795,8034,22053830,6,
77199,8526937,8457,21716416,6,
74294,8378202,7089,22148502,6,
72977,8492849,7448,22224415,6,
73804,8298837,7489,21283338,6,
73441,8423401,8311,21346558,6,
79171,8568992,8391,21193052,6,
69789,8260998,8051,21443896,6,
70135,8008065,7288,21859874,6,
70250,8179289,7111,23424268,6,
70208,7657501,5816,20416968,6,
62743,7531964,6099,20580525,6,
66343,7758390,6340,20768728,6,
68024,7779833,7220,20854554,6,
92034,7794047,6912,20621909,6,
68235,7753077,6609,20165615,6,
65896,7567298,6062,20297085,6,
61037,7546928,5729,20319534,6,
71122,7936992,7851,21048603,6,
69989,8061019,7775,20956303,6,
70379,7747677,6259,20466267,6,
65302,7610767,6600,21079724,6,
69735,7855182,7417,20170678,6,
66477,7594733,6149,19842449,6,
61567,7288322,5695,19989175,6,
61997,7396382,5847,19856225,6,
61967,7405007,5236,19636056,6,
59918,7275568,6204,19672473,6,
60064,7507925,5899,20087936,6,
65422,7461622,6168,20124957,6,
64190,7405058,5824,19875339,6,
62713,7365641,6288,19822162,6,
61147,7341549,6024,19656468,6,
60115,7194853,5835,19980855,6,
63240,7760096,5868,20247763,6,
68627,6139995,5971,24909355,7,
65543,7740405,8009,21677837,7,
67324,7456513,5534,20329561,7,
58931,7309161,5379,20471855,7,
79769,7453392,5671,20224395,7,
59159,7408508,5405,20043599,7,
59318,7413701,5729,20276002,7,
69301,7419798,6293,21246609,7,
72732,8117477,6949,21420297,7,
68311,7890536,6934,21113121,7,
65135,7807115,6802,21216705,7,
66538,7750378,6634,21378888,7,
65473,7841482,6700,20683637,7,
65951,7462882,6511,20591815,7,
63351,7712728,6877,20709861,7,
70425,7480864,5796,20262952,7,
67433,7485199,6159,19962522,7,
61973,7246106,6019,19670302,7,
59552,7208654,5418,19581133,7,
59415,7194038,5528,19884280,7,
63114,7347201,6136,19960761,7,
64614,7421148,6704,20432945,7,
63421,7577209,5915,20135163,7,
59547,7519262,5680,19817283,7,
65503,7187621,5303,19637250,7,
58775,7244744,5770,19693864,7,
63646,7017026,5226,19333429,7,
60950,7152000,5763,19509185,7,
58700,7112936,5517,19639245,7,
62469,7446023,6166,20091839,7,
62734,7880050,6712,22944096,6,
61837,8124325,5948,22625220,6,
61134,8092807,5466,21818298,6,
59375,7994429,9748,22145552,6,
64803,7014512,5631,18774596,7,
59285,7168511,6021,18820023,7,
60910,7014717,5838,19372985,7,
64669,7017316,6147,19053375,7,
58967,6882871,5542,18790373,7,
58893,6872143,5128,18823430,7,
57440,8014157,5765,22215697,6,
59575,8087685,7256,21865242,6,
60678,8170343,6005,21951385,6,
62154,8130976,6174,22240950,6,
107020,8417671,6553,21965760,6,
64572,8075635,5341,21893117,6,
72544,7898625,5964,22003456,6,
61698,7828254,10371,21569447,6,
61134,7958292,5821,22047268,6,
61701,7938369,5527,22009155,6,
73131,7112822,6278,19016277,7,
61461,7062196,5675,18625369,7,
59014,6768779,6152,18440138,7,
59540,6704011,5313,18277546,7,
59165,6649757,5028,18156214,7,
57111,6784614,5787,18007681,7,
56450,6800107,5000,18711967,7,
63902,6816058,6802,18364867,7,
63521,6819786,6382,18569357,7,
58042,6679638,5226,18204851,7,
55631,6637671,6098,18007345,7,
58389,6671258,5844,18225328,7,
56385,7839370,5020,22009985,6,
62652,8053594,8416,22088232,6,
67839,7642252,5555,21264989,5,
96515,7779491,6053,21104042,5,
63913,7630378,9721,20780274,5,
61444,7527000,5397,20647866,5,
60479,7494895,5022,20567563,5,
58867,6461266,5140,17632403,6,
60986,6539113,5160,17288485,6,
59563,6614115,5174,17470707,6,
66187,6510439,6395,17752612,6,
63867,6540847,5343,17329514,6,
59863,6336707,5106,17310664,6,
57648,6453854,5078,17170957,6,
62961,6261984,4834,17213734,6,
55995,7064236,10364,21929024,6,
60259,7529772,5733,21887225,6,
63295,7476548,5889,21399528,6,
65921,7735750,6258,21372079,6,
64573,7728589,5174,21010612,6,
58569,7576175,5537,20653965,6,
58572,7543571,4846,20851387,6,
57302,7539840,5345,20820535,6,
59226,7672172,5507,21159406,6,
66834,6201254,6030,19945093,6,
94458,6683662,5473,22299208,6,
63014,6655477,5495,18207751,6,
59346,6534349,5465,17901429,6,
57140,6475805,5312,18031861,6,
59166,6477261,5181,17768903,6,
56025,6439745,4977,17661064,6,
56528,6541102,5577,17860388,6,
61200,6745433,5692,18218354,6,
97984,6647173,5199,18006954,6,
62026,6453661,9756,17703377,6,
56337,6446309,4778,17488593,6,
57823,6486690,5744,17803221,6,
56753,7638516,5653,21213536,5,
58632,7484556,6054,20734901,5,
58397,7520004,5594,20826693,5,
64511,7738930,5700,21120222,5,
65659,7692523,5913,20974471,5,
59864,7562126,5692,20913639,5,
61336,7523137,5036,20740285,5,
59450,7564351,5338,21443347,5,
65132,7788035,5575,20949750,5,
66219,6496913,5675,17315669,6,
58707,6504830,5092,17591832,6,
64297,6546193,5584,17389775,6,
61755,6479247,4726,17526153,6,
57324,7573079,5760,31892346,6,
59567,9130602,5806,29050213,6,
62366,9187242,6151,26176932,6,
62933,9449346,6382,26340280,6,
60808,9343549,6053,26292460,6,
65447,9296410,5538,26043229,6,
62911,9387601,6479,25861388,6,
60341,9330475,6327,26262139,6,
61105,9609283,7046,26840924,6,
64710,9620312,5667,26630553,6,
62652,9506660,7097,25957718,6,
59851,9358164,5921,26062068,6,
60043,9310447,6327,25927929,6,
58898,9334877,6078,25963510,6,
64511,9649992,6754,26160183,6,
60703,9366802,6392,25969464,6,
59771,9213979,6464,25581732,6,
58826,10441293,5678,28908265,5,
62534,10459510,6852,28586424,5,
62186,10342959,6067,29066769,5,
68456,10506108,6331,28932182,5,
71600,10448195,5807,28678046,5,
61876,9206830,19113,25295665,6,
58818,9450354,6200,26045224,6,
65130,9553261,6778,25582151,6,
68589,9369362,5967,25398798,6,
63449,9419643,5584,25551733,6,
57804,9114821,5654,25174349,6,
57790,9336199,6171,25280459,6,
78211,9357797,5335,25405685,6,
61719,9103209,6587,25547092,6,
65523,9376084,6171,25541431,6,
60502,9224581,6952,25293527,6,
60420,9173551,6434,25270570,6,
60557,9184250,6837,24960283,6,
60918,9450879,5493,26104358,6,
61701,9819641,6309,26397893,6,
67809,9678665,6603,26295984,6,
64558,11058157,6198,35658827,4,
65126,12429462,18881,37899392,4,
