
fl_pl=,0
mode1:
set up=, 76052
mode1_loop
nds_td0 and nds_td_rem set up,indipendent set search,sum[i] calculation,star_to_mesh,nodes, per_node
815,4605,844,7197,29,
482,4123,671,7794,19,
225,4353,688,10363,12,
174,3402,328,10348,7,
198,3131,247,9284,6,
207,3581,366,10161,5,
187,2680,221,8370,3,
162,2416,159,7652,2,
118,2807,135,9867,2,
134,3125,118,10851,2,
139,1663,146,4156,2,
170,1984,139,6810,2,
144,2399,239,7892,2,
115,1554,0,0,1,-,

mode2; nds_td j iter
8650,9088,6883,12438,6622,5388,4092,3903,3544,9239,5947,5818,4688,4443,4141,3818,3595,3480,3233,2969,2884,4457,3153,2909,2627,2971,2234,

mode3; num_thr=,2
45371,
