
fl_pl=,1
mode1:
set up=, 41457975
mode1_loop
nds_td0 and nds_td_rem set up,indipendent set search,sum[i] calculation,star_to_mesh,nodes, per_node
22755780,73805937087,11364853,12578108,6714,
22451678,50600787275,17295028,11191303,4594,
22022918,31248878641,10773707,10940926,2818,
18862707,19642220444,15650430,10831825,1781,
15863473,13199795905,10645581,10812906,1372,
20093160,7266077944,10331342,10836526,1028,
19932395,4860613800,10703641,10874030,830,
20830860,3096977575,9681586,10779709,678,
19742249,2580066040,5714486,10524143,579,
20243973,1883183072,11327563,12772459,469,
20510187,1578917619,10473225,10779229,415,
20354132,965122496,13673282,6141639,345,
20244286,1025969546,17496314,11305252,303,
25471513,478955271,21886910,10827547,270,
20829152,459855694,21475885,11282129,240,
20620587,154840933,15414762,12166388,217,
23411507,130486818,14866109,10927363,180,
20586164,319373226,21032199,13108449,170,
20549432,84093013,19592669,21805264,147,
15877613,49843462,24700193,6057902,135,
20481431,49504322,24575662,14102806,132,
22415638,45129104,16391427,11146968,114,
20894488,94181600,17427798,11546051,108,
20716546,93886336,22046702,11507545,93,
20668433,82870155,21125703,17059528,93,
15899291,52259003,24550134,12328802,89,
20514072,21266769,18748571,11678708,76,
20815523,20454280,17109333,11642015,74,
20518564,22385023,16807183,10655814,65,
22162579,51034729,15867005,6594384,63,
20672951,20342947,14998767,9895725,59,
22458198,17443682,14057053,6535063,58,
21218362,22362013,14443058,7000943,55,
20528141,20853605,18343638,6065833,54,
29098959,15011416,13366401,1948874,51,
22973630,16191503,5555582,977345,47,
25970456,21368519,13821711,10878322,48,
33415596,15393797,12526493,10882505,47,
34886400,65830669,17434262,3421298,48,
34448696,18571818,5506841,2055579,46,
41495884,48982334,3236608,3203216,43,
31301565,31570504,6533362,1816789,40,
31138535,25712224,9689662,911818,39,
32600430,21256464,1113315,519705,39,
30398363,13724479,6280879,872980,37,
27002378,20412192,849663,1013634,37,
35334762,26455612,12881080,1462974,33,
30333536,27082991,412703,1929557,32,
40570659,20045285,841130,1545109,30,
29524669,18601564,6399490,1165292,26,
30224539,21201508,5672351,631262,26,
28398251,27403013,5987429,1409390,26,
29938804,17839190,4896044,2141507,26,
31258293,17814163,6553512,1087963,27,
28234985,25575708,537329,1384248,25,
28906576,18094484,561805,955484,26,
28253441,19632707,6757864,1737415,25,
27415409,17665882,380566,1306505,26,
29675432,20805991,6946086,2228633,26,
28357120,21349854,399630,1021788,23,
30463383,27444855,461498,1513972,22,
27980851,27358160,430272,3397077,21,
28564795,15322541,5213690,3223229,19,
26715339,27315128,2879447,2152059,19,
35145277,18517978,77380,2379033,17,
34882325,22318669,95835,2523561,18,
28798461,16708665,153212,1754576,17,
30867376,18089263,172435,1285543,19,
39821843,20742327,5351969,1451289,18,
30573371,19683425,176982,1351389,19,
32096152,22003198,444371,2161125,18,
30190970,22375531,163349,1510552,16,
32030575,26199660,137185,1391367,16,
32924572,15221437,197521,985470,19,
26851132,21229017,232227,1430506,16,
32591861,14648791,4482914,1430088,15,
27189264,21305739,197810,1580018,17,
26122273,20029466,167157,1647662,17,
28403406,20702554,153309,1460192,17,
26647677,18989042,124501,1722198,16,
26215556,22233821,633543,1957185,17,
27264055,27684166,7663,2030583,16,
40683110,23922408,5673589,1198099,22,
40787310,38129641,9261,2268144,19,
33764097,37918066,3213311,3081279,19,
31781680,29481646,1083185,1431752,19,
28284353,24138956,2586310,1390699,17,
42758444,52763741,3468050,1399633,16,
33398710,41112528,4416497,1854546,15,
36819288,28492793,3473523,2521210,15,
32377415,26989773,277222,2275582,15,
30784233,28005329,298303,1350216,15,
33577821,21939550,232050,1699186,15,
31601486,37132471,4557132,1293021,15,
25234376,28005736,113454,1245565,14,
27840912,17494267,4569427,1945471,14,
30861557,16094931,2368562,1893477,14,
28115292,16866836,159336,1435999,14,
30868379,28838237,149018,5178367,14,
23527165,16798731,6959,2471566,14,
24426473,45022411,8365,5570316,12,
38390030,32645253,7708,4938919,12,
31454277,39780233,6721,2518317,12,
28011217,33981171,623588,2179326,12,
25837536,29704562,520753,2796049,12,
25666847,29799484,880740,1798965,13,
44369149,45361404,986696,5349815,13,
32905824,23260972,2730535,2914187,13,
29786201,16908858,2851936,2723900,13,
29455301,24191299,580108,1688310,13,
28405386,19669759,1085185,3138175,13,
24094781,21610588,900678,2943099,13,
29964553,12254067,167299,2250529,13,
24700338,16800746,161951,1874579,13,
29923050,15207650,222713,1872602,13,
25221714,28261180,181384,2406537,13,
29879821,34558540,8551,1682051,12,
30993432,24786199,84924,1667061,13,
28140422,17491063,7397,1532703,12,
34924502,32545392,21579,4630197,11,
28624315,47854037,7472,3285866,11,
28734735,49914782,8952,3579151,11,
28673586,29062841,7428,3289840,11,
33856345,26062501,33100,3235500,11,
27010353,33999846,33061,2898895,11,
25558239,58484313,76386,5251809,11,
27470256,32674072,9173,4098465,11,
28464148,47955550,6626,2410743,11,
26542759,47019071,8706,3085819,11,
31878265,45898205,39442,3435087,11,
27329793,23392832,7125,2695069,11,
25078573,23151242,12717,3811967,11,
32327143,40033731,6367,3851174,11,
28657436,34869861,6348,1803620,10,
23998101,18145987,8498,2447309,10,
26832009,21558179,7809,2374491,10,
30154937,21329979,8088,1844929,10,
29418829,21902797,11357,2056626,12,
27072790,20745577,7837,1991171,11,
25419905,38087646,7106,7443289,10,
28268151,36225782,9223,7422213,9,
28059725,37529321,110331,4537509,9,
22854838,37301234,13392,4864411,9,
28059538,32638196,7905,7902782,10,
30636708,30643337,8267,7100972,10,
26024591,44799825,5725,4278178,10,
24668897,36052133,7036,5369553,10,
29379546,51366615,12593,7853864,8,
24240115,49076539,9960,8150760,8,
25872637,48774711,12596,6391352,8,
22869100,35418712,7178,3845546,9,
23811104,47549567,10241,10165831,7,
30109685,43394270,10897,7126477,7,
44650711,43243787,7226,5858826,7,
23884199,64129077,335623,7696801,7,
33617515,59859937,1916083,7984937,7,
32289315,54828432,5167009,5672636,7,
29390244,60651773,5212375,5568279,7,
29969363,47604292,18970,7501257,7,
52513723,71808774,14890,7196760,7,
34428439,65753422,9683,5619808,7,
42425186,71577775,10826,5365679,7,
37829979,28629531,7648,2571777,8,
37568730,25972826,5928,3481550,7,
30609197,26619157,20603,3081975,7,
28400691,20383241,78249,2290784,7,
25252739,16564179,7703,2782664,7,
26899853,18458406,7396,2734581,7,
26912676,22197878,8443,2455563,7,
27922006,16624760,78604,2589755,7,
27018080,18491612,7596,1959630,7,
31975383,17684273,7171,2234555,7,
27868029,17130217,6904,2104979,7,
33840842,13968158,7319,2501377,7,
31149228,11449811,8658,2210288,6,
26308401,19381279,7099,2516313,6,
27864780,20597105,8030,2509069,6,
26821792,17772722,5730,2816178,6,
25146726,16800917,7528,2460613,6,
27629131,15118732,7927,2029342,6,
32127639,15250094,8027,2041644,6,
21694061,15835691,7793,3033424,6,
27309871,17713247,6281,3309714,6,
32397270,11359062,7054,2260891,6,
24181909,18039311,8207,2094271,6,
25910100,20507620,7722,2756976,6,
25519048,21620555,7392,3564257,6,
26390436,21370140,7226,2173503,7,
25455289,22967053,6739,3890144,7,
25046669,27704312,17511,5426978,7,
26087624,17267630,6983,4600333,7,
30664712,12506777,7155,2906878,7,
27358249,14608340,6343,3695437,7,
28352005,13866575,11721,2878908,7,
25944230,20193876,6633,3008847,7,
26660361,16718388,6263,2695769,7,
25735178,17459786,8491,3449939,7,
24874351,16775255,5022,2219281,7,
24409827,17466775,4965,2459811,7,
25428675,27818455,18086,4003502,6,
28861305,21771708,8724,2925107,6,
35547660,18235039,22837,4934002,6,
27848511,21718060,8748,3816286,5,
31284043,16252624,8779,3613399,5,
33820097,16155347,8703,3560735,5,
27381469,11582964,11438,3499431,5,
25727641,21389575,16153,3451207,5,
25509608,16068111,11042,3212053,5,
27170425,12298533,10976,3195612,5,
27009651,13198916,8955,3104816,5,
27204832,16909149,8136,2660371,5,
23708711,12946960,37812,2922375,6,
30438256,7909135,7618,2250392,6,
35260849,6382483,6432,2435495,6,
26451196,9662792,7330,2192306,6,
28366296,13228718,48073,3797549,6,
21936810,10104556,5534,2591197,6,
33760243,9635513,7177,2772995,6,
25228224,10151787,9301,2305034,6,
27718925,12000835,6766,2525703,6,
24521844,14091872,5526,1979156,6,
24120090,15975279,6861,2173618,6,
26568691,11332856,7315,2435542,6,
22164711,18334310,5743,1907550,6,
23300018,10546637,7733,2163569,6,
22236642,11893992,12997,2982740,6,
28441845,10291714,7185,2497718,6,
22813370,16691684,10536,2699390,5,
40026929,24132484,5116792,12285509,5,
27384987,24600684,5103123,9008586,5,
22093862,24640667,5288760,9262662,5,
23669462,39210192,363478,9479217,5,
