
fl_pl=,0
mode1:
set up=, 1678477
mode1_loop
nds_td0 and nds_td_rem set up,indipendent set search,sum[i] calculation,star_to_mesh,nodes, per_node
9861,40100,9410,103979,430,
4426,59025,8456,118749,291,
3755,68138,8390,167064,180,
3288,75224,6184,222963,115,
2994,70914,5700,238649,86,
3309,74060,5157,278346,64,
4305,71954,4427,246891,49,
2595,66850,5622,242275,44,
2841,67661,3204,310033,34,
2440,66090,2925,266778,31,
2542,64536,2430,279070,25,
2290,63546,2284,272043,22,
2483,68573,2024,335029,17,
2220,68554,1910,363204,15,
2386,64843,1590,243775,13,
1064,34366,775,174396,12,
1123,33310,647,162332,9,
968,25554,609,125242,10,
1095,29884,636,134888,10,
954,32212,630,167454,9,
1129,32985,667,166667,8,
951,34358,630,150667,8,
1021,33512,588,163748,7,
976,32656,532,145802,7,
1018,32125,524,136773,7,
902,32717,536,144374,7,
899,34290,574,173338,6,
931,28567,715,157881,7,
1010,26432,479,124941,6,
903,27040,452,120979,6,
971,31532,540,221646,5,
931,33705,535,395684,4,
1040,35319,515,165937,4,
921,35835,519,147442,4,
882,41969,598,269707,4,
939,51720,612,312033,4,
1185,78207,797,288439,4,
1258,81077,751,273123,4,
1225,51953,619,231616,4,
1071,53032,778,274355,3,
1145,60804,731,510941,3,
1247,73448,768,378159,3,
1352,73310,778,303359,3,
1243,78784,721,295316,3,
1249,70054,735,295714,3,
1172,72651,702,296943,3,
1231,68406,708,286811,3,
1180,68629,717,291021,3,
1192,67360,755,286241,3,
1161,23509,343,110144,3,
980,31948,419,162313,3,
798,32484,403,153022,3,
1189,51510,483,167802,3,
886,50668,474,161507,3,
1059,47890,450,246298,3,
1203,59168,503,282973,3,
1735,52530,434,154812,3,
864,24880,321,129869,2,
954,24702,303,104734,2,
777,24096,320,114214,2,
1191,24787,303,90991,2,
770,23745,297,87145,2,
857,23162,296,85466,2,
763,22667,285,82924,2,
864,55029,642,312972,2,
1109,64098,776,422559,2,
1246,67395,608,287547,2,
1062,65658,579,277559,2,
1149,61728,617,270602,2,
1020,62197,595,267142,2,
1067,61653,558,265424,2,
977,62160,635,276375,2,
950,62571,592,263081,2,
969,59161,555,254921,2,
1044,60000,560,256558,2,
1049,57997,586,261610,2,
1023,56991,552,247912,2,
1065,58859,569,272449,2,
1027,62719,570,262825,2,
1099,61367,572,255121,2,
1017,61304,560,248992,2,
1064,57367,591,247111,2,
983,56933,563,244728,2,
1017,62632,561,242789,2,
986,69951,553,240239,2,
1076,57947,533,237033,2,
1007,57220,536,235096,2,
1000,56868,554,231111,2,
969,56649,544,229802,2,
996,55615,520,227689,2,
1005,62959,520,224911,2,
969,55238,523,223151,2,
891,54479,552,221308,2,
949,54528,499,217470,2,
863,53073,500,216000,2,
869,52520,636,212996,2,
812,51991,493,209982,2,
846,51533,484,212517,2,
833,51588,507,206441,2,
831,50879,581,204381,2,
793,52660,495,201677,2,
805,49919,482,200237,2,
840,49031,489,198226,2,
811,48823,501,195327,2,
775,48233,476,193345,2,
785,46571,0,0,1,-,

mode2; nds_td j iter
203193,201015,192833,213799,213063,209281,197938,203472,189544,175415,182957,172084,169776,168280,166655,164971,163819,162089,160647,159158,157706,156104,154800,153456,151674,150232,149269,147228,145868,144388,143258,141925,140296,139112,137602,144020,134774,133236,131968,130617,129303,128033,126642,125336,124091,122721,121505,120222,118906,117712,116423,115239,114020,112808,111556,110308,109133,107961,106731,105576,104427,165221,154301,151809,151434,148649,147161,165751,144525,143126,141570,140199,138952,137580,136275,134817,133525,132195,130780,129441,128074,127013,125699,124490,149537,145257,165250,149788,132368,116788,115590,114408,125380,111941,110819,109695,108476,115200,106139,104865,103884,102673,101651,100480,99348,98203,97067,96070,94954,248843,239204,234836,232323,229984,227941,225794,223977,221814,219986,218186,216433,217954,212310,210615,208544,206564,204711,202780,200931,199164,197236,195548,275553,244604,237807,235013,271764,223842,184847,257988,228077,213220,215930,222651,217519,231314,178473,168117,165888,182317,225008,163180,159598,166068,155844,168468,152722,150972,160723,148089,146504,169479,143419,141776,140247,138788,137276,135855,134295,132777,131295,129791,128269,126907,125450,124056,122669,121269,119835,118485,146875,116136,114421,113024,111767,111084,123868,109901,119157,105145,103864,102492,101185,108605,110544,97522,96187,94926,93732,92462,96840,102575,93783,87750,86547,85438,84252,82997,81782,80662,79431,78369,77252,76171,75090,73922,72893,71822,70750,69727,68626,67578,66506,65479,64433,63486,62440,61463,60488,59523,58598,57540,56957,55657,54773,53916,53022,52111,51182,50243,49398,48416,47581,46697,45804,45075,44122,43426,42587,41887,41019,47706,39605,38689,38015,43214,37360,36394,35635,34935,34166,33468,32678,31873,31146,30590,29816,29249,32099,29011,27983,27189,26594,25773,25059,28472,24612,26480,26544,24440,25360,24428,23310,23555,23709,23914,22300,21596,20985,21358,20406,19565,18927,18380,

mode3; num_thr=,2
580621,
