
fl_pl=,0
mode1:
set up=, 306083
mode1_loop
nds_td0 and nds_td_rem set up,indipendent set search,sum[i] calculation,star_to_mesh,nodes, per_node
1553,11550,1601,18504,110,
991,17639,2065,26641,74,
849,19520,1947,43270,48,
754,15719,1191,41560,26,
738,16910,1114,49661,23,
688,17890,1178,54067,18,
646,15739,908,51751,13,
640,14219,684,45135,11,
625,11615,550,38791,7,
571,11880,430,47188,6,
589,12314,476,38177,6,
525,11944,402,49753,5,
596,12452,331,48238,4,
542,13275,333,50478,4,
545,13414,362,46910,4,
507,11663,403,51114,4,
530,10851,365,39136,3,
531,11330,247,30271,3,
604,10273,234,31788,3,
482,11615,217,44927,3,
564,13794,297,76798,2,
521,17232,296,75404,2,
502,16631,244,50673,2,
516,16591,248,46188,2,
540,16302,250,44008,2,
485,15501,316,44822,2,
514,15702,242,40171,2,
487,15108,264,37831,2,
502,9632,211,42113,2,
502,8980,292,30661,2,
456,8523,221,24370,2,
484,7310,204,21828,2,
482,7078,191,21419,2,
423,7158,195,18846,2,
418,10523,285,40220,2,
454,9308,223,29887,2,
463,10351,192,28656,2,
445,9551,209,26289,2,
460,9211,197,23675,2,
448,8517,200,22886,2,
472,8294,166,21693,2,
435,7165,186,21859,2,
423,5141,0,0,1,-,

mode2; nds_td j iter
18544,14886,13221,12291,17435,13914,12946,12257,11917,11324,11203,11205,10513,10528,50723,42057,31580,30196,29363,28542,27697,27066,26572,25690,24955,24425,23639,22915,22390,21505,20811,20313,19901,19383,18886,18259,17870,17110,16896,16189,15700,15405,14588,14522,26095,20219,16666,15484,14806,23516,19124,17549,16744,16411,15704,15073,14617,14015,13488,13076,12511,11839,11575,11047,10592,10027,9698,9362,9357,8549,8202,8035,7756,7072,6567,6288,5919,

mode3; num_thr=,2
138844,
