
fl_pl=,0
mode1:
set up=, 453863
mode1_loop
nds_td0 and nds_td_rem set up,indipendent set search,sum[i] calculation,star_to_mesh,nodes, per_node
1555,13436,2147,25383,110,
1293,20179,2618,32766,74,
1542,20600,2715,48539,48,
987,17624,1540,47240,26,
1297,18664,1511,57560,23,
890,18551,1386,59254,18,
1180,16526,1048,56114,13,
835,15043,966,46784,11,
1061,13218,712,49020,7,
727,14100,744,55838,6,
1019,13535,695,48216,6,
692,14030,584,61328,5,
1045,14268,544,60634,4,
684,16510,588,81423,4,
967,16310,542,59283,4,
662,14126,465,64603,4,
635,13443,453,49915,3,
646,12982,378,43516,3,
630,12737,392,43988,3,
630,14646,463,59492,3,
625,16958,530,98039,2,
629,20530,526,98859,2,
620,20234,470,68026,2,
626,19434,477,64169,2,
625,19550,456,59968,2,
636,19060,500,59912,2,
600,18634,490,55045,2,
614,18715,489,52509,2,
576,11925,344,57708,2,
601,12740,352,44270,2,
597,11804,306,37906,2,
594,10394,375,32152,2,
575,9969,346,29906,2,
574,10026,283,28286,2,
571,13244,356,54276,2,
593,13557,389,43240,2,
562,13730,370,42229,2,
550,13246,360,40320,2,
563,11983,284,34383,2,
557,11694,330,33365,2,
544,11747,310,31916,2,
557,9779,292,31464,2,
534,7259,0,0,1,-,

mode2; nds_td j iter
41748,27185,26365,23879,31402,25424,24812,23284,23506,21753,21951,20508,20492,19409,159304,89933,135593,56260,53715,52141,50872,49483,48342,46918,45949,44706,43770,42367,41351,40211,39230,38187,37076,35920,35040,34016,33000,31879,31230,30264,29234,28217,27520,26688,25694,49116,27033,26134,25180,38828,33168,30265,29466,28350,27426,26479,24806,23948,23680,22836,22037,21170,20252,19521,18616,17825,17042,16480,15586,15000,14288,13535,12837,12354,11666,11023,10429,

mode3; num_thr=,2
246596,
