
fl_pl=,0
mode1:
set up=, 1650152
mode1_loop
nds_td0 and nds_td_rem set up,indipendent set search,sum[i] calculation,star_to_mesh,nodes, per_node
9819,39713,9384,103250,430,
4517,59850,8784,106220,291,
3719,70117,8808,164764,180,
3427,74462,6594,195777,115,
3026,69515,5844,198815,86,
2822,67678,4745,207849,64,
2670,67578,4544,219299,49,
2588,65310,3740,212175,44,
2703,66330,3201,272651,34,
2436,64784,2974,233250,31,
2353,64030,2414,237826,25,
2275,62343,2333,237043,22,
2280,67011,2066,286023,17,
2200,68337,1933,320593,15,
2243,65331,1640,263399,13,
2178,75129,1735,318730,12,
2175,74049,1414,301991,9,
2149,55745,1325,232119,10,
2107,64741,1375,247975,10,
2053,72726,1415,303907,9,
2046,73061,1360,298096,8,
2030,77369,1359,274113,8,
2006,74217,1233,289196,7,
2013,74579,1178,270413,7,
2058,73984,1218,180398,7,
914,33772,572,116591,7,
935,35103,552,141219,6,
917,28017,539,130423,7,
894,27555,482,106795,6,
893,27861,477,101109,6,
874,31399,519,183934,5,
908,35882,525,328875,4,
977,37226,536,124810,4,
935,36045,512,114799,4,
883,43116,601,214270,4,
942,53369,575,244247,4,
1091,53817,597,174392,4,
1036,54234,601,178470,4,
1024,53643,612,175171,4,
976,55928,614,208825,3,
1082,63688,720,411776,3,
1076,75531,758,298287,3,
1207,74904,775,232133,3,
1113,73308,773,226125,3,
1120,72656,842,225702,3,
1026,72841,725,224515,3,
1069,71669,726,218156,3,
982,71964,705,223280,3,
1069,71112,709,214812,3,
1016,23088,341,88442,3,
928,32972,400,127103,3,
791,34077,421,113236,3,
798,34229,392,111554,3,
771,34455,402,106283,3,
772,33988,407,104044,3,
764,35372,409,117905,3,
775,36430,442,113790,3,
805,25095,320,94377,2,
823,25375,295,81066,2,
758,24620,305,79527,2,
755,24496,310,68783,2,
769,24178,285,64949,2,
763,23830,282,64652,2,
758,23226,277,62458,2,
770,55617,597,236025,2,
1009,66958,601,331640,2,
1064,67653,711,216634,2,
989,65452,556,211420,2,
993,64439,726,202369,2,
943,64108,618,198948,2,
993,63306,597,197269,2,
927,62163,578,194617,2,
992,61880,596,198116,2,
938,61385,568,190057,2,
958,60561,571,192190,2,
943,60195,556,186855,2,
979,59324,569,184331,2,
911,61233,589,203331,2,
942,61901,586,194367,2,
882,61093,571,187819,2,
987,60959,576,185027,2,
865,59939,550,183004,2,
963,59287,547,179992,2,
857,62205,553,178339,2,
920,61766,553,176478,2,
846,60822,579,174022,2,
888,60046,565,171982,2,
843,59361,543,170231,2,
916,58630,567,168352,2,
876,57956,510,166809,2,
931,57786,529,183158,2,
866,57910,538,164293,2,
878,56905,506,162264,2,
797,56010,528,159941,2,
851,55471,530,157634,2,
812,55130,504,155395,2,
859,54552,497,153219,2,
783,54000,483,152312,2,
787,53300,494,152251,2,
760,52887,493,149544,2,
761,52289,485,146774,2,
767,51702,503,145191,2,
803,51173,518,143368,2,
756,50622,498,141670,2,
768,50361,503,138920,2,
750,41559,0,0,1,-,

mode2; nds_td j iter
358142,294068,549137,230694,208716,209073,178627,210599,175035,170843,173705,168108,169458,165475,178338,160861,164004,157611,157760,155673,153749,153023,151766,155394,147535,146676,145237,144484,142082,141111,139424,137387,135211,135625,132507,131210,129740,128254,126842,125941,124512,123415,121744,120438,118931,118047,116417,116179,114048,112547,110946,109872,109517,107468,105492,108899,103590,101495,100602,99144,98355,159384,150056,148510,147669,146396,144710,142612,141653,140695,138009,137314,136196,134541,132077,130763,129716,127975,126002,125812,123965,122297,122172,119980,118341,117778,120920,115011,113418,112433,112412,109006,108276,106777,106093,105358,104680,103350,101752,100422,99533,98374,97346,96119,95118,93265,92561,91277,90633,300999,232169,339706,221397,219217,217183,219844,213048,212210,209080,207827,205227,204255,202315,200952,199318,197325,196082,194118,193314,191274,188784,187832,184646,183901,181728,182457,177891,176470,175391,173485,170593,170074,167942,166652,165841,163565,161620,160543,158943,157382,155315,154087,151932,151255,149399,147623,146367,144939,142722,141712,144203,138566,136858,136744,134224,131865,130370,128554,128097,125508,124670,122677,121060,121013,119024,117347,115164,114162,111475,110983,109429,108356,106594,105359,103779,102410,101082,99281,98217,96795,95625,94313,93163,92193,90617,94102,88088,86802,85939,84983,83772,82605,81398,80603,79154,77956,76869,75963,74837,73846,72815,72069,70552,69910,68626,67919,66623,65661,64663,63738,62678,62073,61318,59961,59080,58072,57058,56391,55271,54372,53552,52586,51729,50811,49877,49105,48326,47485,46802,45833,45095,44293,43467,42810,41949,41078,40393,39670,38934,38290,37546,36747,36122,35427,34719,37179,35864,33565,32722,32044,31377,30801,30105,29506,28812,28142,27614,26924,29599,29458,26174,25477,24585,24093,23320,25081,24301,24319,23714,23296,23357,23925,22466,22255,22346,21857,21360,20047,19517,19927,19066,18186,17525,17000,

mode3; num_thr=,2
571160,
