
fl_pl=,1
mode1:
set up=, 333553860
mode1_loop
nds_td0 and nds_td_rem set up,indipendent set search,sum[i] calculation,star_to_mesh,nodes, per_node
16671836,300447142714,9948974,12635744,26740,
19110809,203664034648,12457587,11868165,18302,
16242935,125039327991,10456971,11413291,11259,
31392036,78783191352,11318261,13883868,7096,
16154519,54928011646,10339943,17232745,5488,
16315449,31843630657,10911196,11872888,4169,
18085262,18608641368,10146068,17880041,3338,
21219578,12422342479,15854248,14196022,2750,
21375144,9217176278,9456188,11726075,2251,
15918777,7391559466,13706389,11358544,1871,
16517389,6310085796,21238837,18154710,1610,
15955303,4405434293,10075583,15292002,1384,
27746140,3426073157,20529520,14524983,1198,
18091697,2377192944,8298661,16335594,1063,
17090367,1329935252,21532810,11834628,959,
18697981,1125871132,21931922,16237073,849,
23759693,981439328,20326648,22607861,763,
41808724,590667450,21869771,20394201,685,
21351665,715389301,15783172,17413026,608,
18676005,563070028,26117394,11067914,558,
20241642,156964749,22238047,9561357,508,
18493864,198532105,17657352,16009776,482,
20035281,138232001,24806757,25878298,425,
21793597,183401613,21322707,16380874,410,
28828911,64332954,30820542,30671096,367,
36271143,159249140,26565928,12080493,351,
18830764,167599576,33517466,23114239,334,
23988193,200287797,14810695,16026133,314,
25667118,153575499,24513677,24474986,304,
26350286,72812415,20917928,13633886,275,
19697754,86361127,31326312,30317277,262,
28950266,67253068,30560937,14849897,264,
16058008,65954432,17736338,15770638,222,
19419269,119686792,28310724,9864374,223,
19768062,59029278,29375032,9719214,213,
21204373,74243534,23630747,8898603,197,
21019042,53949069,23865029,14511231,195,
19659847,67835759,24047199,8263600,192,
19555215,58237270,20826898,11842344,180,
19697974,53679936,16621691,17341441,171,
16048748,102500139,19835002,17646583,169,
17132993,64271931,19312446,14228812,158,
19276482,120796262,19552252,27927261,160,
19710040,70847038,24818735,25386877,149,
20074050,240756103,38147377,11014817,151,
19507557,124163075,24787728,31481874,146,
23301548,55861465,27263937,16541668,145,
19838914,72321583,23147518,15679519,140,
23029842,64816707,22729016,16959897,131,
19805385,66676554,20807667,19969152,126,
20044901,69274311,27129289,12290504,120,
19862937,78001255,20929424,9049496,123,
25008934,55258684,16555568,13299804,119,
19235357,78403319,16403028,13373727,114,
19657451,65968169,24393056,12323634,112,
19681225,69068609,20645523,17279619,105,
24831374,62714745,28669225,9110765,104,
19997193,61429541,18478181,15047979,100,
19472798,73529720,28714533,17270295,101,
21040458,75438204,21811075,18695999,94,
19211374,91307699,23662367,16538549,91,
19348066,54458040,18925666,21580562,91,
21709381,52371479,17954527,15002844,85,
19915846,71623116,11231503,15085058,84,
16343495,76026144,22595164,12346503,84,
21352771,73944749,14369737,19322633,75,
21172966,82241935,16160838,18028096,73,
20427335,96204083,11453313,16395937,72,
18944571,46354861,15774690,16104773,76,
20608496,80740608,16070790,13844032,73,
21691519,69886371,15836870,15206520,74,
18743324,97632125,11773214,18742349,73,
16637435,105477017,16812647,15772875,75,
19424498,133537449,16649327,13252380,72,
19456817,79173784,18230805,9987005,71,
19901687,73620763,12375611,15793352,70,
19987186,81907480,13706859,13306744,71,
25339684,79405498,16252757,20747783,69,
20301342,64138999,11863217,16949384,68,
