
fl_pl=,0
mode1:
set up=, 434552
mode1_loop
nds_td0 and nds_td_rem set up,indipendent set search,sum[i] calculation,star_to_mesh,nodes, per_node
2875,5426,1550,11713,430,
734,9204,1180,16373,291,
620,12460,1254,26825,180,
536,12971,1099,35085,115,
495,12336,938,34527,86,
466,12994,775,36266,64,
443,12532,679,38689,49,
426,11907,599,37758,44,
409,11940,475,47396,34,
397,11434,457,41677,31,
384,11172,477,41516,25,
375,11388,380,42412,22,
367,11548,284,50104,17,
363,11497,282,54331,15,
356,11448,272,44350,13,
448,12663,273,57179,12,
347,12313,208,52646,9,
343,9813,211,35077,10,
345,11464,213,49582,10,
384,12998,214,50719,9,
354,12635,196,46241,8,
350,12929,180,41373,8,
326,12495,156,43650,7,
322,12295,168,37909,7,
328,12296,156,33865,7,
318,12666,151,36563,7,
315,13093,160,45788,6,
313,9642,156,45079,7,
312,9710,152,34635,6,
305,9617,162,32414,6,
307,10710,140,71721,5,
304,11149,138,135220,4,
587,11953,136,41111,4,
501,11653,139,34990,4,
308,15318,133,68824,4,
313,17916,140,79212,4,
435,17651,145,50588,4,
306,17741,146,52601,4,
315,17798,135,51601,4,
304,18807,142,63402,3,
300,20664,159,145233,3,
609,24747,223,101347,3,
456,22231,173,68982,3,
446,21818,164,64100,3,
293,21792,166,65248,3,
295,21790,149,65612,3,
294,21590,174,62331,3,
289,21452,165,63340,3,
288,21280,169,60783,3,
288,7677,165,29471,3,
283,10279,98,39827,3,
301,10645,100,33350,3,
284,10590,103,33262,3,
284,10639,106,30813,3,
275,10039,104,29703,3,
275,10709,103,34865,3,
283,19202,104,32039,3,
277,7361,78,29809,2,
311,7470,87,25155,2,
289,7189,79,24935,2,
294,7420,78,21390,2,
301,7142,86,19414,2,
287,7343,80,18768,2,
292,6999,79,17967,2,
289,17794,133,70311,2,
285,27764,132,86350,2,
299,19961,155,62320,2,
356,19470,143,58724,2,
277,19369,130,57100,2,
335,19140,131,55604,2,
271,18984,131,55268,2,
313,18850,135,54265,2,
264,18524,129,54990,2,
265,18598,131,53276,2,
269,18081,128,53624,2,
269,22008,155,52879,2,
272,17594,130,51479,2,
269,18409,128,63686,2,
264,18385,149,54385,2,
266,18332,132,52556,2,
270,17847,124,51542,2,
255,17796,128,50716,2,
272,17768,128,50547,2,
264,17725,128,50062,2,
274,17422,121,49997,2,
257,16974,122,49208,2,
260,16901,127,48425,2,
262,16707,125,48109,2,
259,16587,128,47111,2,
264,16465,120,46504,2,
257,16588,125,46310,2,
263,16258,122,46649,2,
252,16243,124,45829,2,
252,15810,115,45121,2,
250,15742,125,44513,2,
249,15509,125,44105,2,
246,15389,123,43275,2,
256,15397,116,42658,2,
243,15157,120,42790,2,
246,15073,118,42247,2,
248,15056,116,41290,2,
245,14881,111,40977,2,
245,14708,117,40503,2,
248,14270,113,39845,2,
249,14260,118,39187,2,
240,14263,0,0,1,-,

mode2; nds_td j iter
45430,42113,40490,44159,44454,45332,40709,40939,39729,36126,35751,35491,35614,34942,34842,34452,34414,33825,33398,32940,32875,32556,32140,31633,31615,31181,30838,30557,30109,29903,29554,29567,29137,29151,28710,28533,28148,28182,27945,27432,27011,26699,26475,26302,25996,25587,25410,25154,24847,24663,24320,24058,23864,23480,23217,22966,22825,22488,22377,22102,21611,36552,31915,31360,35871,30648,30524,30060,29841,32476,29305,29288,29023,29109,27974,27880,27543,27111,26907,26629,26560,26107,25786,25441,25410,25038,24843,24495,24198,24044,23865,23918,23498,22980,22844,22376,22637,22398,21783,21664,21771,21316,20896,20584,20466,20201,20029,19894,19536,53981,51638,54028,49052,47707,47335,46786,46297,45948,45581,45173,44746,44404,44247,43733,43309,42844,42395,42022,41713,41474,40976,40631,40200,39971,39517,39459,39275,38353,38035,43222,37283,37138,36706,36450,36034,35701,35275,35209,34536,34268,33945,33597,33358,33091,32538,32364,31942,31959,31700,31020,30679,30354,30071,29664,29350,29104,28745,28553,28116,27913,27643,27729,27428,26754,26427,26118,25808,25890,25671,24941,24662,24405,24100,23851,23546,23251,23002,22748,22444,22301,25232,21541,21257,20866,20602,20397,20109,19935,19628,19362,19121,18829,18599,18337,18043,17832,17496,17385,17162,16987,16748,16418,16222,15975,15800,15543,15357,15052,14901,14642,14575,14269,14042,13868,13513,13329,13135,13000,12725,12568,12385,12120,11917,11735,11524,11386,11133,11011,10801,10656,10486,10313,10185,9975,9805,9697,9429,9294,9116,8945,8842,8584,8392,8282,8111,9797,8113,7918,7739,7526,7369,7254,7164,6930,6769,6656,6497,6413,7385,6435,6222,6004,5863,5736,5587,6449,5611,6360,6526,5626,6117,5944,5410,5747,5784,5822,5141,4955,4796,5166,4809,4416,4239,4148,

mode3; num_thr=,2
140757,
