
fl_pl=,1
mode1:
set up=, 143692611
mode1_loop
nds_td0 and nds_td_rem set up,indipendent set search,sum[i] calculation,star_to_mesh,nodes, per_node
46164734,177286393,80431,605131,26740,
2812458,61843759,67581,587289,18302,
467866,27946939,29741,389447,11259,
12193,18536538,21303,812450,7096,
11789,12705311,16532,289542,5488,
11501,17447506,22593,371156,4169,
12853,37136948,20157,467847,3338,
12953,139942877,28247,619171,2750,
15761,118409740,26632,732875,2251,
16919,498654249,25109,670237,1871,
17570,191555269,367014,790947,1610,
15821,162043215,22376,730272,1384,
18370,102306212,212876,951810,1198,
18267,125447019,16595,896066,1063,
17868,75280112,235988,983216,959,
18312,49931655,229457,11709588,849,
17267002,75741479,11610,1438493,763,
16253,21507810,235910,1770052,685,
16495,43016779,332438,1109315,608,
1601932,43113340,222781,1688837,558,
16736,20116243,214809,2632852,508,
19151,8551105,338947,1135719,482,
16238,21111977,229248,9322082,425,
16908529,40222370,9227497,7012945,410,
17555,5383199,224140,2255561,367,
17270,7660212,203283,2541876,351,
120465,21440591,11419106,7302628,334,
18542,26519854,223849,1554300,314,
16933,7372370,217449,3523008,304,
18018,6763886,327166,7066739,275,
14209003,23784368,337914,2415946,262,
18878,6430873,235783,2403457,264,
17587,11900976,322384,8044262,222,
19375,8667714,333160,3275793,223,
160794,8637588,332022,3456724,213,
19632,7217953,208544,2426402,197,
17521,6657553,2431695,10348035,195,
17087553,11048413,283663,2715143,192,
20081,6500452,211287,5890573,180,
17427564,19639646,225194,1914236,171,
20145,7625049,9080307,5704899,169,
593080,8295811,312511,1468441,158,
20916,12827179,301876,1569682,160,
20777,8546374,13486771,2374970,149,
20958,7881734,303638,6082148,151,
16878162,22029535,195101,2312117,146,
19172,8597393,218117,2325083,145,
308280,6758576,214765,2495538,140,
20011,10412824,9328450,6221368,131,
21923,9298265,329326,2255258,126,
20892,8523817,236531,2064473,120,
20775,8821397,305195,2243064,123,
5382662,13594432,11009460,1747239,119,
78564,8431259,111586,2210225,114,
20965,6569858,17069210,13726791,112,
17190329,36430610,197686,2907496,105,
22612,24677424,209225,6204942,104,
3927329,6724442,4407371,2078982,100,
21527,8843554,5809990,2820600,101,
461847,8196734,192835,5759513,94,
16744122,23168955,305011,1909066,91,
17380278,38824013,185689,2121162,91,
22608,5846161,234539,1935719,85,
21778,6842681,136621,2456461,84,
22200,15351967,108059,1777551,84,
20667,35609575,108591,2157322,75,
96782,20500467,236956,2463923,73,
24259,34121737,224851,2678569,72,
23229,15144034,106733,2341979,76,
23138,42175888,284818,2329444,73,
22951,19904786,236038,1901527,74,
4731243,23357948,180390,2412192,73,
25099,13996048,195926,2567937,75,
486464,12872536,248500,5039683,72,
2890073,11203761,139744,7177986,71,
1951794,5460635,144829,5383217,70,
3694732,6938650,192831,11895285,71,
84601,41453116,173614,2222568,69,
21128,37034706,250344,2312108,68,
23596,30845131,254043,2192027,66,
21248,25126530,157312,2308349,62,
22551,25304593,158701,2597491,62,
34525,7119979,299822,2953781,58,
27668,37650308,193655,3267428,59,
23605,24331931,207956,1985949,62,
25270,21033205,203158,4295513,62,
206404,35756801,217996,6147332,60,
8341087,8035405,215653,2860451,58,
24197,5417470,204347,2188804,59,
23798,5101537,207070,3098876,54,
24116,6114759,201926,4224836,54,
22982,59959612,147083,2850310,55,
26028,5698630,198278,2235153,51,
23926,5812101,197609,2195462,51,
24373,5429327,197709,3542038,51,
24055,18267295,205677,2900848,50,
6211495,5904737,223059,2491715,52,
24229,10844913,265303,2551479,51,
28832,19653297,229140,2678570,51,
28314,10070974,234652,2772396,50,
120718,5499477,252007,2786472,51,
25224,5318842,8861831,9254763,51,
13635922,40907850,241739,2604640,51,
25591,6000435,269629,2646118,50,
29702,26937309,175022,2459156,50,
4935387,9335996,179580,2438375,48,
26532,34859961,29500,2281039,42,
23827,4742670,194678,3639451,44,
225440,9102817,218775,2781734,43,
26500,39732903,214631,2492107,43,
26815,26690808,209937,2699573,43,
23908,37094004,218137,3000956,42,
27957,30504171,211277,2766296,42,
26685,4896277,33659,5864203,42,
3731710,4876596,211783,6480734,43,
24664,64040872,161235,2605243,43,
25068,4448178,165837,2245271,43,
25037,5081441,167811,2340757,43,
24129,4295063,160068,2201357,43,
24834,4228365,8490254,5688551,41,
23767,5015778,36016,3051950,39,
28752,43517696,40280,3303799,39,
30543,45037702,40452,3000018,39,
26889,66786095,4198711,3008867,39,
28321,4749714,145166,2663230,39,
27077,10186988,33646,2607570,37,
23494,3876605,29841,2379188,37,
24347,13133099,176610,2667913,37,
24417,3606127,174644,2199254,37,
25307,3978721,167862,2220714,37,
25398,3627503,229037,2512767,37,
25939,3730712,9376493,10442961,37,
26104,22082268,620366,2777768,37,
24578,4451830,205849,2858808,37,
27297,3768779,197914,2925275,37,
26376,3908735,4123042,3197244,37,
25305,3702880,41527,3131365,36,
25623,28132066,38741,2702354,36,
22628,91819572,12135967,10082999,36,
13083875,212177304,13131698,5474038,37,
16682977,233488824,13172120,6819016,38,
16709177,243230672,22460596,6851254,38,
19176887,151927266,7534821,15876715,33,
23260864,184728817,10690152,15246205,33,
19619365,44991638,252332,13744558,35,
17617993,21889785,61620,3042708,31,
29944,4317551,62692,9163336,31,
19100567,30911303,56087,3089179,31,
29742,4562616,76650,3145463,32,
27117,4149890,246629,3036947,30,
27066,3344879,241992,3225160,32,
27452,16975576,54894,2915334,28,
16789730,82129550,289437,2707687,30,
26130,3715609,240135,2858511,30,
457548,48992278,243759,5226177,30,
16734056,193505957,8467145,10430939,28,
16992933,174922850,8469849,11658556,28,
13078909,121312766,70187,2840249,28,
23643,25246273,310941,2638580,28,
24261,7834466,171204,2807249,30,
26642,3732600,167220,7633127,30,
12489302,3103213,8795890,10377913,31,
17021868,47699782,270097,2908374,31,
27835,3236539,4799669,2738127,31,
26185,3356976,181768,3453985,31,
25324,3299521,211599,3349995,30,
24599,26728669,194126,3451154,31,
25499,3512333,230037,2799759,29,
27056,3446215,219932,3222151,29,
25376,13299337,170516,3679549,29,
27200,3582228,587878,5523600,26,
101003,28709082,255626,7805557,27,
16740046,16839841,168985,5020343,27,
76332,4097332,174476,4989975,27,
77743,4415341,269227,5183351,27,
92644,4056470,238368,5296133,27,
16694458,58812785,188476,5162926,27,
69342,4326960,172326,8380059,27,
17000165,35937619,176770,4694858,27,
72869,4016868,59944,5298529,25,
90192,18422889,190926,3650058,25,
93658,2859197,178729,3517818,25,
96057,2955531,167059,3682712,24,
1995664,2780468,176388,3668656,24,
102801,33231997,181702,5541111,24,
90464,3367164,172636,4331773,25,
93462,30230124,279607,4351141,24,
100594,4559561,226200,4255109,24,
106300,3193422,201160,3853635,24,
99612,75959407,265710,4167583,25,
16990436,92351579,128114,5554726,24,
96052,4767979,157002,5066238,24,
98485,80753775,189159,5122144,24,
121830,3508244,173958,6163964,24,
123506,3420081,162860,4095443,24,
130830,3730342,172616,4639265,24,
125834,39328195,142460,3819089,22,
17113349,111468260,98013,3261637,22,
120083,3573199,95628,3192620,22,
116100,2856009,103759,3629927,22,
117833,3198484,109698,3348610,22,
128123,2938362,92930,3245299,21,
134829,3191715,97786,3229526,21,
127652,3050658,99037,3900885,21,
28159993,12325411,171025,7286296,21,
166882,3994729,35215,6064257,19,
200667,3999266,34150,5121293,19,
197508,6217765,40012,5121598,19,
8133221,3913789,73377,5141602,19,
199529,51598881,53318,5520765,19,
204040,4861771,56869,6146350,19,
204859,4511548,44020,5050422,19,
12399320,4342248,45162,5294680,19,
212643,4401569,38543,5208280,19,
158228,4139104,37504,5891263,19,
16823992,34605001,46413,5305900,19,
210788,4285426,49406,5092591,19,
201974,4166538,44186,4997200,19,
206487,13058758,64152,4631569,20,
193591,4074940,74976,5038343,20,
188331,13186630,80280,5290991,20,
192922,4254589,60108,5244935,19,
203980,4201976,64411,5173332,19,
201703,4257983,6499,9211201,19,
169748,12472531,8456,8078432,19,
5545239,9306152,7217,9229221,19,
185808,5503371,7107,5718690,19,
183118,5469187,7437,6276786,19,
188007,9793717,7670,5111368,19,
195613,5055840,4724,4877033,20,
162574,53228031,5011,6235730,20,
179154,6088980,6281,6010171,20,
179799,4468027,3918,4994563,22,
147651,17331656,5434,5217039,21,
4507351,3705588,6398,5133306,21,
20496964,34713194,6308,3882538,20,
128134,3870126,4806,4717198,20,
20109974,58307466,4179408,4744458,20,
129162,33774038,5971,5237932,20,
136484,10234907,5808,6800624,20,
128111,113482344,4202850,9741543,20,
123788,3516625,10623,7074184,19,
135368,3815572,6607,7024835,19,
256984,3745710,9778,6994511,19,
134030,4049794,32161,7342867,19,
30084928,6156932,9079,6598473,19,
140269,3718911,7349,6733248,19,
138511,5157240,10006,6691415,19,
140542,3672568,9924,6721097,19,
139326,3675254,7042,6688773,19,
143459,10741862,9548,6750005,19,
138876,3852630,10423,6696101,19,
408466,3784501,6602,6762969,19,
133725,3649508,9356,6695342,19,
409467,3896097,6970,6629148,19,
135611,4445369,9943,6313446,17,
156723,4337645,6861,5408690,17,
158060,4378041,6911,7763348,16,
164215,5081907,6577,7054524,16,
165342,5826990,5953,6421568,16,
9960204,3812564,4845,4687656,18,
152220,10369982,4988,4781098,18,
158275,3711179,5109,4670393,18,
9870775,3603488,6811,4975970,17,
162588,3741832,6349,4892645,17,
164420,3682951,5786,5041296,17,
14057963,3701411,8480,4869867,17,
143851,3725749,6708,4970155,17,
156754,3713984,7327,4915864,17,
157235,8944046,7994,5539708,17,
159963,11408734,8742,5425378,17,
151326,4948446,8112,5429452,17,
158217,4459986,6470,5499481,17,
9848794,4612209,7741,5563817,17,
10393659,10061224,7351,5291639,17,
10103673,4484496,9724,7303364,17,
157437,4408745,8810,7233791,17,
160075,4322891,9890,7235959,17,
15003146,4415205,6634,6415629,15,
19136718,4462143,7330,6157154,15,
29069014,4487147,7777,5870825,15,
170951,4231617,9152,7084487,17,
9427948,10340027,4763,7327427,13,
9386209,4401138,6106,7257309,13,
191318,4531097,4740,6499887,13,
308829,4291149,4344,6594086,13,
190809,4354665,4245,6614849,13,
630334,4344762,4749,6518378,13,
17869112,98626492,4366,6674650,13,
207582,4422175,5032,6827943,13,
205808,4249561,5341,6672834,13,
207087,5001209,5048,6688712,13,
201455,4626101,5401,7109747,13,
194371,4243082,6537,7100686,13,
9415434,23168864,7128,6410803,13,
192368,4956179,5457,6373634,12,
9421712,5154725,5005,6177501,12,
9431377,4784317,4819,6138974,12,
204368,5415120,4683,6120768,12,
202235,4799296,5296,6191360,12,
9626068,10353581,5378,7040032,14,
181026,4709961,5209,6163842,14,
261288,3875196,5246,6858274,13,
194714,4237803,4299,6893680,13,
188677,4727703,5212,9715309,13,
13256363,42272894,6252,10253806,13,
38440973,189132097,4203055,9509657,13,
25527057,114761054,4131109,8118918,13,
17620658,13597502,5936,8647598,13,
10281030,4958201,6750,8578045,13,
20398091,64401158,5085,5573681,13,
16771371,28766199,6041,7986314,13,
290926,4561698,6321,8011464,13,
288713,4630951,5841,8054125,13,
288636,5795604,5994,7931372,13,
302297,4782606,5672,8002198,13,
277972,5161449,5657,6016189,12,
6970599,19822304,5082,4705082,14,
10422571,78151894,4432,3602963,13,
279546,29597857,3887,3507776,13,
259195,29793499,5284,4469121,13,
286728,4496396,5345,5270683,13,
270864,9222450,4158551,5458215,13,
272080,4383597,4843,5457640,13,
276467,3922167,4522,5450720,13,
268649,4007768,4883,7746980,13,
341305,4486637,4909,7778940,13,
289061,10385083,6208,7921221,13,
275194,4370696,4306,7755360,13,
301125,3941147,5640,8454255,13,
287141,4124272,5110,8433693,13,
283176,4017582,5065,8343020,13,
281246,3947941,6689,8611077,12,
8005427,4430838,6752,8177419,12,
293916,4475497,6461,8164453,12,
304265,4452491,8093,8183208,12,
314093,24902985,6180,8098958,12,
291415,5454268,5399,8298763,12,
280449,4774980,5735,8211758,12,
298029,4441263,79699,8950244,12,
4409157,65194155,5611,8174396,12,
228681,4509094,5801,8142730,12,
292964,4453790,6426,8273058,12,
314042,70719154,4144765,5472700,11,
221407,21820536,5472,5612073,11,
1745875,4591314,5645,5559262,11,
206993,4203897,4775,5567269,11,
209731,4254771,5009,6343540,11,
213723,3888613,5146,5480437,11,
209863,4008252,4545,5377767,11,
274708,4033616,4908,5280736,11,
533443,4022803,4875,5455546,11,
9879090,4733402,6691,6647362,13,
20572745,5128280,6369,6911565,13,
414913,4936989,6454,6478910,13,
202928,19302231,4349900,6655457,13,
217698,57454009,4166062,12682976,10,
253297,4942982,5243,9459640,10,
224992,4588737,4295,7701702,10,
9897142,5037172,304582,7558017,10,
229020,4640214,5071,7625610,10,
244163,4866086,4865,7359495,10,
248247,4370331,5182,7421661,11,
230263,5418204,5887,7522036,12,
211742,19573848,4841,9300968,12,
28895580,5082699,8089,7162007,12,
9838790,5017880,7149,7260848,12,
225203,5123537,8569,7166190,12,
203934,4966221,6531,7239601,12,
304466,35423826,5237,7303930,12,
256903,5104527,8382,7070608,12,
281260,5583481,7512,7136658,12,
277633,5066048,7602,7136530,12,
450013,73978803,9240,6948258,12,
276963,5226967,7602,7002870,12,
284772,13950161,7945,7989229,12,
6780548,5139845,8062,7837767,12,
11961302,6026234,9655,7688749,12,
284616,5097444,10801,7726574,12,
283343,5007095,8255,7887531,12,
280225,4965138,6377,10614983,10,
232485,5178488,5402,8612373,10,
