
fl_pl=,0
mode1:
set up=, 4986836
mode1_loop
nds_td0 and nds_td_rem set up,indipendent set search,sum[i] calculation,star_to_mesh,nodes, per_node
16803,29445,9606,77658,1692,
6562,35337,5549,91025,1157,
5581,53949,5173,86687,709,
4809,53136,3782,119603,445,
4307,56561,3937,141467,341,
4279,52729,3353,314413,262,
16075,212348,9988,512892,202,
12020,150348,7255,428694,170,
10374,144424,6161,484959,145,
10774,130003,5034,432516,113,
8778,134443,4040,439270,89,
8694,113438,3578,363519,90,
7516,103194,3107,337854,79,
8054,101683,2482,353082,65,
6917,99944,2197,346093,59,
6725,91413,1781,359409,49,
6180,92823,1637,313974,47,
6023,86293,1523,304349,43,
5345,77674,1282,277547,37,
5199,71305,1122,269253,34,
4659,64974,1070,237585,35,
4969,71748,997,255107,29,
4288,67773,842,252990,25,
4395,62592,736,213733,24,
4042,64596,810,214677,26,
3880,59611,674,245222,21,
3611,60243,648,213334,20,
3795,55630,625,177524,21,
3222,55049,577,215586,19,
3441,57997,563,233245,15,
3274,61019,578,347776,15,
3520,64610,606,287178,15,
3227,51559,509,169964,15,
3371,60672,541,244124,14,
3182,54939,521,240718,13,
3436,60325,495,185267,13,
3188,56892,512,167926,13,
3346,49114,511,161178,18,
3089,60170,543,231620,17,
3364,55262,476,265255,14,
3133,49633,476,195719,14,
3298,52485,492,251208,14,
3102,62577,504,232857,14,
3315,54868,483,189726,13,
3077,57699,446,194389,13,
3284,52279,464,248281,11,
3095,47948,406,238385,8,
3233,48931,340,172729,8,
3031,46984,328,160421,7,
3167,46587,282,146280,7,
2967,52560,367,241027,7,
3254,58560,354,297186,7,
3048,58130,353,194351,7,
3209,60217,568,188722,9,
3001,60566,446,295233,9,
3255,76559,489,313737,9,
3032,72515,435,285682,7,
3220,76945,477,327177,7,
3073,76894,452,267874,7,
3195,75680,460,255520,7,
3036,74435,442,245920,7,
3176,73965,443,223776,7,
3001,73025,431,219046,7,
3125,72423,417,221635,7,
2995,71603,462,228484,8,
3120,74358,487,260638,8,
10713,79354,469,276074,8,
3122,50098,330,195199,6,
2930,63287,378,378453,6,
3082,81409,445,337342,6,
2942,78656,425,271050,6,
3100,77966,406,258209,6,
2942,77993,432,240581,6,
3074,74895,410,235836,5,
2953,74160,371,226449,5,
3038,79078,421,439102,4,
3009,94384,431,385366,4,
3161,102564,457,386474,4,
3040,103687,453,417499,4,
3083,103290,451,313905,4,
2945,102848,440,316306,4,
3052,105002,442,308436,4,
2918,101580,446,310730,4,
3047,100791,405,330940,4,
2935,100609,389,298543,4,
3064,102298,453,305288,4,
2919,109696,462,524374,4,
3033,124398,482,525668,4,
3011,123444,491,430045,4,
2993,123780,519,409289,4,
2950,122951,511,403636,4,
3039,105727,520,476674,5,
3068,120311,438,381850,5,
3141,114241,446,391165,5,
3024,101431,439,381371,3,
3110,114199,428,392797,3,
3120,117927,452,439245,3,
3112,115835,407,367253,3,
3001,114460,421,359685,3,
3103,114781,386,386945,3,
2987,113175,487,353817,3,
3115,112380,415,357867,3,
2878,111747,400,344000,3,
2990,110890,403,346274,3,
2855,110858,438,369018,3,
2977,110094,421,326239,3,
2879,109735,386,323473,3,
2968,108429,383,326172,3,
2873,111341,379,320239,3,
2947,108247,394,325467,3,
2863,107702,374,318273,3,
2924,109154,376,317499,3,
2869,116052,378,362453,3,
2938,115068,433,349895,3,
2833,114399,429,346064,3,
2935,113809,393,343414,3,
2947,113701,398,346707,3,
3042,122830,435,357605,3,
2932,111887,407,335910,3,
3036,111419,389,331079,3,
2924,110909,393,351665,3,
3043,111396,421,331661,3,
2906,110167,420,331474,3,
3018,109069,413,329151,3,
2922,108480,408,332098,3,
3031,108080,397,335657,3,
2924,110010,381,386965,3,
3010,109926,387,364509,3,
2912,112532,407,333272,3,
2989,108507,389,327213,3,
2879,106936,384,320328,3,
2970,106446,389,317732,3,
2872,106029,398,323471,3,
2984,105733,382,334151,3,
2880,104808,393,312012,3,
2967,126512,392,338944,3,
2840,107336,372,305744,3,
2904,101560,380,302659,3,
2802,101148,384,305246,3,
2882,101427,385,305850,3,
2832,104631,370,298064,3,
2866,99894,379,297989,3,
2777,99346,382,312898,3,
2745,98865,386,295705,3,
2648,98038,390,293259,3,
2719,103958,368,326288,3,
2680,102359,375,320024,3,
2718,102388,367,310016,3,
2628,101640,358,305149,3,
2938,102144,375,310839,3,
2645,100117,380,304013,3,
2737,99691,400,319418,3,
2692,103828,356,304883,3,
2689,98102,372,300049,3,
2604,97950,361,295699,3,
2677,100421,371,298980,3,
2628,97638,354,292749,3,
2675,96371,321,289376,3,
2577,96113,341,288315,3,
2686,95387,353,296692,3,
2642,100081,351,290347,3,
2720,96923,349,299796,3,
2633,96152,378,298469,3,
2675,93850,359,280394,3,
2561,93293,355,279434,3,
2640,93030,350,285365,3,
2556,92878,330,277247,3,
2622,92262,375,277288,3,
2559,91789,334,274802,3,
2630,91337,330,277285,3,
2551,90709,317,282839,3,
2637,90067,334,280112,3,
2554,92641,339,271173,3,
2600,89543,343,270439,3,
2546,89216,329,267599,3,
2594,86921,564,268678,4,
2491,67890,360,226028,4,
2530,67253,292,203323,4,
2492,65570,261,202037,4,
2530,65117,266,203240,4,
