mode1:,mode1:,mode1:,mode1:,mode1:,mode1:,mode1:,mode1:,mode1:,mode1:,,
328511.5,345142.5,341629.5,346907.5,327656.5,349210.5,330917,346827,327223.5,338275.5,338230.1,8881.88717371858
291451.5,321704,300534.5,312981.5,290181,308039.5,306188,308571.5,293245.5,292399.5,302529.65,10672.6720465818
288784.5,312501,298560,328722,289345.5,306363,294340.5,304609,287761.5,289638.5,300062.55,13222.3326452088
285352,322068,296254,314356.5,289868,303942,285701,300679.5,284972.5,286505,296969.85,13169.5977181664
286862,302426,297680.5,300783,286151.5,302133.5,296538,307771.5,283160,284666,294817.2,8839.95423316459
286055,304263,296852.5,298560,281283.5,300676,290202,300991.5,282204.5,283161.5,292424.95,8811.39320693511
283371,296767,289965.5,300509.5,282579,299042.5,285369.5,295417,279818.5,280274.5,289311.4,8036.83720197884
279303.5,296708,308998.5,295850,277776,296596.5,282380.5,300183.5,278016.5,284008.5,289982.15,10998.8760916993
289305,308080,311506.5,322001,289513,311598.5,296442.5,306210.5,294389,288833,301787.9,11624.0211148199
285768.5,306895,299369,317350,285902.5,301701.5,305901.5,305381,289132.5,283092,298049.35,11464.1829481845
285101,308204,303003,303981.5,283536.5,299433.5,284886.5,300013,284937.5,281998,293509.45,10239.4687971214
281732,297317,304199.5,300487.5,285236.5,299370.5,282862.5,295712,283577.5,279754,291024.9,9209.32283914271
281523.5,324625,300934.5,297257.5,284131.5,299441,281604.5,295571,282329,278668,292608.55,14092.0846270561
281035.5,295478.5,306858.5,322474.5,282580.5,295752,279883.5,298287,279876.5,278035.5,292026.2,14578.9439817232
281665,293322.5,292242,299010.5,281138.5,297292.5,278983,297381.5,280136.5,281644.5,288281.65,8245.33686748658
279276.5,303619.5,291331,304770,279815.5,292492,278670.5,296481.5,282635.5,276848,288594,10583.8074145786
277300,290866.5,289351,296795,279222,291503,280030,296624.5,276822,274395.5,285290.95,8600.72236452652
277045,293535.5,283490,297276,274244.5,289281.5,274920,294731.5,275751.5,273292.5,283356.8,9516.28325030313
272872,291023,289908.5,292221,276018.5,290029,271102.5,287237,274115,271540,281606.65,9117.81264902815
272021.5,289199,299599,292613.5,272984,289491,271552.5,288448,273157,270213.5,281927.9,10949.2048970589
271566,288586,283428,289412.5,271125.5,288018.5,269657,290242,272578,269351,279396.45,9219.37547128631
270954.5,288720,280243,287346,270518.5,286389.5,270258,285638.5,272307,274418,278679.3,7761.76184252003
269112.5,286099.5,277681,284641.5,270241,285445.5,266984,292756,269650.5,272493,277510.45,9074.84184266836
267802.5,286361,275750,283671,274185,284989,271945.5,291421.5,270530.5,270863,277751.9,8147.43797426188
265955,286727.5,274306,280341,268268.5,283040,266305.5,280381.5,265064,269528.5,273991.75,8037.13250844686
264563.5,286962.5,283598,282033,266127,282127.5,266200,278972,270003,268159.5,274874.6,8626.59968031695
264452,282406,276019.5,287427.5,266001,282444,264874,281572,270331.5,264459.5,273998.7,8985.07706700393
265658.5,280909.5,272782.5,280227.5,264493,281154.5,262564,279754.5,267670,263230.5,271844.45,7976.62719536828
263432,276966.5,271712,278681.5,262717.5,279507,265285,279297.5,266538.5,262811.5,270694.9,7309.73759522947
262628,278419.5,269699,283522,265795,278970.5,259745,276155,263089,268629,270665.2,8128.05187879878
262837.5,275818.5,269573.5,281975,261564,278091.5,260350,274000,262206.5,272957,269937.35,7774.195814252
262568.5,276381,274117,278732,260830.5,275784.5,262742.5,272923,264154,263408,269164.1,6980.45019162645
263376,276090.5,269544,278929,259604,279513.5,258407,277936,258002.5,259145.5,268054.8,9314.20619030713
262416.5,272352.5,276796.5,279734,261330.5,276493.5,257183,272118,257900,261122.5,267744.7,8592.18189596411
262032.5,271988,270338.5,273072,257378,274023.5,256413,273699,257655,261534.5,265813.4,7450.31760993375
259282,270878,268163.5,268432,255865,270892,254442,268684.5,255571.5,259269,263147.95,6828.72721770967
258752,269701.5,270044.5,275276,255637.5,270237,254508.5,269898.5,260965,260319,264533.95,7282.819754776
591747,654635,649411,656979,584572.5,633794.5,601569.5,703915,604155.5,617669.5,629844.85,37035.0342139035
449763,471318.5,479871.5,474712,464822,468308,443091.5,488788.5,438154.5,438243,461707.25,18173.9117468022
338739.5,361823.5,353859,365343,355734,365079.5,339481,390805.5,366566.5,340051,357748.25,16076.1367409552
337047,355729,355978.5,358662,342897,357640,338505,366865,333881.5,336399.5,348360.45,11807.0516393335
336109,357172.5,360031,363051,332574,352638,336843,366958,330774.5,335747.5,347189.85,14065.099867422
331831,357540.5,346041.5,370055,329638,349842.5,329648.5,358952.5,328943.5,331190.5,343368.35,15170.134301482
328361.5,350273,345852.5,354072,333350.5,352316,334399,351059.5,327618,330890,340819.2,10813.7810049132
330245,351467,347730.5,351335.5,327745.5,352841.5,325948,361155.5,326608,327103,340217.95,13825.0992852573
328395.5,349024,339256.5,346999.5,326896,347222.5,324307.5,355079.5,328400.5,324063.5,336964.5,11830.026850256
328240,349140.5,340700,350136.5,326680,344872,323225.5,364005.5,322795.5,324682.5,337447.8,14334.7868065378
325848.5,348946.5,336152,347192.5,326071,345084.5,323435,344891.5,321841.5,324037,334350,11206.9554022887
323437.5,349715,340144.5,345865.5,329490,344405,324406,341771.5,322407,326832.5,334847.45,10523.5543489883
320771.5,343709,336066.5,346325.5,326106.5,343312.5,331663.5,339928.5,320109,327437,333542.95,9712.68650171288
319587,342576.5,335776,343445,320578.5,343679.5,317816,342915.5,318950.5,333902.5,331922.7,11412.6426222073
318290,341563.5,342172,339869.5,320808,337506,321934,340908.5,317400.5,320311.5,330076.35,11024.4577292944
316912.5,340605.5,330125.5,340445,317319.5,336229,318349.5,336803,315719,338318,329082.65,10745.564030618
316810.5,336641,328695.5,336766,316550.5,335356,322775,339925.5,318670,321023.5,327321.35,9207.68412809528
321872,336254,329618.5,337531.5,318151.5,336454.5,314891,342443.5,312747.5,323265.5,327322.95,10533.2927727331
314826,336882,342607.5,333682.5,315092,334425.5,323077,333386,318731,337244,328995.35,10114.4625963958
311165,338073.5,331407,335272.5,312076,336453.5,310910,335736,318778,330212,326008.35,11433.9178544704
310675.5,333983,329588.5,332393.5,316642.5,334066,312534.5,330462,314619.5,314948.5,322991.35,9816.69068771821
311336.5,334453.5,329787.5,331831.5,310968,330420.5,311184,333040.5,309880.5,313339,321624.15,10944.6808619276
308799.5,334154.5,332654.5,333132.5,314432,327608.5,307090.5,334864.5,309262,310141.5,321214,12168.5256570657
308523,330360,339073.5,332873,308362.5,326450,306259,328392,323026.5,314993,321831.25,11573.5968533987
307137,325426.5,355892,329688,308474,326097.5,306699,327948,308583,309051,320499.6,15758.0478729653
304545,324100.5,336437,329135.5,306016,328343.5,308861,326196,304145,305521,317330.05,12590.4442412358
305737,327644,330164,327642,306954,327978,307132.5,326851.5,305150,306108,317136.1,11553.8550824678
308615.5,325135.5,326844,329610,305969,331897,305897.5,327451,304286.5,304154.5,316986.05,11995.9859963656
306977.5,322473,325347,322195,305007,330068.5,304894,325245,309519.5,305194.5,315692.1,10189.5336165215
306667.5,323915,322126.5,324608,301781.5,325642.5,305807.5,324118.5,302659.5,308208,314553.45,10241.9303178703
300146,323007,320280.5,322495.5,304676.5,326476.5,303498.5,320605.5,299721,299364.5,312027.15,11354.6306389606
299470.5,333031.5,326219,324810,305089.5,324639,311207.5,322692.5,300104,301245.5,314850.9,12753.8366576058
297499.5,323447,316007,316053.5,301037,319541.5,300468,318717,296229.5,301157.5,309015.75,10573.3570860652
296628,320933,312109,315149.5,301264.5,321721,297551,314779.5,295883.5,301037.5,307705.65,10262.0102320538
294196.5,319489.5,309926,315327,298617.5,319204,294858.5,318363.5,295377.5,298492,306385.2,11041.6156431526
294345,321767.5,308717.5,315859.5,299933,319961.5,311295.5,313549.5,293978,298605.5,307801.25,10395.3994532036
295043.5,315767,308649.5,314028.5,298086,319929.5,295629,312023,294350.5,300594.5,305410.1,9711.7502736519
293456.5,314502,311188.5,315356,297770,319394,294440,312722.5,307313,293803.5,305994.6,10113.3283695879
292134,318588,307749.5,312399,298930.5,316320.5,294376,317434,297564,291260.5,304675.6,10994.7186129422
291866.5,314641.5,312290.5,310888,296676,315513.5,291968,314570,293672,290425,303251.1,11078.8866162424
289434.5,313532.5,303311.5,309482,294050.5,313732,294305,319964,304150,288923,303088.5,11030.893509191
294613,314772.5,308069.5,310005,293467,312399.5,294339,325806.5,291537,292473,303748.2,11993.9869128938
289883.5,305783.5,298846,306878,293917.5,311480,292199.5,309793.5,290035,291327.5,299014.4,8658.83043744618
288452.5,303782.5,303304.5,305922,291043.5,310071.5,291805,306207.5,320886.5,295341.5,301681.7,10059.0109305041
285317.5,304454.5,296895,305003,290972,304147.5,286103.5,308980,301773,291453.5,297509.95,8542.25942154651
284867,303343,297031,303930.5,286085,304542.5,292276.5,305027,297683.5,288372,296315.8,7947.57196744879
284352,301723.5,295821.5,306321.5,284607.5,303034,284467.5,313785.5,284273,295672.5,295405.85,10737.7216832633
282966.5,301839,293194,304911,282459,301194,286581.5,302272.5,285146.5,286750,292731.4,8982.43853552277
281352,306606,297537,304872,284021,305586,287657,299525.5,289542.5,285487,294218.6,9695.57255715778
279841.5,298657,302611,302414.5,282311,303640.5,284750,300403.5,283006,284460.5,292209.55,10016.9642785793
280300.5,296616,305627,298891.5,280036.5,302979,282798.5,297630,278816.5,304000.5,292769.6,10971.1529015363
277380,295107,299589.5,296544,283689,300862,278237,299461,294224.5,284176.5,290927.05,9122.52453926239
276611.5,294578,289569.5,296959,282253.5,299702.5,277875,293829.5,276255.5,281447,286908.1,9013.05919454901
276492.5,295233.5,290814,295518.5,280799.5,298153,277252,292903,274232.5,277233.5,285863.2,9448.60057304196
274914.5,292602.5,291925,294837,275926,295756.5,275811,291223,275713.5,282644.5,285135.35,8925.89861660376
274388,296120.5,303280,294455,275184.5,294350,274702.5,296484.5,278404,280262,286763.1,11137.5487024749
274091.5,296315.5,290861.5,293231.5,275213,293543,273643,290690,280644.5,283103.5,285133.7,8829.65199767239
273265.5,292610.5,300105,291416,273409.5,292528,273154,302130,276302.5,275927.5,285084.85,11773.81340577
270972.5,290955.5,306506,288396,272813.5,292354,270282.5,290190,278986.5,270772,283222.85,12290.1412071492
270924.5,290995.5,265723.5,288524.5,277534,295758.5,273132.5,290271.5,283555,273072.5,280949.2,10211.3634664742
270904.5,289679.5,264222,286777.5,274786.5,292688,270385,289416,276983,270563.5,278640.55,10111.8446290861
268280,290690,262908.5,284959,273158.5,289804.5,273012,284764.5,292936,267426,278793.9,11023.7687642052
268042.5,290535.5,263119,284702.5,273136.5,289238.5,267964,283904,269237,266711,275659.05,10315.1748044918
266951.5,286758,260128.5,283254.5,271354.5,287401.5,267414.5,283367,301741,266149,277452,12996.8321460783
265347,286713.5,270835.5,283749,270320,284874,265858.5,291862,264444.5,275093,275909.7,10081.4382963059
266391.5,286022,260612.5,281608.5,269147.5,282469.5,265460,284588.5,266029.5,269612,273194.15,9405.36948016043
262362.5,285179.5,264472.5,279649,268744.5,283852.5,280994.5,278835.5,261523,266057,273167.05,9380.37509155862
262435.5,282622.5,259839,279700,265240.5,286867,268651.5,279409.5,260508.5,266663,271193.7,9990.91645001154
261040.5,282726.5,259750.5,277692,267910.5,281880.5,264896,278676,258017.5,265514,269810.4,9525.61843953218
259150,280600,255882,276257.5,263881.5,280028,264063.5,276132,255178,265519,267669.15,9802.71754002146
259175,282735.5,257075.5,279782,259743.5,280129,263648,276914,258460.5,266261,268392.4,10324.4259802772
257348.5,276906.5,253367.5,285533.5,258283.5,276923,262362.5,275102,253960,260556.5,266034.35,11471.9632995936
257779.5,275853.5,263353,274759.5,257542,276633.5,261286.5,275787.5,256322.5,262011,266132.85,8566.17698032987
257603,274723,258311.5,277216,255819.5,279430.5,262558,271387.5,258984.5,256399,265243.25,9381.2768180089
256504.5,272345,254107.5,275536.5,257217,279000.5,289790.5,273868.5,267030.5,259064,268446.45,11672.2560692962
253994,273000,252748.5,273700,253930,276987,260006,268798.5,254994,257765.5,262592.35,9492.76470982564
253855.5,278982.5,251866.5,273562.5,256235.5,272898.5,268760.5,269398,254883.5,261381,264182.4,9700.84748531454
256510.5,271602,247918,271742,258884,272452.5,280583,268580.5,257925.5,258102.5,264430.05,9977.07377621871
252440,267783.5,247355,271903,256121.5,269390,256437.5,269159,252933.5,253609.5,259713.25,8876.05463295614
251224.5,266423,245653.5,266415,250821,267765,266181,272267.5,250236,260756.5,259774.3,9391.97519812644
251541,264520,248657,265997.5,249831.5,266440.5,254618,266467,250292,250798.5,256916.3,7860.6332166478
251518,266225.5,250199.5,268870,252340,267959,262110.5,266326,260279,253323.5,259915.1,7427.44950167956
249927,265754,249514.5,266724.5,255205.5,265598.5,263004.5,266210,255965.5,253788.5,259169.25,6989.02691625316
247645,267139,242417,263652,253443,263398,249121,264208.5,258040.5,258935,256799.9,8295.129564322
286159.5,302959.5,278566.5,305735,290139.5,305152.5,287836,301727.5,280778,284693,292374.7,10486.3171620079
282904.5,294672.5,270740,296756.5,285575,294417,285338,295917,276994.5,276995,286031,9221.68555935169
277074,295918.5,272775.5,292559.5,276094.5,291875,275146,305458.5,274150.5,273472.5,283452.45,11820.3705935747
271726.5,291755,276109.5,288404,274391,290044,281796.5,292149,272752,285218,282434.55,8138.06661946053
281002.5,285975.5,269037.5,286962.5,275163.5,287493.5,272006.5,292182.5,284425,270842,280509.1,8151.86279257011
272962.5,289456,266460.5,285558.5,270717,286199,273793.5,291887.5,277741,276233,279100.85,8620.3955569529
272324.5,289091.5,261751,284533.5,267832,285591.5,269686,287332.5,266695,271812.5,275665,9948.49221127392
272389.5,284103,269667,284470,269032,285122,274951.5,288311,265649,277378.5,277107.35,7970.41273520038
269181.5,283630,264685.5,283135,271753.5,284836.5,267392,283718,267048,270792,274617.2,8175.55210232176
267623,279644,267197,283086.5,269435.5,281397,269555,291443.5,262546,269120,274104.75,9164.23563597459
267750.5,279032.5,266545.5,280440.5,268845.5,283869,263189,280342,269547.5,269410,272897.2,7235.92742347363
267181.5,277520,272812,278841.5,266912.5,282758,262125.5,277008.5,257613.5,272787,271556,7965.07126633389
263147,276914,262283.5,277572.5,263427,282171,271146.5,279063.5,265243.5,263548.5,270451.7,7807.82380834905
263996,286771,260306,278573,264312,282900,262556,281514.5,270044,263884.5,271485.7,9926.80346670904
260808.5,287478,260813,277042.5,262694.5,282893,260699.5,281901,263086,261883,269929.9,10981.473069068
259354,294636,255478,275919,265505,286095.5,257692,280741,260680.5,267285.5,270338.65,13355.7881731106
258630.5,278433.5,257994.5,275984,259834.5,274387,257190,280691,254227.5,261301.5,265867.4,10192.3626630706
256338,277519,257637.5,272485,257415,277192,255298.5,275592,253783,261168.5,264442.85,9954.73762992052
256660.5,273077,250947.5,271342,255647.5,275745,254895.5,270139.5,250957,264373.5,262378.5,9619.39187267054
259249,276881,255529.5,272135,258993,273067.5,255483.5,275420,259607.5,261016,264738.2,8559.63040868783
256287.5,274767.5,257216.5,271165,258003.5,274096.5,258971.5,269571,257113,258587,263577.9,7759.89433920047
255160,274046.5,256692.5,270238,255215.5,273098.5,257315.5,269059.5,259022.5,264683,263453.15,7629.42208037775
256204.5,269767,251934.5,270252.5,254922,270740.5,258039,268959,268202,259800,262882.1,7374.63808452847
252399,268102.5,249325.5,269472.5,257889.5,270635.5,256251.5,272607.5,252847.5,256629,260616,8669.19597707244
250475.5,270768.5,246957,266155.5,256632,266929.5,251497.5,275822,252326,250528.5,258809.2,10171.2877372206
249168.5,269789.5,245178,264782,254460,264933,249731,265499.5,250530.5,253533,256760.5,8647.33598990014
249012,267883.5,244496,263977,253647,265353.5,248961,263458.5,267262,254040.5,257809.1,8706.12448477762
254278.5,263723.5,244985,263934,249394.5,264062,247978.5,262195,254060,247850.5,255246.15,7621.1737870007
246342.5,267948,248174.5,262894.5,254990.5,262915.5,258939,260944.5,248257,250640.5,256204.65,7564.41299422647
250946,260841.5,246079.5,261545.5,251666,261877,246787,259831.5,246840,246352.5,253276.65,6943.00510526002
248435,262173.5,244564.5,259978,249872,267085.5,244181.5,258415,240965,244955.5,252062.55,9073.05787743152
249791.5,262873.5,244758,262212,250469,265680.5,244674,265798,240665.5,256333,254325.5,9466.6865052609
247348.5,264183.5,244579.5,258618.5,246381,261239.5,243699,262489.5,240338,248767,251764.4,8886.44210081353
246051,258787,242850,257348,244388,259836.5,241599.5,260141,237977.5,253712,250269.05,8545.15263971985
246012.5,259707.5,246139.5,257337,243399,259674,241240.5,263790.5,237965,250868,250613.35,8973.84852424594
243231.5,255234,240235.5,255046.5,242765,258011,241501.5,253978,262750.5,245734.5,249848.8,8021.71655985592
240895.5,253351,235984.5,254107,242464,257272,243345,253164,244139,244143,246886.5,7016.74947694602
240381,256828,236928,253842,240171.5,256002,243595.5,254730,237246.5,246108.5,246583.3,8040.5636556152
241885,254681,242342.5,251825,238558,256113.5,241626,254774.5,238765.5,259663.5,248023.45,8106.76407030985
242532,254626.5,236614,254140.5,239168,255617.5,242664,260030.5,234393,246010.5,246579.65,8940.09220077362
241837,251273.5,237316,250963.5,240644,252065,240613.5,254364,232336,238606,244001.85,7535.69650636961
237618.5,252354,233375.5,251662,238967,253424,242770.5,254222,232328,239341.5,243606.3,8554.59675716967
236462,249983.5,231409.5,253550.5,237133,249968,238074,248274,233743.5,243287.5,242188.55,7827.32861500156
237313.5,252696.5,235762,248235.5,238579.5,252908.5,233536.5,247499,236312,238776,242161.9,7372.79479950144
234583.5,255970,231885,247349,237773,249796,235587.5,247565,236713.5,240245,241746.75,7903.6607279651
233328,249343.5,236921.5,248279,234368,248394,236303,252032,234165.5,233852.5,240698.7,7727.31376424635
232220,246208,230775.5,244613,232589,250871,233534.5,246702.5,228286.5,238508,238430.8,8028.24770973647
233710.5,246624,231017,253381,237342,251341,233878,252479.5,240001,238306.5,241808.05,8447.60439891426
231924,250526.5,229781,248229,237367.5,251167,232206,246311,232173,232908.5,239259.35,8733.37251597444
229850,246907.5,224782,245985,234758,248335.5,230274.5,244385,230143.5,229676.5,236509.75,8887.0898788011
229050.5,243672.5,223852,250644,233116.5,246927.5,229246.5,246831.5,228706,234974.5,236702.15,9481.9323483314
229674.5,255363,232349.5,245562.5,230899.5,245839.5,229231,242848,228118,230209.5,237009.5,9549.37760042798
,,,,,,,,,,#DIV/0!,#DIV/0!
nds_n0=1,nds_n0=1,nds_n0=1,nds_n0=1,nds_n0=1,nds_n0=1,nds_n0=1,nds_n0=1,nds_n0=1,nds_n0=1,#DIV/0!,#DIV/0!
192972,225777,196525,199328,192908,202341,190592,198648,186702,191558,197735.1,10900.0269260626
189597,214298,184391,201763,188453,193333,187671,219849,188520,186757,195463.2,12403.0252116167
185885,193619,182078,189946,188651,190978,186968,192167,185356,184368,188001.6,3693.93975767518
184683,202467,180818,189192,185073,190255,188477,190069,180369,182923,187432.6,6431.2420815198
183357,190612,179854,188407,184626,191863,183081,188719,179679,182160,185235.8,4382.53794557953
182670,187910,183972,187031,183663,188797,182246,189884,181165,184334,185167.2,3010.95624530001
181947,187676,182728,186449,184593,187789,181350,189365,186987,183239,185212.3,2802.01994798197
181218,188333,178034,191250,181628,187374,180733,193136,177103,180254,183906.3,5650.30424057954
180250,186003,176732,188022,181348,186614,179890,191795,176558,179380,182659.2,5135.33899778994
181449,185488,175948,184352,180065,186604,179084,187064,176104,178913,181507.1,4157.71607843644
178886,184449,175122,183582,179815,185061,178120,185876,182191,177996,181109.8,3618.92960847695
177705,183719,174236,182771,179210,184498,177147,185525,174240,177384,179643.5,4193.5346334831
177249,183351,174211,182543,178046,183909,176551,184957,173886,176658,179136.1,4155.70754638859
334762,356936,337365,360341,334327,360529,349920,359426,334188,334868,346266.2,12164.7351690587
292257,344728,287035,321004,295140,300224,292579,319244,284872,288712,302579.5,19461.1206497582
280184,309629,271271,292886,277420,287075,275222,289596,271825,292042,284715,11931.7903937339
277909,328970,268692,287882,274505,284665,274663,287274,272355,291031,284794.6,17243.4495079533
276481,296742,268727,283386,278868,284295,280216,285349,271384,277180,280262.8,7895.90311209272
278176,292441,266727,280493,276180,281671,270771,281895,269597,271341,276929.2,7670.82282707953
276586,290015,269340,282377,277125,283474,272125,283422,283097,272312,278987.3,6529.78219902216
273927,279785,266366,284388,276496,279923,270433,280151,275666,269306,275644.1,5669.69363173865
275394,294415,268417,279308,275344,282666,270768,281290,265342,276245,276918.9,8255.35009621707
272681,280205,265716,277710,269013,278699,269585,299781,271611,268599,275360,9832.57409498313
273012,278475,264441,284856,274259,282127,268149,288746,264106,272318,275048.9,8417.84718387731
271582,276378,262739,290257,295208,280314,272635,309707,261688,270570,279107.8,15171.4452091201
270454,274909,262483,275702,280155,279681,265673,283303,261279,270344,272398.3,7634.11031052953
268223,273266,303647,273670,268558,277675,263742,275031,259598,267741,273115.1,12023.7668016308
269472,279828,271723,273927,269485,278168,264412,281764,259925,269249,271795.3,6845.07868715425
269322,274284,270421,273410,266362,277883,263558,279205,259750,264595,269879,6380.14209176497
265791,271050,261862,270444,263606,274647,260438,276137,256894,261487,266235.6,6492.2701935969
265661,292619,261835,279317,262984,274684,261298,273601,257005,268244,269724.8,10619.5423818543
265492,272499,260824,271230,263007,280514,261885,272628,256389,261980,266644.8,7314.29988751107
264282,267751,260391,272710,261619,271694,260555,269707,254702,260404,264381.5,5871.51101600867
260491,265984,258956,265416,261468,269985,258856,268188,252878,259268,262149,5182.83873310113
258222,266992,270171,266132,260947,271131,257709,268285,254224,257420,263123.3,6094.20887309328
255529,264581,261523,263791,258660,270179,259937,266070,263070,255108,261844.8,4705.16047193575
255466,263971,258798,262878,255524,267520,256508,264737,254549,253887,259383.8,4950.38763465381
254222,262971,256624,270016,254840,266737,253248,285870,253566,253108,261120.2,10630.8590099243
255020,263588,269695,274955,254769,266977,258528,276908,257324,253770,263153.4,8601.95644671089
254617,265900,257688,287589,255355,264226,253557,267119,279459,253353,263886.3,11708.0906409011
259569,265058,253548,264053,253586,265410,253102,266174,255353,252157,258801,5856.27547545746
253031,260542,252526,263055,253262,262127,251356,265004,246936,250819,255865.8,6216.29321130277
251063,260232,258243,265309,251965,260670,250573,264248,246262,250673,255923.8,6605.48416595382
249037,256819,245463,262661,250070,259343,248151,261490,244033,248892,252595.9,6835.3058527033
248345,256644,248983,259711,249270,256420,247512,261007,243500,247892,251928.4,5970.47794848397
247821,259968,249033,257312,247833,255436,247645,259524,242140,247247,251395.9,6136.24319469531
246365,259436,248892,254378,247061,255579,246187,255999,241218,253847,250896.2,5742.88922252747
245921,254176,241573,254177,246997,253878,244907,254900,240841,246128,248349.8,5458.86111036196
245081,253005,240557,252848,245305,253247,244325,254778,254531,244535,248821.2,5319.03681339227
246313,252454,275178,251981,244993,252324,246105,253348,239763,243570,250602.9,9757.21652533253
245785,256795,242464,251271,245672,251886,245158,252996,240360,243900,247628.7,5280.6092882882
243146,259785,239251,250725,244001,261076,243826,252558,251449,244978,249079.5,7310.3006968098
244119,253029,240158,249393,242312,253102,241360,253318,239254,246765,246281,5607.66358556653
243206,253889,239311,256286,241542,248729,242455,250906,237121,243142,245658.7,6415.12352093776
240247,248083,237459,248072,240615,248204,239168,250019,235645,239409,242692.1,5297.87662810929
241458,247261,255270,262786,239702,247180,240368,249270,237066,244769,246513,7832.21365047371
240937,246251,249250,256426,239370,249155,239622,248548,236407,243779,244974.5,6078.05749762574
238903,247562,235071,246937,239621,253135,238854,250081,234383,242641,242718.8,6420.65107117477
237869,244837,232386,244210,236997,244641,237402,249322,232232,240291,240018.7,5659.44649924158
238877,246085,232878,244999,238723,245665,238358,250039,233548,237579,240675.1,5716.77670350852
236871,244779,238563,244389,236930,244584,254482,249193,236104,238594,242448.9,6108.46262618963
236174,250308,232489,244441,237083,244060,236167,248511,235902,236097,240123.2,6155.64304430406
235935,245573,234442,243184,235747,243013,239132,247298,234446,239261,239803.1,4723.43473073944
235402,241887,233788,244385,239857,241797,234329,246241,233131,233992,238480.9,4911.23540579263
233803,241290,233037,255125,238660,241729,233015,243318,233541,233133,238665.1,7094.24714430252
234655,240733,232310,240921,237121,240413,232127,242709,231770,232324,236508.3,4366.62674409231
233107,239814,238150,259363,236153,239918,231540,242073,227957,231608,237968.3,8760.72574429006
231791,239047,238470,241101,235336,246308,230873,247235,226968,230595,236772.4,6856.89544586729
231275,238197,228732,237975,231864,258879,233889,241066,227419,233889,236318.5,9016.20859280046
230265,237506,227808,246188,230079,237731,234875,241987,225033,232645,234411.7,6561.93577553318
229675,236947,226989,236893,229795,236632,228523,239433,224090,231864,232084.1,5111.01576010092
230643,235392,223673,235577,233390,235421,227350,238005,223472,231297,231422,5128.12495514253
227140,233521,222031,235593,230559,233458,225803,235241,221589,225838,229077.3,5294.3386755204
227397,232699,221046,233578,229384,232799,224572,234308,220744,224819,228134.6,5174.63300255304
225503,232059,220813,232845,228626,231626,223546,233589,232498,224292,228539.7,4637.05821615386
224442,231060,222581,251808,227970,230648,223003,232519,219121,225336,228848.8,9124.70690914386
223802,230598,222690,236283,227263,230306,223174,251344,218571,224709,228874,9353.36170107364
222967,229568,218041,230894,226382,230297,221848,243255,217409,225185,226584.6,7556.18088719427
222539,235614,217439,229542,225885,228643,223248,230037,216742,224403,225409.2,5829.84729740935
221822,228368,216673,229123,224798,227837,227961,229285,216131,225520,224751.8,4958.86202895606
221962,227281,215971,228090,224017,229769,219175,229657,215225,227857,223900.4,5542.29337208183
220008,226235,214690,226938,219809,233679,218393,227914,214664,222113,222444.3,6153.26688389545
219246,225965,213984,227115,219056,226243,217598,227307,214061,221212,221178.7,5215.79426251543
219898,224937,213122,225898,218770,225001,217093,225993,213116,220828,220465.6,4980.79050397067
217637,224641,218972,226727,217430,231540,216342,225387,213212,219628,221151.6,5662.37777302473
217066,223441,215510,223295,221901,224128,215202,225004,213321,221903,220077.1,4325.01731403085
215993,238232,211378,227771,215953,222763,224367,226503,216984,220029,221997.3,7729.92955336593
215316,231981,212874,226660,214992,225062,217675,222925,216353,216126,219996.4,6268.02473227766
214706,220941,212658,221000,214396,226422,221353,225311,220081,213043,218991.1,4996.98496762464
213823,220372,216363,220960,213533,220567,218868,221182,213808,216223,217569.9,3176.61491563303
213246,218738,208371,219340,212452,221654,219668,220498,208373,215163,215750.3,4954.55846334128
212056,219347,208689,231637,211766,223718,217055,220774,207642,210786,216347,7615.48339459376
211560,218012,207135,224656,210993,217671,213893,218481,206887,210089,213937.7,5688.08972131926
212307,218180,208422,224951,212711,218294,214394,219068,207473,211512,214731.2,5382.7119311118
211995,218159,214257,221199,211102,217811,213838,218382,206480,210039,214326.2,4552.59517686829
210106,217732,215783,217759,210562,216479,213191,217363,206192,210296,213546.3,4068.24843691292
208336,221574,204099,214690,208472,215407,211362,221218,203517,207349,211602.4,6465.23615105349
207521,214266,203327,213554,208016,213902,210316,230565,203051,206852,211137,7950.93144788011
207750,215203,203908,214824,207915,214439,208211,215923,203857,213459,210548.9,4732.15669530172
206616,213939,203421,213694,211559,213824,206144,218346,202694,209325,209956.2,5156.31263167349
206935,213332,202788,212813,210606,213011,205688,216692,201991,205860,208971.6,4988.2032213792
206952,212511,201882,217478,209599,212183,205644,215997,201926,205208,208938,5519.23070323714
206215,209937,200904,225582,209864,213959,204791,213548,201014,204018,208983.2,7464.5383395239
204048,211594,204424,211238,208838,217040,203554,211636,202613,203156,207814.1,4936.90560866712
203284,210380,202597,212872,206436,210001,202584,213302,209246,202969,207367.1,4315.16780798976
201618,208579,197835,210811,202584,208014,208136,209739,205112,201258,205368.6,4336.18404180962
200790,207545,197230,207343,201420,207325,202580,208142,205319,200482,203817.6,3808.58168993247
200550,206759,201125,206423,200798,206719,199222,207844,195655,200289,202538.4,4095.39470896545
201563,205818,195567,205904,201957,205885,200354,207374,196264,200686,202137.2,4116.59402904877
