14955610,1567246,4579,6316,6386,13302,5256,4705,4691,7134,4871,460268,93060,137929,14343,16583,11403,6153,5732,11379,25800,40948,13075,16418,15678,15282,13256,13298,7194,6515,6151,4584,4177,4051,7575,5915,5582,5443,4724,4530,4514,4418,0,0,1
542530,10551,8548,13054,11235,13196,10930,7827,10072,16571,9215,47311,23407,23876,22003,27818,16568,11240,11372,23637,50319,486381,31394,29865,35988,35250,53268,52401,38197,29585,31392,20322,20119,19219,38227,26602,25504,23530,22165,13913,9243,8981,0,0,1
558763,11745,10084,13964,11398,11557,11585,10325,10299,16123,10980,302328,26775,26736,36768,36767,23144,12441,13372,24327,71932,132745,23407,28042,25085,26501,24744,24562,15200,13203,11229,39257,8754,8309,16664,12284,12209,18188,16750,10707,10041,12697,0,0,1
9074368,8720193,8693104,8692255,7183713,5662,8224,74532,6494,7900,4726,37963,13034,7381,8466,12931,8265,6362,5411,11718,26515,58545,10959,14977,11628,11949,11737,11205,7160,6184,4843,3979,3964,3878,14085,5518,5462,4913,4818,4687,4626,5010,0,0,1
3557414,29498,21831,32778,25779,29170,23644,24305,21901,37837,21028,884194,200729,42124,142909,60322,42601,34280,61224,31912,89421,155983,33459,28281,37507,35784,26766,36100,21186,18891,15661,12906,12303,11698,22548,16634,16366,17074,14414,13717,13770,13261,0,0,1
387375,6640,5541,9744,6664,7072,6374,7065,5802,10763,5314,282986,15182,10718,15365,16469,16091,8792,9003,16564,44415,100491,15501,17483,16545,15589,14383,15233,10833,8869,6923,5858,5721,5547,11030,8044,7620,7141,7680,6753,6719,6340,0,0,1
1796261,18143,22152,33958,26628,31518,25202,24064,25835,39214,21987,555604,57688,43268,48744,58732,41964,30562,30608,70329,114066,130499,35172,46618,45971,43312,42720,41068,24677,22106,17274,14582,15033,15740,26134,29695,27122,18229,18456,16513,16511,16081,0,0,1
1109036,25720,21744,33409,26956,27372,26145,21037,22734,36692,20069,677268,100893,37848,51187,70953,40697,25324,29563,57804,135993,314750,53583,63680,63909,60992,45893,52760,32940,33784,23992,20376,19710,18149,36020,26305,25513,23536,23408,22373,21547,21304,0,0,1
440559,8440,7279,11259,7979,8670,8575,7599,7384,13468,7030,234645,20358,14226,14467,19095,12720,8754,9781,17971,44657,71262,18804,20874,19079,18391,16839,16596,10765,9994,7101,6554,5970,5840,12514,8673,8191,7652,7484,7138,7081,6937,0,0,1
278508,4993,4207,6427,4438,5440,5021,3751,4263,7007,3451,393604,106123,9354,9505,14023,8670,6333,6572,12292,27905,69362,10386,11651,11092,11015,11339,9797,6911,6430,4891,4168,4066,3911,7550,6288,5579,5140,4863,4612,4700,4512,0,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3270042.4,1040316.9,879906.9,885316.4,731117.6,15295.9,13095.6,18521,11947.5,19270.9,10867.1,387617.1,65724.9,35346,36375.7,33369.3,22212.3,15024.1,18263.8,27793.3,63102.3,156096.6,24574,27788.9,28248.2,27406.5,26094.5,27302,17506.3,15556.1,12945.7,13258.6,9981.7,9634.2,19234.7,14595.8,13914.8,13084.6,12476.2,10494.3,9875.2,9954.1,,,
4912824.87317744,2742214.91576582,2745287.53485582,2743101.60457664,2267228.55631271,10139.7448844743,8505.54688554606,21210.172376061,8263.4412424042,13317.4227107033,7367.63439269651,267438.144185176,60188.296094562,38520.041441653,40601.4343727192,22080.0801883105,14152.2482238296,10784.3127576844,17681.489289964,20403.9517308127,38733.8346239793,139859.664250515,13804.8461619663,16176.8828919542,17291.7491744216,16292.6203284391,15707.6587777357,16912.8957110642,11314.7406711579,10094.7946591851,9058.29357304981,11165.72498716,6402.8296531039,6108.54197551811,11151.1120028453,9565.71799942087,9036.55173663543,7745.16543399817,7422.08851709245,6042.51553668761,5741.75547681679,5702.22896866753,,,
