152126,4862,1804,0,0,1
141456,2862,1691,0,0,1
302661,5997,4106,0,0,1
202990,5485,6427,0,0,1
299988,9058,7717,0,0,1
218709,2995,1987,0,0,1
150158,3338,2609,0,0,1
105614,2867,1748,0,0,1
112816,2557,1729,0,0,1
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
187390.888888889,4446.77777777778,3313.11111111111,,,
74312.0551516449,2145.70499939867,2286.95208981542,,,
