12120765,23170,13909,10769,10101,9353,10105,9215,19638,12009,111473,161230,283770,440000,210588,32738,35591,93080,17962,29438,30034,25639,34692,18517,15648,17161,42751,45893,15291,14053,67726,159676,29842,27739,75585,83105,46050,43253,42813,43123,187802,98233,40238,40067,42281,43005,40235,39655,39097,18087,39189,40337,33418,23899,24041,22468,22189,28061,20733,17710,30225,15942,15643,15143,68346,82908,57426,57354,56037,54489,54267,52694,53288,52801,51711,51856,52438,51236,51190,49663,48647,48542,48536,49334,47692,47380,46436,46221,45737,45212,44923,45059,44509,44062,43333,43047,42647,42166,42631,42108,41942,40923,42631,40103,39671,0,0,1
9202637,7188789,7882659,8658447,8663461,12313511,8670658,8681126,8677427,12721314,8703788,186173,451101,51881,35464,29473,110981,90865,23175,34607,45247,37447,239186,24120,17031,18846,188747,82754,22058,13970,193310,187773,30099,26509,78241,88802,45784,42770,41910,65307,331537,187436,50042,41531,41350,42399,40328,39357,38460,17284,39487,42835,32977,23289,24061,22009,21814,28148,20694,17574,34270,16118,15945,15443,68674,83085,56767,56844,55466,53488,54083,52370,52855,52404,51262,51226,51336,50801,50890,48604,48065,47925,47318,47845,47179,46232,45880,45984,45301,44634,44253,44723,44062,43532,42885,42653,42036,42129,42084,41485,44724,42699,42439,39343,38922,0,0,1
438438,23207,17777,17142,15043,13521,14187,13065,32025,19665,172759,116543,421588,612384,181137,139596,242178,176450,86558,123437,140019,116169,491847,69478,35990,42521,90698,88683,33354,40924,204483,257849,44984,36979,105997,124316,63248,60726,54822,55391,211781,112154,49263,49095,52044,52299,49763,52128,46254,20482,45282,47344,42892,27094,27514,25332,25484,32536,23041,19466,36480,17857,17649,16879,77029,93609,61589,62115,57299,55781,56071,54527,55070,54611,53047,54967,55220,64904,55349,53453,52876,52428,52263,52099,51625,50975,50106,52512,52164,51488,51403,53570,52721,52357,51815,51045,50315,50212,50252,49670,52520,51422,51099,50977,50719,0,0,1
609558,36301,27794,24031,22846,21125,21445,21094,47249,34505,465586,579431,1257546,540512,168940,136813,359926,228030,76565,205605,140220,77538,35923,20714,13276,16123,125026,80089,18999,13483,221511,182157,48059,48494,88728,88764,46475,43240,42115,43602,186978,94844,39821,39529,41629,59729,58370,57115,56298,24854,53811,60202,41993,31250,32189,29766,30859,32668,27422,22033,39415,19637,19500,18769,82874,99124,69354,69127,67455,64908,62360,60382,61556,59233,57589,58115,58086,57262,60881,51404,50900,51078,49986,50310,47990,47218,46844,46663,46325,45691,46009,44759,44310,44026,43432,42985,42430,41945,42200,41631,41328,40414,40165,39702,39243,0,0,1
11918980,8658310,8654743,8671981,8669145,8667107,8679422,8666725,8669677,12169242,8684416,7310177,456230,53109,38411,37137,178993,99150,23778,32975,43290,40008,152027,33552,22413,27507,64909,85267,23075,16471,212039,300630,49465,47776,105251,120208,84486,83139,82950,83516,217182,126737,80557,79505,41804,42501,40491,39715,38890,17376,37943,44029,39078,22804,23784,21897,21455,25813,23590,18642,38736,15637,15610,14691,66694,82321,56520,56002,55558,53300,54015,52289,53224,52960,51418,51072,51602,50711,50909,48317,47822,47574,47350,47646,46852,46353,45918,45541,44922,44367,43973,44401,43739,43268,42823,42373,42119,41500,41775,41217,40905,40261,42328,41703,38636,0,0,1
704261,38416,33439,28970,50835,47001,46589,43323,99996,61189,357750,700597,1349197,512960,169825,155401,271390,88068,20760,3930603,29084,23704,35481,21722,14243,15985,39888,83511,17871,20017,200880,264964,47671,47151,101958,115490,84058,82266,83128,83009,189426,97773,79174,77121,79331,79870,77491,77016,75157,16503,44832,46854,37420,35459,25214,22322,21912,32517,31098,30561,45907,29282,28479,28515,103767,81197,58883,56783,55504,53543,53801,52272,52683,52574,51189,51358,51322,50507,50787,51127,50429,47681,47449,47914,47272,46668,45986,45497,45090,44542,44124,44509,46630,43678,43192,42653,42205,41857,42155,41372,41218,40394,40001,39595,39147,0,0,1
732591,41396,33793,28979,28226,25647,26432,45018,107624,63155,426773,783709,953035,604820,194726,368671,279627,233330,106851,119800,143365,23252,45471,31396,22988,20774,237644,128602,25016,25599,205713,395669,71916,68249,167511,193787,119629,116819,126242,155876,285246,180191,172110,163079,160355,157318,153750,142307,138462,27980,53678,55871,40261,29324,29290,27085,26616,61163,55319,53683,77115,46624,45985,44819,145563,222695,184225,178269,605945,60410,59794,54119,54442,53000,52303,52156,51773,50805,50159,49162,48280,48615,48275,50591,47962,47297,46682,46463,46187,45556,45230,45196,45085,44438,44032,43354,42774,42725,43056,42441,43296,41145,40654,40355,39809,0,0,1
655774,54448,140728,32236,27377,26187,50433,45304,113954,61484,403050,730642,1289453,785692,178940,186396,334055,237912,17454,35614,28995,110158,50667,35056,22444,27111,91028,91390,19034,16444,79189,195857,31260,27467,78243,89170,46736,43760,43209,43821,166369,89809,40673,40549,42606,43459,41462,40977,40444,17719,38027,39447,31960,23824,24612,22693,22165,26569,20863,18092,32448,16422,16192,15478,67952,85758,58076,57510,56357,54545,55145,53414,54133,53744,52378,52472,52351,51355,51938,49322,48819,48340,48847,49430,56439,51061,50309,46801,47259,46666,46423,46323,46000,45356,44630,43797,43546,43337,43492,42709,43825,41915,41280,40963,40528,0,0,1
687094,40468,37915,31649,29820,29654,28631,28323,102224,61470,365309,558673,844466,827914,179002,156200,288762,396872,31789,27578,28608,25481,84769,22425,17100,18742,46069,47739,18868,13843,64739,176844,30057,27062,75431,83297,45305,42782,41773,42079,186214,98842,39486,39200,41376,42662,40097,39139,90968,39236,86706,88581,70545,47632,50075,45641,45248,52506,42572,37262,52928,31072,30140,28553,127962,160412,107803,102231,99929,95791,94309,91548,91914,90245,83589,83987,81693,80934,81997,77865,76999,71949,71308,72610,69413,68036,67554,66677,66559,63615,61693,62156,61579,61720,57232,56455,56202,55273,55671,54814,53915,49981,49214,48872,48582,0,0,1
9179291,8707521,8649380,8663030,12377740,8668678,8673693,8802768,19240954,19197442,4425096,99547,333571,402199,33783,37300,60499,92881,27081,34820,44711,38159,249697,38807,23020,27901,67150,88813,25556,19519,72502,190368,29756,26871,79897,89775,46853,43539,42697,43472,193758,101731,40213,40120,41770,42943,40652,40099,39205,17494,38629,42927,32792,23241,23861,21919,21621,28571,21016,17890,36404,20063,22320,20472,68253,87915,58078,57180,55356,54150,54203,52970,53345,52714,51129,51517,51553,50768,50379,48958,48324,47945,47758,48432,47299,46652,46656,46067,46029,45282,44938,45276,45353,48325,44003,57402,65804,42673,43385,42280,42613,41554,41174,40635,40472,0,0,1
