600,524,660,0,0,1
1310,983,1237,0,0,1
2251,1714,1996,0,0,1
603,529,679,0,0,1
2085,1875,2390,0,0,1
1562,1330,1594,0,0,1
1463,1157,1470,0,0,1
1797,1517,1930,0,0,1
2668,2399,3206,0,0,1
1645,1276,1856,0,0,1
748,600,723,0,0,1
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
1521.09090909091,1264,1612.81818181818,,,
677.954047785756,595.960233572677,786.285929949382,,,
