,,,,,,,,,,
mode1:,mode1:,mode1:,mode1:,mode1:,mode1:,mode1:,mode1:,mode1:,mode1:,
66639.937500,76113.312500,53468.125000,85902.000000,80910.562500,64241.562500,84943.812500,65579.625000,54730.375000,74432.187500,
57853.789474,73803.736842,57782.578947,65418.473684,72245.052632,57056.157895,72281.315789,55914.526316,52260.263158,74767.526316,
89191.312500,89441.250000,79747.187500,95738.187500,100258.312500,83306.687500,102213.062500,80410.875000,84044.125000,98244.312500,
94720.466667,86154.066667,59231.466667,95743.866667,91086.066667,70333.933333,94259.866667,72681.400000,67874.266667,89520.533333,
64565.882353,73475.000000,54081.294118,84616.647059,80284.470588,65981.235294,84028.294118,63746.941176,67514.647059,73820.058824,
58354.235294,65079.529412,50351.411765,78094.352941,65234.882353,58721.000000,75537.470588,61810.235294,58310.529412,64235.823529,
57991.705882,64423.000000,46079.941176,75446.529412,64321.470588,57690.705882,74934.470588,61090.352941,58722.176471,64454.882353,
85888.375000,105517.750000,66285.312500,105668.750000,89325.375000,66207.812500,111312.750000,92017.937500,102300.875000,85291.750000,
97941.235294,119570.470588,76169.470588,116351.705882,98370.588235,78851.823529,117938.588235,96532.117647,115243.058824,99812.176471,
85141.875000,110211.500000,91929.500000,105099.312500,91625.000000,71711.625000,109305.125000,90610.500000,104050.375000,109588.625000,
53549.272727,74439.136364,58942.636364,73464.136364,74498.454545,55476.045455,72003.681818,58383.727273,67725.636364,72686.318182,
62715.842105,76679.894737,65598.736842,76808.421053,92212.263158,62240.000000,91322.894737,62822.368421,77502.736842,77210.473684,
65492.736842,91955.736842,81515.473684,94894.315789,90885.210526,62392.473684,91062.157895,77645.894737,59498.105263,95183.684211,
53213.631579,68207.105263,55786.052632,65877.789474,68014.263158,49607.789474,68390.263158,50159.473684,47007.421053,64114.842105,
58004.588235,73851.941176,61436.411765,69380.705882,72812.705882,54282.705882,68412.705882,64575.176471,48629.823529,71077.647059,
55710.125000,76859.812500,60051.875000,71744.312500,75467.312500,55209.625000,72104.875000,51065.875000,49011.125000,74032.437500,
94260.200000,97088.066667,78792.000000,115873.333333,99484.600000,95732.466667,118344.733333,93346.200000,77199.266667,99642.200000,
90623.866667,99219.933333,85446.466667,116093.800000,107273.133333,89022.066667,113678.933333,92279.066667,84603.666667,110751.333333,
109850.133333,112834.133333,110785.933333,120069.066667,131010.600000,104954.066667,134838.333333,108586.733333,107154.933333,137062.400000,
82701.933333,96625.800000,84345.333333,97281.066667,109188.933333,83228.800000,115631.200000,71885.466667,84689.333333,111520.466667,
80892.866667,96059.466667,81886.533333,96041.466667,108921.800000,81098.600000,100122.666667,71580.333333,85472.933333,111647.133333,
79646.866667,94532.866667,81263.733333,94004.000000,109402.466667,82507.400000,99561.466667,70979.200000,82054.533333,110436.733333,
78899.285714,112870.142857,86113.928571,112629.357143,111376.142857,86510.785714,117768.785714,77677.785714,88544.357143,103691.571429,
74437.214286,108173.928571,75673.428571,104251.142857,103535.928571,75645.785714,104606.714286,73567.142857,75890.785714,98694.500000,
72450.857143,105063.071429,73701.428571,100499.857143,100593.000000,72965.071429,101704.500000,70431.714286,74006.714286,97578.928571,
70375.071429,104915.785714,74263.785714,100168.500000,100969.285714,72727.857143,102138.214286,70053.928571,73380.285714,96795.785714,
258862.357143,218176.714286,254867.285714,214077.214286,275301.142857,252239.071429,212928.214286,185468.357143,248827.571429,280011.785714,
110162.071429,117180.214286,106797.214286,113513.357143,130390.928571,110173.357143,113045.928571,83657.142857,107360.571429,129779.285714,
323978.250000,263352.916667,226808.083333,266332.750000,265920.750000,235056.166667,338315.916667,322950.750000,306569.583333,351333.583333,
193042.333333,158110.500000,182214.333333,190894.750000,178369.500000,143970.166667,217974.166667,183343.166667,184541.833333,215278.833333,
144917.750000,116226.250000,142570.083333,157917.333333,151665.583333,112245.250000,182028.166667,141795.000000,142111.666667,180691.750000,
142424.666667,110723.833333,121088.833333,152436.750000,172659.333333,133771.750000,182534.666667,141345.083333,142053.333333,174567.583333,
173820.083333,135487.166667,134710.416667,175146.416667,209765.583333,172305.333333,180726.583333,140833.250000,140770.500000,213311.250000,
120888.230769,121200.692308,101306.923077,127360.769231,131473.769231,115715.846154,139328.538462,114831.230769,100132.384615,153880.307692,
122299.384615,122475.153846,114036.846154,139908.769231,149412.461538,123624.923077,145807.538462,127355.076923,98098.153846,159190.769231,
118574.307692,118079.769231,108024.461538,134291.153846,141489.076923,118122.692308,135462.615385,125025.615385,94774.461538,151567.076923,
112538.153846,113986.076923,105215.000000,131220.923077,138554.230769,114997.076923,135349.538462,122092.076923,90028.076923,149852.846154,
109744.076923,111102.692308,105370.538462,133861.769231,136812.000000,110262.615385,134652.615385,117628.000000,87985.846154,148530.000000,
110996.538462,110418.384615,100621.769231,136047.615385,134911.769231,110679.769231,133774.076923,116926.538462,88025.923077,147561.615385,
108992.846154,110280.230769,100536.000000,130513.153846,134652.076923,107576.846154,134309.076923,114551.615385,86555.846154,145676.846154,
79689.384615,98236.076923,95953.692308,122583.769231,129806.692308,95595.769231,129003.000000,102763.538462,79726.615385,109040.538462,
79982.846154,93092.846154,94462.153846,120710.307692,126835.076923,94275.153846,126459.000000,99568.769231,79521.153846,110842.615385,
82308.230769,92890.923077,94252.615385,120935.692308,124613.461538,93237.538462,124269.307692,97087.769231,81709.615385,112847.923077,
112206.461538,88214.461538,89884.615385,117678.153846,140021.000000,89168.615385,117587.923077,89964.692308,88717.692308,138770.923077,
106097.166667,85114.250000,85730.916667,112890.333333,140259.333333,84710.250000,115246.750000,84638.833333,86467.000000,136098.416667,
81632.307692,82287.384615,80215.692308,96628.307692,114725.923077,83256.846154,101159.076923,80767.846154,83357.384615,107684.769231,
79914.583333,79882.750000,86216.333333,95839.000000,112592.333333,79060.250000,97225.000000,84674.083333,80245.166667,106905.916667,
168209.727273,140347.909091,160833.727273,181806.636364,178856.454545,140699.545455,222401.909091,181424.000000,182645.272727,203624.090909,
127890.363636,130323.272727,162810.000000,165444.090909,166908.909091,128880.090909,200032.000000,162087.181818,160103.545455,207094.454545,
116280.090909,117055.909091,117703.636364,156260.090909,197929.363636,116740.090909,195682.909091,156037.000000,155013.545455,170016.636364,
110430.000000,110402.909091,114646.727273,151556.272727,175548.636364,110333.090909,189150.545455,150083.545455,149664.636364,166594.000000,
110861.909091,110824.545455,111883.727273,154084.090909,159238.818182,111207.909091,190952.909091,149211.000000,152303.454545,166316.454545,
109267.909091,109814.363636,111529.636364,150862.545455,154805.727273,109182.818182,190006.636364,147753.090909,150478.363636,163883.818182,
115272.454545,116121.909091,116139.545455,159348.727273,163047.545455,114568.818182,198008.818182,153494.090909,154039.363636,171058.545455,
114804.181818,116040.181818,115370.818182,157089.272727,157202.181818,113837.454545,195593.454545,153600.636364,151270.545455,172341.727273,
113287.000000,117999.363636,114125.000000,156978.909091,155949.727273,113707.181818,193822.181818,151772.000000,151349.636364,168773.727273,
111966.454545,115002.727273,113686.090909,156666.818182,154628.727273,113242.818182,193431.363636,150001.363636,149635.545455,168618.272727,
112031.454545,116770.181818,113286.545455,156534.454545,155402.909091,113469.545455,193773.000000,149280.363636,149566.272727,167727.272727,
122749.272727,128424.363636,131326.636364,205240.090909,199407.636364,124204.727273,202947.909091,157878.818182,156106.363636,177675.545455,
171033.727273,137314.545455,135357.000000,173351.454545,165208.727273,134165.363636,168553.818182,129393.818182,175956.818182,182578.090909,
192237.000000,147912.727273,148431.272727,184722.545455,180118.636364,144816.454545,182327.818182,143426.727273,185665.909091,186338.000000,
132493.200000,129237.900000,132312.200000,148127.900000,165072.500000,130570.500000,151138.900000,130359.000000,127230.300000,155411.100000,
133854.100000,129931.400000,131305.000000,147412.100000,145470.900000,130238.900000,149971.200000,130347.600000,138237.500000,158713.000000,
130044.600000,127405.500000,128957.800000,144554.300000,142515.900000,128334.200000,143782.600000,128666.600000,133523.600000,150058.700000,
131267.200000,126681.400000,105874.100000,143980.600000,142124.600000,126463.000000,144545.100000,127967.200000,133193.200000,111160.900000,
123360.000000,107045.750000,95973.000000,137328.000000,133897.166667,108619.250000,148906.666667,113013.083333,98911.083333,120199.833333,
134726.000000,110702.636364,106973.181818,153754.727273,152431.454545,132503.909091,161198.181818,111659.727273,107940.545455,109509.727273,
308978.300000,427373.000000,323876.200000,354852.300000,346140.900000,421527.700000,349273.900000,446178.100000,307727.500000,297561.600000,
301608.000000,421222.666667,325577.777778,373875.111111,360115.222222,429842.444444,355558.555556,426977.111111,308530.111111,332591.222222,
231835.666667,315962.333333,251481.444444,287177.333333,287545.888889,249955.111111,274418.444444,231397.555556,235282.777778,252331.333333,
214512.111111,300661.333333,245545.666667,272924.000000,271220.777778,228202.777778,213859.777778,217953.111111,218855.111111,228630.666667,
233633.300000,237128.200000,243912.700000,283500.300000,278949.000000,259508.600000,251825.900000,324717.300000,235850.900000,235575.000000,
252291.600000,255225.000000,239404.700000,277199.300000,275879.000000,265424.600000,253848.300000,320466.500000,249875.900000,240539.100000,
203116.900000,187569.700000,192521.700000,243546.100000,232759.300000,190717.000000,197354.300000,261472.600000,199708.800000,187291.800000,
276831.700000,179337.500000,178791.600000,241180.500000,228467.900000,181273.900000,178103.400000,181040.000000,191998.000000,177142.600000,
449339.000000,461312.875000,444776.125000,527507.625000,546916.000000,452396.500000,453728.375000,448527.375000,570100.250000,626444.500000,
431769.375000,437834.875000,434817.250000,507807.875000,505868.250000,437104.375000,435032.500000,431729.750000,442522.375000,419642.375000,
354231.625000,356929.250000,362887.125000,432898.375000,430514.750000,356742.000000,359215.250000,354736.250000,360917.500000,349998.125000,
253334.222222,253867.111111,253642.444444,333525.333333,324911.888889,259571.222222,255679.555556,250313.888889,257137.000000,257213.555556,
479074.714286,471678.000000,458103.428571,542479.285714,539129.571429,453068.000000,452827.428571,450204.714286,468954.571429,470172.571429,
407201.285714,390269.571429,416671.142857,378911.571429,378924.571429,401935.142857,394653.857143,385937.714286,396333.571429,387903.142857,
392813.142857,378769.571429,403407.142857,373384.142857,371738.714286,379523.571429,383773.142857,374501.714286,382326.714286,374539.142857,
383999.714286,372177.000000,372329.714286,371606.857143,370293.857143,374406.714286,377693.000000,368494.000000,378148.571429,374179.428571,
374707.857143,373398.857143,370190.142857,366741.142857,369186.857143,373151.000000,374404.714286,365868.714286,370230.714286,370603.571429,
375339.000000,368310.857143,365911.142857,365468.285714,364657.285714,372574.714286,367776.142857,367199.285714,369095.571429,365102.857143,
368192.285714,360764.714286,361541.285714,360973.571429,371868.142857,367039.000000,361400.142857,359602.571429,361790.142857,364028.714286,
362467.714286,362549.285714,358336.285714,358233.857143,389655.285714,368478.714286,361922.428571,360415.285714,358276.000000,362257.142857,
353837.142857,355855.285714,353389.285714,354612.428571,375733.142857,367616.714286,361344.714286,354568.857143,355738.571429,356064.714286,
356457.142857,350106.857143,356099.571429,352155.857143,358917.714286,359862.142857,359591.142857,354275.000000,358140.000000,350359.142857,
365955.142857,352912.714286,352737.571429,346652.000000,352492.142857,355909.285714,354100.000000,351463.000000,356962.571429,350762.571429,
199181.375000,203144.375000,200540.625000,212056.875000,196356.500000,198010.375000,200586.000000,205977.750000,202430.875000,209793.750000,
208971.285714,205746.142857,209951.571429,211796.428571,214724.714286,222883.428571,209604.000000,211461.142857,208892.000000,207078.285714,
213866.571429,211904.428571,209313.000000,213037.428571,207380.714286,218626.000000,205350.714286,216272.428571,210143.428571,271557.714286,
169989.428571,170133.000000,167882.000000,168657.428571,171510.714286,172190.857143,166878.857143,176695.857143,168126.142857,227791.857143,
162082.142857,163585.714286,162340.142857,164025.000000,165066.714286,165235.571429,165163.000000,166880.857143,164051.714286,180708.714286,
161131.428571,159564.285714,162306.428571,160939.857143,160765.571429,164155.857143,161552.142857,166387.428571,161642.285714,165624.571429,
161526.142857,161002.142857,161030.714286,159868.285714,160892.285714,162339.857143,159313.142857,162671.285714,160374.857143,162931.714286,
160383.000000,160837.571429,160850.285714,160956.428571,162239.000000,159614.428571,160278.428571,163594.571429,162036.000000,162731.857143,
158678.142857,159515.714286,159294.571429,160332.142857,158673.285714,160036.714286,158427.285714,164708.285714,158926.571429,158177.857143,
162507.571429,157628.428571,160207.000000,157845.857143,159376.142857,157576.714286,160349.571429,161610.142857,160017.857143,160582.714286,
159213.571429,158892.857143,160153.714286,159119.142857,160555.000000,157486.714286,159813.857143,159742.000000,157767.285714,157485.285714,
159412.000000,161533.142857,160370.428571,160011.285714,160814.000000,160811.428571,165893.571429,160955.857143,159581.142857,160072.142857,
210099.500000,206941.333333,207876.166667,206109.833333,207019.000000,208515.833333,207431.166667,210214.500000,208128.000000,206946.166667,
199985.000000,193443.000000,195200.500000,194164.666667,192368.833333,195686.166667,195666.000000,197400.666667,195752.000000,195698.333333,
187779.833333,184176.166667,184191.333333,187597.833333,188380.500000,186865.000000,188300.500000,190873.333333,183208.833333,184921.833333,
181922.333333,183676.000000,185950.333333,183147.333333,182634.500000,181104.000000,186544.500000,188926.166667,181106.833333,181009.000000,
183276.333333,180048.666667,185014.000000,180272.666667,181388.500000,181924.166667,182455.333333,191357.666667,179936.833333,184442.166667,
180663.833333,187078.500000,182232.666667,181261.333333,179869.333333,183698.833333,184280.333333,188832.833333,182036.833333,182225.500000,
178901.333333,185526.500000,179985.666667,181419.666667,182019.500000,181236.833333,202197.000000,211446.666667,182218.666667,184096.833333,
177625.833333,183521.833333,179561.666667,180235.833333,179368.833333,184456.333333,184914.500000,212119.833333,186279.666667,179328.000000,
180552.333333,180219.833333,181336.166667,180782.166667,178908.666667,180466.333333,181613.500000,185861.000000,179980.833333,177747.000000,
178459.166667,183603.333333,178540.833333,181065.500000,177786.500000,182469.333333,179712.166667,186215.500000,177031.500000,184462.333333,
176979.666667,183318.000000,178308.833333,178485.500000,176246.166667,179986.000000,184376.500000,185710.166667,179171.666667,178314.333333,
180126.333333,181752.666667,177343.666667,176192.166667,177268.500000,178954.833333,181421.333333,181996.000000,175711.833333,180144.000000,
214328.833333,211861.500000,210943.666667,206145.000000,208898.000000,212129.666667,217142.833333,211709.000000,212459.500000,207456.666667,
199516.285714,201265.142857,211338.142857,197719.000000,198412.857143,201607.000000,205309.571429,205248.285714,198189.428571,199517.714286,
187926.000000,182737.571429,183058.857143,185241.857143,182815.571429,186561.571429,188927.000000,185444.428571,183390.285714,184052.285714,
190974.714286,182380.000000,186858.857143,188280.000000,184811.428571,182471.000000,182312.000000,187987.714286,185977.000000,191834.428571,
185679.571429,183235.714286,181987.428571,181919.000000,181522.714286,182361.714286,183729.285714,185710.857143,185153.000000,182555.428571,
181641.000000,181105.000000,179886.428571,180626.428571,180953.714286,179273.428571,181823.285714,186256.571429,183156.857143,180223.285714,
182652.428571,179106.571429,180431.857143,177610.428571,180854.142857,177558.000000,180737.142857,181207.714286,182133.285714,179917.285714,
180792.285714,181698.428571,178560.571429,177646.714286,177914.285714,179087.571429,181382.428571,181110.857143,181047.714286,179176.857143,
177120.571429,177047.857143,177860.285714,176493.571429,176851.857143,176193.714286,180472.571429,181411.428571,177654.714286,175603.428571,
177965.000000,175336.857143,177487.571429,175906.285714,176096.285714,176009.857143,178327.714286,178156.714286,177348.285714,174162.000000,
177546.142857,175702.285714,176132.571429,178454.285714,175380.285714,174656.000000,177643.714286,176393.142857,175860.714286,173702.142857,
174864.000000,175576.571429,175703.428571,175906.571429,174929.857143,175414.571429,176910.285714,177192.142857,174327.428571,173116.571429,
176759.857143,174784.285714,175509.285714,173707.857143,173569.142857,174578.857143,176691.428571,176281.857143,174892.571429,173428.714286,
287185.166667,281674.666667,277515.833333,282722.000000,278037.000000,286187.000000,276364.333333,286617.333333,279332.333333,279702.500000,
291292.500000,278454.000000,300740.666667,283499.833333,284958.833333,282668.333333,283334.833333,303721.000000,281437.166667,279767.333333,
241972.000000,235573.000000,255608.500000,235871.666667,237055.500000,236640.666667,238320.833333,260488.833333,244560.666667,237084.000000,
278377.000000,274276.200000,306836.000000,270676.600000,273990.000000,276861.200000,275689.600000,295281.800000,288994.400000,275018.400000,
305649.200000,306899.600000,329623.200000,310920.600000,299974.600000,314722.400000,298551.600000,314309.000000,319690.000000,298214.000000,
274175.400000,268555.400000,283608.200000,268927.200000,267987.400000,310867.200000,264902.400000,274644.600000,273208.200000,271195.600000,
263535.800000,264017.800000,269043.000000,261269.800000,261899.800000,340303.600000,262918.000000,266929.800000,262009.400000,261362.600000,
257382.600000,259281.200000,269657.000000,259823.200000,265533.000000,340782.600000,261099.400000,264639.800000,258353.600000,259767.400000,
259812.200000,256785.800000,274191.600000,256513.400000,258576.400000,337947.600000,255470.800000,261104.600000,260711.000000,257829.600000,
262084.000000,260056.400000,272809.000000,259704.800000,264423.200000,335849.400000,258548.000000,268165.400000,260260.400000,256256.800000,
290242.400000,295023.400000,294486.000000,287570.200000,289041.200000,295419.000000,286413.000000,301958.800000,289904.000000,292059.800000,
263751.000000,265754.200000,269864.600000,267060.200000,264265.600000,271546.800000,269182.400000,270214.200000,264602.400000,265532.600000,
230436.000000,231524.333333,232145.000000,228479.666667,234916.666667,237611.333333,236733.000000,234347.333333,234743.166667,230695.166667,
208593.333333,206480.666667,212553.500000,207156.333333,208945.333333,217323.166667,214186.500000,210544.833333,208713.166667,206255.833333,
197525.333333,197188.166667,202845.833333,198402.500000,199000.000000,203142.333333,206455.166667,200391.833333,200843.166667,196041.833333,
195275.000000,198775.000000,200233.166667,195837.833333,196972.666667,203783.333333,201616.833333,199975.000000,197491.666667,197631.000000,
209580.000000,210205.666667,213630.500000,207289.000000,208758.833333,212653.333333,209042.666667,213926.000000,208808.333333,206649.666667,
197299.333333,198475.333333,198838.500000,200264.000000,194683.666667,196858.666667,196868.833333,199610.833333,200152.500000,197698.333333,
173749.500000,172087.000000,175353.833333,174141.500000,172527.166667,171759.666667,174501.666667,175960.666667,173100.833333,173579.500000,
168829.666667,166580.666667,171723.166667,169560.000000,167539.333333,168189.166667,172208.500000,169325.333333,167849.833333,167387.166667,
170149.166667,165256.000000,169707.500000,166899.500000,167431.333333,168609.500000,169019.500000,170034.000000,165792.500000,170732.833333,
165805.833333,164149.666667,167586.166667,167168.666667,165805.333333,166609.833333,166027.000000,169340.833333,166323.166667,163999.500000,
164152.000000,164615.833333,164006.000000,168490.666667,163979.833333,170697.333333,165612.000000,168724.000000,163475.833333,162850.166667,
163240.666667,162078.000000,163200.500000,164824.500000,161898.333333,168915.833333,161363.000000,167475.333333,161165.166667,160830.500000,
162975.833333,161878.166667,167790.000000,162444.000000,162483.666667,167619.500000,161894.333333,166980.500000,162391.666667,161486.166667,
162453.166667,161843.166667,162842.666667,161998.000000,161337.500000,164409.666667,163180.000000,165450.500000,184240.666667,162218.000000,
164474.500000,160691.666667,160945.833333,163051.166667,160945.166667,163385.333333,161348.166667,164846.333333,163900.166667,161801.500000,
163794.333333,161526.333333,163240.500000,159802.500000,161143.833333,160509.000000,161545.833333,163484.666667,166364.833333,161243.000000,
277946.800000,271006.200000,295635.800000,272584.200000,269636.000000,270419.400000,269278.600000,277163.200000,268472.400000,268041.800000,
