,,,,,,,,,,
mode1:,mode1:,mode1:,mode1:,mode1:,mode1:,mode1:,mode1:,mode1:,mode1:,
1160142.000000,1133444.333333,1175313.666667,1085899.333333,1099801.666667,1094092.666667,1112132.666667,1110858.666667,1160745.666667,1086678.666667,
3513395.000000,3490789.000000,3530409.500000,3866813.500000,3413900.000000,3500472.500000,3605387.500000,3442499.500000,3537432.000000,3399429.500000,
4052251.500000,4005084.500000,4354779.000000,4701540.000000,4011173.500000,4104872.500000,4036132.500000,4046825.000000,4245994.500000,4066306.500000,
3081411.500000,3049480.500000,3102249.500000,3563132.500000,3000996.000000,3149723.500000,3064339.500000,2981080.500000,3100262.000000,2998532.000000,
2958095.000000,2972854.500000,3005969.000000,3454182.500000,3389470.000000,3099188.000000,3038753.500000,2967406.000000,2954420.500000,3012064.500000,
2923769.500000,2926671.000000,2975634.500000,3442198.000000,3324204.500000,3002538.000000,2988921.000000,2911822.500000,2936508.500000,3026467.500000,
2929082.500000,2928124.500000,2976944.000000,3387481.500000,3273134.500000,2930098.500000,2992546.500000,2834916.000000,2931784.000000,2932638.500000,
2977005.500000,2865781.500000,2985837.500000,3322513.000000,3254938.000000,2899066.500000,3124033.500000,2895780.500000,2881133.000000,2885770.500000,
2953190.500000,2880097.000000,2930276.000000,3314038.500000,3224287.500000,2868016.500000,3108537.500000,2832365.000000,2971531.000000,2811532.000000,
2895313.500000,2833198.000000,2829038.500000,3323716.000000,3312426.000000,2815750.500000,3046870.500000,2766891.500000,2940130.000000,2809344.000000,
2842988.000000,2812601.500000,2937757.500000,3112994.500000,3233568.000000,2868415.000000,3068663.000000,2810310.500000,2954776.000000,3040008.500000,
2897777.500000,2884820.500000,2848621.500000,2889260.000000,3298075.500000,2858728.500000,3050002.500000,2842653.500000,2958726.500000,2980305.500000,
2838427.000000,2854678.000000,2894927.000000,2840369.500000,3251122.000000,2838569.500000,3024528.500000,2797429.500000,2941306.000000,2986177.000000,
2736908.500000,2777369.000000,2839231.500000,2840231.500000,3199761.500000,2779684.000000,3000422.000000,2816857.000000,2920954.500000,2915341.500000,
2752947.500000,2824235.000000,2859097.500000,2874678.000000,3234365.500000,2918923.000000,2970557.500000,2892521.500000,2925853.000000,2976952.500000,
2792310.000000,2810547.500000,2845154.500000,2843969.500000,3208314.500000,2829998.000000,3037939.000000,2748916.500000,2919143.000000,2995579.500000,
3029502.500000,2789753.500000,2802154.000000,2829696.500000,3160251.000000,2780923.500000,2997858.000000,2818172.500000,2896397.500000,3065553.000000,
2797772.500000,2753444.500000,2837647.000000,2800765.000000,3108840.500000,2802531.000000,2945582.500000,2773469.000000,2900945.000000,3041724.500000,
2772995.500000,2804991.500000,2831622.000000,2835446.500000,3095890.500000,2804352.500000,2984360.000000,2726310.500000,2907262.500000,2960282.000000,
2794872.000000,2838259.500000,2858241.000000,2796519.000000,3099251.000000,2764083.000000,2997012.000000,2776360.500000,2897437.000000,2960266.000000,
2785773.000000,2832053.000000,2774414.500000,2767672.500000,3094253.000000,2872298.000000,3040186.500000,2707499.000000,2875961.500000,2951096.000000,
2873142.000000,2747791.500000,2792164.000000,2817718.500000,3096486.000000,2810709.000000,2973963.000000,2697348.000000,2791136.500000,2869574.000000,
2769248.000000,2705247.500000,2771632.500000,2781513.500000,3161679.000000,2824662.500000,3001331.000000,2789162.500000,2748726.000000,2899657.000000,
2883803.000000,2703174.000000,2803789.000000,2747074.500000,3085758.000000,2781347.000000,2929074.000000,2703624.000000,2760497.500000,2869407.500000,
2752483.500000,2774969.000000,2916218.500000,2784439.000000,3070252.500000,2793230.000000,2931677.000000,2663242.500000,2725912.500000,2871953.500000,
2751466.500000,2818704.000000,2873534.500000,2759412.500000,3223861.000000,2770443.500000,2860327.000000,2696945.000000,2701421.000000,2848591.500000,
2781959.500000,2735957.000000,2714188.000000,2713017.000000,3134946.500000,2752000.500000,2920007.500000,2660201.500000,2731339.000000,2850864.500000,
2703231.500000,2709235.500000,2706511.500000,2775400.000000,3228743.000000,2774645.000000,2912301.500000,2696003.000000,2709065.500000,2869132.000000,
2725616.500000,2698689.500000,2752582.000000,2798202.000000,2945481.500000,2719921.500000,2852734.000000,2668221.500000,2678941.000000,2814983.000000,
2802163.500000,2703310.000000,2714826.000000,2768181.500000,2668281.000000,2717246.500000,2931730.000000,2651116.000000,2752983.500000,2837447.500000,
2675831.500000,2706074.000000,2711751.000000,2720431.500000,2690588.000000,2730092.500000,2949996.500000,2670852.500000,2661463.500000,2848557.500000,
2671932.000000,2694469.000000,2740404.000000,2701256.500000,2690796.000000,2676303.500000,2849754.500000,2651450.500000,2663894.000000,2795377.000000,
2707271.000000,2686463.500000,2708964.500000,2682669.000000,2615910.500000,2690939.000000,2850783.000000,2627465.500000,2702564.000000,2788062.500000,
2709007.000000,2650927.500000,2771653.500000,2682624.000000,2752549.500000,2711074.000000,2878010.000000,2680075.500000,2668904.000000,2814749.000000,
2784732.500000,2679863.000000,2799717.500000,2658674.500000,2676340.500000,2651045.000000,2868805.500000,2634297.000000,2586565.500000,2857480.000000,
2670472.500000,2639838.500000,2749796.000000,2673551.000000,2627123.500000,2650018.000000,2885987.000000,2646325.000000,2725998.500000,2837314.500000,
2628678.500000,2629111.000000,2701258.500000,2707025.000000,2644707.000000,2757617.500000,2851017.000000,2674750.500000,2682616.500000,2930765.500000,
2671962.000000,2739128.000000,2680036.000000,2727358.000000,2619563.000000,2665953.000000,2886423.000000,2673986.000000,2591550.000000,2880779.500000,
2670395.000000,2736970.000000,2672115.500000,2748581.500000,2624001.000000,2705776.500000,2855360.500000,2622696.500000,2659785.500000,2855116.000000,
2652606.000000,2630818.000000,2670495.500000,2703052.000000,2628026.000000,2696685.500000,2856198.500000,2622446.000000,2613612.000000,2816120.000000,
2595167.000000,2615572.500000,2640835.000000,2765668.000000,2643625.000000,2708874.500000,2829084.500000,2582871.500000,2594962.500000,2788400.500000,
2709326.500000,2673407.000000,2630430.000000,2616026.000000,2607627.500000,2603000.500000,2854884.000000,2656493.000000,2602329.000000,2792265.500000,
2754712.000000,2661125.500000,2629981.000000,2628357.000000,2591531.000000,2701703.000000,2820273.500000,2590510.000000,2610525.000000,2752209.500000,
2727748.500000,2648297.500000,2595934.000000,2608862.000000,2703988.000000,2655353.500000,2807261.000000,2579966.500000,2593281.500000,2780771.000000,
2667294.000000,2682132.000000,2578300.000000,2629398.000000,2608381.500000,2627132.500000,2858040.500000,2630037.500000,2676646.500000,2798338.000000,
2634305.000000,2619740.500000,2569471.000000,2606785.000000,2563777.000000,2570293.500000,2823826.000000,2613863.500000,2603685.000000,2654775.000000,
2701692.500000,2603705.500000,2623975.000000,2635389.500000,2558765.000000,2607203.500000,2756606.500000,2542166.000000,2592416.500000,2592804.500000,
2609425.000000,2670146.000000,2644627.500000,2595429.500000,2558024.500000,2621564.000000,2816554.000000,2580599.000000,2625564.000000,2524652.500000,
2677048.500000,2621633.500000,2612835.500000,2619271.000000,2557445.500000,2628542.000000,2816180.500000,2596252.000000,2595635.000000,2648784.500000,
2671886.500000,2573671.500000,2599939.500000,2645802.000000,2545331.000000,2608737.000000,2740626.500000,2584062.500000,2549062.500000,2607742.000000,
2599483.500000,2585550.000000,2617675.000000,2608141.000000,2550088.500000,2541612.500000,2770179.000000,2678223.000000,2666966.500000,2658798.500000,
2713321.500000,2637184.000000,2629475.000000,2573458.000000,2529794.500000,2595716.500000,2783228.000000,2615621.000000,2607782.500000,2688048.000000,
2645712.500000,2586034.000000,2548388.000000,2567500.500000,2595432.500000,2621916.000000,2753787.500000,2605515.500000,2573508.500000,2612550.500000,
2551601.000000,2588943.500000,2627566.500000,2570513.500000,2591398.000000,2605287.500000,2772284.500000,2612078.000000,2602155.500000,2562585.000000,
2546210.000000,2615973.500000,2614449.000000,2563158.000000,2571357.500000,2598813.500000,2791155.000000,2611847.000000,2656231.500000,2564142.500000,
2568350.000000,2574921.500000,2603564.000000,2650997.000000,2531273.500000,2570657.500000,2868971.000000,2566538.500000,2554343.000000,2532157.500000,
2675764.000000,2803109.000000,2734035.000000,2784442.000000,2690799.500000,2647789.000000,2967866.500000,2737395.000000,2682884.500000,2673299.500000,
2903444.000000,3056918.000000,2963822.000000,2974015.000000,2868685.500000,3012660.500000,3513797.500000,2918222.500000,2931157.000000,2894832.500000,
2889137.000000,2878918.500000,2804278.000000,2886914.000000,2773513.000000,2836173.500000,3151509.000000,2822533.500000,2770642.000000,2797643.000000,
2887536.000000,2827436.000000,3050147.500000,2853452.500000,2825438.500000,2738814.000000,3069739.500000,2798517.000000,2759307.500000,2785129.500000,
2870459.500000,2786574.000000,3023302.000000,2826370.500000,2750163.000000,2787804.000000,3057749.000000,2789176.500000,2765067.500000,2761105.000000,
2930296.500000,2842729.500000,2865757.500000,2823805.500000,2737911.000000,2869111.500000,3049995.000000,2808379.000000,2771305.500000,2784580.500000,
2909377.000000,2758581.000000,2863474.500000,2813008.500000,2754288.500000,2934684.000000,3067723.500000,2889221.500000,2784100.000000,2735792.500000,
2843377.000000,2818434.500000,2793143.000000,2820021.000000,2784909.500000,2864161.500000,3017672.500000,2838364.000000,2779703.000000,2778934.500000,
2756267.500000,2777603.500000,2803393.000000,2815335.500000,2733614.000000,2815932.000000,3038639.000000,2781018.500000,2869235.500000,2781663.000000,
2796145.000000,2770883.500000,2809826.500000,2842020.500000,2855722.500000,2792009.500000,3063235.000000,2820374.000000,2786274.000000,2747796.500000,
2803138.500000,2763011.000000,2784029.000000,2804420.000000,2838111.500000,2804418.500000,2999065.500000,2826980.500000,2832787.000000,2803592.000000,
2821790.500000,2783734.500000,2777937.500000,2821992.500000,2779916.000000,2802402.500000,3043808.500000,2793998.000000,2848925.500000,2820729.000000,
2890194.000000,2742714.500000,2865602.500000,2803515.000000,2779101.000000,2747615.000000,3033156.500000,2772938.000000,2790921.000000,2824165.500000,
2791931.500000,2784633.500000,2909442.000000,2802636.500000,2751304.500000,2792426.500000,3000494.000000,2785566.500000,2853091.000000,2858103.500000,
2758147.000000,2786430.000000,2843686.000000,2853494.500000,2777992.500000,2816878.000000,3211455.000000,2749126.500000,2850854.500000,2789296.500000,
2775323.500000,2864798.000000,2801311.500000,2882165.000000,2789965.500000,2768915.000000,3128032.500000,2732079.500000,2808341.500000,2808083.500000,
2780946.500000,2775504.500000,2765328.000000,2819192.000000,2758735.500000,2776273.000000,3038677.000000,2849122.500000,2838231.500000,2804101.000000,
2704844.000000,2752424.000000,2745816.000000,2836667.000000,2712309.500000,2760922.000000,3057491.000000,2809294.500000,2816678.500000,2796838.500000,
2687349.000000,2874722.000000,2821235.000000,2833961.000000,2722202.500000,2777528.500000,2982958.500000,2806427.500000,2779238.500000,2786731.000000,
2775683.500000,2860286.500000,2811155.000000,2846011.000000,2729848.500000,2765443.000000,3068175.000000,2765425.500000,2776218.500000,2806277.500000,
2827460.500000,2726931.000000,2774908.000000,2811057.500000,2742016.000000,2863580.500000,3021283.000000,2745410.500000,2718349.000000,2753941.500000,
2894217.500000,2753672.000000,2777591.500000,2818626.500000,2770196.500000,2854411.500000,2962052.000000,2718830.000000,2743230.500000,2781548.500000,
2822095.000000,2757376.500000,2784758.000000,2731168.000000,2717453.500000,2699716.500000,3043435.000000,2737453.000000,2796249.500000,2805927.000000,
2713435.000000,2798193.000000,2825706.000000,2709339.000000,2692219.500000,2834769.500000,2955361.000000,2715620.500000,2727000.500000,2695028.500000,
2727084.000000,2730659.500000,2780947.500000,2713203.000000,2874188.000000,2754822.000000,2990246.500000,2719235.000000,2691418.000000,2689198.500000,
2766257.500000,2722181.500000,2752116.000000,2783859.000000,2771113.500000,2736931.500000,3052320.000000,2724246.500000,2758948.000000,2733376.500000,
2858030.000000,2704643.000000,2813166.000000,2748028.500000,2733304.500000,2761228.500000,2983405.500000,2732153.000000,2755016.000000,2731982.000000,
2830935.000000,2721683.500000,2773453.000000,2726193.500000,2740188.000000,2727812.500000,3038225.000000,2693950.000000,2670261.500000,2761093.000000,
2830313.000000,2671428.500000,2771134.500000,2721793.000000,2673282.000000,2736619.500000,3031178.000000,2787188.000000,2782936.000000,2712556.000000,
2861681.000000,2766032.000000,2758251.000000,2713148.000000,2655029.000000,2800785.500000,2719045.500000,2698950.000000,2801025.500000,2699174.500000,
2731707.000000,2753857.500000,2748336.500000,2710327.000000,2688654.000000,2725718.500000,2665223.000000,2728864.000000,2685367.000000,2806523.000000,
2764439.000000,2768825.000000,2773985.500000,2682499.500000,2665796.000000,2751513.500000,2769285.000000,2763808.500000,2742501.500000,2729167.500000,
2761548.000000,2706811.500000,2759171.000000,2686746.500000,2724824.000000,2731504.500000,2748612.500000,2816522.000000,2760865.000000,2804111.500000,
2710545.000000,2773146.500000,2722533.500000,2726405.500000,2693351.500000,2702117.500000,2709425.500000,2711640.500000,2661578.500000,2825525.000000,
2698237.500000,2757580.500000,2707217.000000,2706852.000000,2630713.000000,2698061.500000,2822588.000000,2747630.500000,2792623.000000,2722521.500000,
2778138.500000,2730085.000000,2703688.000000,2824079.500000,2680540.500000,2688401.500000,2831211.000000,2682519.500000,2753486.500000,2716607.500000,
2711216.000000,2783224.500000,2965269.500000,2773995.000000,2679151.000000,2683486.500000,2728051.500000,2801260.000000,2679354.500000,2647502.500000,
2812302.500000,2850247.500000,2819221.500000,2690338.500000,2639203.000000,2749414.500000,2744039.500000,2723269.000000,2795774.500000,2694427.500000,
2804193.000000,2720551.000000,2846382.000000,2782854.000000,2636252.500000,2713061.500000,2660067.000000,2665943.500000,2710359.500000,2688895.000000,
2718445.000000,2723564.000000,2761446.000000,2721954.000000,2664619.000000,2699279.500000,2667204.500000,2701061.500000,2662053.000000,2636932.000000,
2792394.500000,2686044.000000,2715514.000000,2689640.500000,2667961.000000,2680403.500000,2698766.500000,2748329.500000,2681984.500000,2694269.000000,
2644909.000000,2705409.500000,2725773.500000,2731103.500000,2633840.000000,2673684.500000,2613262.500000,2686965.000000,2651208.500000,2651465.500000,
2716156.000000,2707221.000000,2712170.500000,2711931.500000,2646927.500000,2731965.500000,2667243.000000,2681814.000000,2625404.000000,2640539.000000,
2693036.000000,2665716.500000,2696726.500000,2642080.500000,2638432.500000,2684324.500000,2688377.000000,2687402.500000,2632976.500000,2629364.500000,
2809006.500000,2663013.500000,2692798.500000,2703832.000000,2659349.000000,2699314.500000,2727845.500000,2693186.500000,2699882.500000,2660454.500000,
2791529.500000,2696306.500000,2678855.500000,2699942.000000,2604226.000000,2901150.500000,2730537.500000,2724783.500000,2686632.000000,2630078.000000,
2782172.000000,2672536.500000,2740310.000000,2592630.500000,2735733.500000,2797958.000000,2742157.500000,2704426.000000,2659174.000000,2620478.500000,
2683204.000000,2670834.000000,2664714.500000,2681329.500000,2710711.500000,2736497.500000,2636823.500000,2743674.000000,2723790.000000,2649061.000000,
2699591.000000,2809115.000000,2675430.500000,2654362.000000,2624022.000000,2762210.000000,2636385.500000,2700031.500000,2660239.000000,2602321.000000,
2696627.500000,2710442.500000,2673810.000000,2597063.500000,2634699.000000,2729561.000000,2757332.500000,2704438.500000,2692835.500000,2606613.500000,
2620003.000000,2679919.000000,2665428.500000,2694028.500000,2627883.000000,2689444.500000,2708350.500000,2713423.500000,2701406.000000,2646266.500000,
2642994.000000,2754221.000000,2716445.500000,2673616.000000,2606327.500000,2706455.500000,2736905.500000,2712761.500000,2648662.000000,2613312.000000,
2678254.000000,2798983.500000,2666670.000000,2657748.000000,2631615.000000,2722807.000000,2708908.000000,2682625.500000,2616125.000000,2603004.000000,
2686824.000000,2725263.500000,2726312.000000,2743294.000000,2625473.000000,2648794.000000,2621976.500000,2619651.000000,2668411.000000,2688719.000000,
2800002.000000,2685200.500000,2751249.500000,2646457.500000,2734607.000000,2694120.000000,2647383.000000,2643474.000000,2707988.500000,2732880.000000,
2674451.500000,2679165.500000,2762859.000000,2630921.000000,2659381.000000,2715042.500000,2715132.500000,2626250.000000,2719133.500000,2678938.000000,
2649032.500000,2633430.000000,2629752.000000,2689813.500000,2647731.500000,2669052.000000,2593482.000000,2649506.000000,2674823.000000,2664073.000000,
2632011.000000,2680929.000000,2702001.500000,2694772.000000,2649292.500000,2656306.000000,2572173.500000,2679389.000000,2833104.500000,2626559.000000,
2640621.500000,2608758.000000,2656029.000000,2726355.000000,2640726.000000,2617480.500000,2747543.500000,2631160.000000,2647013.500000,2612645.000000,
2619138.000000,2571285.000000,2605563.000000,2636821.000000,2642239.000000,2568176.500000,2835812.000000,2617068.500000,2669416.000000,2646790.500000,
2596643.000000,2645131.500000,2675281.500000,2651383.500000,2611845.000000,2752441.500000,2709896.500000,2609778.500000,2616345.000000,2620034.500000,
2635420.500000,2592269.500000,2662552.500000,2610868.500000,2631026.000000,2696719.000000,2628950.000000,2606889.500000,2618114.500000,2597529.500000,
2737740.000000,2609140.500000,2620810.000000,2604162.500000,2705807.500000,2669664.500000,2723323.500000,2634114.500000,2634402.000000,2607295.000000,
2700590.000000,2630520.500000,2651190.000000,2610328.500000,2652640.000000,2635883.500000,2600426.500000,2642919.500000,2600837.500000,2640137.500000,
2629591.500000,2598816.000000,2677592.500000,2607918.000000,2666687.000000,2640308.000000,2664639.500000,2585689.000000,2631961.000000,2588544.000000,
2625991.500000,2576537.000000,2684435.000000,2542983.000000,2615051.000000,2616382.000000,2665861.000000,2637816.000000,2601834.500000,2575589.000000,
2645884.000000,2598645.500000,2616516.000000,2612889.000000,2600457.000000,2667140.000000,2614861.500000,2628815.500000,2577708.000000,2618095.000000,
2600673.500000,2765088.000000,2642734.500000,2596118.000000,2614695.500000,2688070.000000,2613553.500000,2639097.500000,2578616.000000,2572284.000000,
2642152.500000,2608802.500000,2636150.000000,2550516.500000,2608516.500000,2673943.500000,2636384.500000,2617354.500000,2566424.500000,2601445.500000,
2606797.000000,2628895.000000,2652763.500000,2626321.500000,2598686.000000,2727848.000000,2605052.500000,2631645.000000,2585634.500000,2551430.500000,
2605117.500000,2646959.000000,2710008.000000,2517100.500000,2624282.500000,2687134.000000,2568418.000000,2659370.500000,2567205.500000,2548993.500000,
2671246.500000,2686450.000000,2606776.000000,2572616.000000,2618091.500000,2630968.000000,2604517.000000,2573683.500000,2566563.000000,2542911.000000,
2645858.500000,2642168.500000,2567761.000000,2617787.000000,2624925.500000,2649853.500000,2646307.000000,2650931.000000,2582054.500000,2557251.500000,
2606825.500000,2593438.500000,2658761.500000,2677332.000000,2727363.000000,2682963.000000,2623988.500000,2542776.500000,2548992.500000,2676747.000000,
2599011.000000,2576798.000000,2589534.500000,2572890.000000,2643622.500000,2591962.000000,2554742.000000,2563383.000000,2568931.000000,2667688.500000,
2581605.500000,2557840.500000,2551605.000000,2627404.000000,2601685.500000,2635342.000000,2561950.000000,2677229.500000,2605937.500000,2613006.500000,
2591078.000000,2633559.500000,2683291.000000,2570941.000000,2616847.000000,2606851.000000,2549273.000000,2563582.500000,2606805.000000,2550064.500000,
2604570.000000,2570582.000000,2767628.500000,2528030.500000,2611831.000000,2566311.000000,2584234.000000,2525859.000000,2616959.000000,2580088.500000,
2614089.000000,2545897.500000,2642140.500000,2543290.000000,2574158.500000,2587642.500000,2584222.000000,2630293.500000,2607802.500000,2543258.500000,
2722341.000000,2609879.500000,2678903.500000,2553869.500000,2595557.000000,2596367.000000,2540738.500000,2586434.000000,2595371.000000,2583729.000000,
2629660.000000,2576391.500000,2620635.000000,2592424.500000,2664446.500000,2593895.500000,2528808.000000,2567994.500000,2605568.500000,2508931.000000,
2600767.000000,2530766.000000,2603139.000000,2511779.000000,2564210.000000,2593879.000000,2581145.000000,2538592.500000,2558242.500000,2490081.000000,
2642964.500000,2569447.500000,2585502.000000,2592828.000000,2617548.500000,2638759.000000,2469898.000000,2508326.000000,2567372.500000,2557457.000000,
2599686.500000,2560044.500000,2604695.000000,2541003.000000,2583725.500000,2548338.000000,2525638.500000,2576014.500000,2548893.500000,2530000.000000,
2624535.500000,2520645.000000,2618998.000000,2552742.500000,2530959.000000,2659100.000000,2592562.500000,2573261.000000,2544123.000000,2482443.000000,
2614002.500000,2573154.500000,2619404.000000,2548965.000000,2539250.500000,2627353.000000,2550944.000000,2664446.000000,2613619.500000,2507025.500000,
2558663.500000,2544706.500000,2631132.500000,2516377.500000,2573544.500000,2670604.000000,2568871.000000,2578204.500000,2573692.000000,2538392.500000,
2550368.500000,2554062.000000,2630669.500000,2591159.000000,2629585.500000,2569555.000000,2559647.500000,2583524.500000,2594032.000000,2478617.500000,
2548790.500000,2591060.000000,2539771.500000,2540654.000000,2605548.000000,2599910.000000,2572177.500000,2690332.500000,2596305.000000,2500789.000000,
2567144.000000,2573493.000000,2594412.000000,2639734.000000,2574278.000000,2554196.500000,2573539.000000,2612872.000000,2552375.000000,2511866.000000,
2564451.500000,2609508.500000,2543535.000000,2600443.000000,2536226.000000,2592792.500000,2526873.000000,2584027.500000,2493227.000000,2545716.000000,
2566831.000000,2601101.500000,2563838.000000,2552617.500000,2531633.000000,2607603.000000,2547791.000000,2583928.000000,2640339.500000,2460504.500000,
2551053.000000,2574549.000000,2539065.000000,2696870.000000,2539456.500000,2629256.000000,2484419.500000,2566968.500000,2597405.500000,2561724.500000,
2500521.500000,2527837.500000,2532670.500000,2556338.500000,2504748.000000,2540719.500000,2508336.500000,2549851.000000,2510224.000000,2554489.000000,
2587414.000000,2479331.000000,2518034.500000,2537407.000000,2495605.000000,2588150.000000,2530446.500000,2578349.000000,2544786.000000,2553908.000000,
2534306.000000,2542323.500000,2607909.000000,2534767.000000,2504221.000000,2635903.500000,2502739.000000,2517295.000000,2524477.000000,2525712.500000,
2539385.000000,2519393.500000,2668049.000000,2533036.500000,2498894.500000,2624587.500000,2480370.500000,2503747.500000,2492044.500000,2499385.000000,
2521687.500000,2477886.500000,2561861.500000,2522635.000000,2491526.500000,2568348.500000,2512598.000000,2506053.500000,2532630.500000,2547933.000000,
2505013.500000,2497416.000000,2546756.500000,2510466.500000,2494446.000000,2654324.000000,2472359.500000,2490972.500000,2549033.500000,2505474.500000,
2624522.000000,2507941.000000,2543732.000000,2516300.000000,2479912.500000,2586833.500000,2476394.500000,2477426.000000,2520880.000000,2482143.500000,
2550383.000000,2460685.500000,2516050.000000,2485936.000000,2474777.500000,2649018.000000,2498818.500000,2466416.000000,2465299.500000,2441419.000000,
2499108.500000,2495033.000000,2470515.500000,2709234.500000,2470197.500000,2560275.000000,2498920.500000,2535551.000000,2587143.500000,2434739.000000,
2487525.500000,2474255.500000,2525505.000000,2527927.000000,2458198.500000,2487237.500000,2440946.500000,2549736.500000,2664097.000000,2533260.500000,
2492897.500000,2488263.500000,2472350.500000,2532409.000000,2517383.500000,2523136.500000,2454944.500000,2602669.000000,2551571.000000,2513623.500000,
2607603.500000,2451468.000000,2508645.000000,2508498.500000,2571649.000000,2492571.000000,2558383.500000,2556733.000000,2562997.500000,2434306.000000,
2543980.000000,2492446.000000,2508250.000000,2513312.500000,2474661.500000,2509914.500000,2572675.500000,2559704.000000,2540572.000000,2453533.000000,
2459954.500000,2528362.500000,2470751.000000,2496948.000000,2472943.500000,2487476.500000,2466450.000000,2488175.000000,2496409.000000,2469273.500000,
2526244.000000,2483320.000000,2472000.500000,2495986.500000,2458578.500000,2535914.000000,2508476.500000,2538515.500000,2523223.000000,2433822.500000,
2560346.000000,2481129.000000,2471477.500000,2498197.000000,2450341.500000,2527817.000000,2458002.000000,2517948.500000,2454889.000000,2408403.000000,
2531644.000000,2572870.500000,2472921.500000,2459078.000000,2436817.500000,2456951.000000,2469357.000000,2490689.500000,2464687.500000,2460162.500000,
2548475.000000,2562202.000000,2472087.000000,2467043.000000,2439336.500000,2495518.500000,2508697.000000,2491879.000000,2461416.000000,2498362.500000,
2443478.000000,2483080.000000,2506205.500000,2464881.500000,2449570.500000,2459017.000000,2474184.000000,2570728.000000,2558195.500000,2444220.000000,
2439262.500000,2478333.500000,2612708.500000,2438225.000000,2442787.000000,2438843.500000,2460841.000000,2473251.500000,2430749.000000,2438365.500000,
2449880.500000,2467000.000000,2581278.000000,2455641.500000,2432258.500000,2506269.000000,2490047.500000,2504342.000000,2443326.000000,2432356.000000,
2478629.000000,2433059.000000,2548493.000000,2439382.500000,2417161.500000,2442746.500000,2560749.000000,2504410.000000,2507781.500000,2400366.500000,
2453917.000000,2449803.000000,2522206.000000,2502546.500000,2427612.000000,2459931.000000,2398150.500000,2510890.000000,2590470.500000,2391788.500000,
2449095.500000,2476855.500000,2515519.500000,2607303.000000,2420187.500000,2408637.500000,2514946.000000,2482516.500000,2516673.000000,2529955.500000,
2491127.500000,2407324.000000,2461030.500000,2465874.000000,2490099.000000,2404447.500000,2472411.500000,2468536.500000,2450284.500000,2528233.500000,
2538233.500000,2457473.000000,2463127.000000,2491829.500000,2501126.500000,2599403.500000,2431407.000000,2473976.000000,2515621.000000,2470212.500000,
2474740.500000,2436365.000000,2444316.500000,2456545.000000,2439406.000000,2481436.000000,2448684.500000,2417555.500000,2437012.000000,2484546.000000,
2478840.000000,2417416.500000,2433016.500000,2442817.500000,2446001.500000,2437821.500000,2514476.000000,2426944.000000,2417700.000000,2399616.000000,
2558825.000000,2402496.500000,2428181.500000,2428409.500000,2419581.000000,2475548.500000,2557201.000000,2451311.500000,2442830.500000,2393790.500000,
2425641.500000,2412772.000000,2438745.500000,2418419.500000,2467055.500000,2477138.500000,2497257.000000,2416160.500000,2388675.500000,2437325.000000,
2484217.000000,2430417.000000,2419774.000000,2423058.500000,2450349.000000,2445365.000000,2454799.000000,2367986.000000,2391066.000000,2429874.500000,
2502248.000000,2416648.500000,2404883.500000,2431325.000000,2487474.500000,2467091.000000,2497108.000000,2438631.500000,2455884.500000,2398048.500000,
2404800.000000,2421338.000000,2417927.500000,2487726.000000,2482420.500000,2420915.500000,2445186.000000,2396687.500000,2433577.000000,2362965.500000,
2445950.500000,2449518.000000,2486648.000000,2421874.500000,2439663.500000,2473358.000000,2493306.000000,2352239.000000,2410938.000000,2432369.500000,
2551202.500000,2413249.000000,2451871.000000,2479050.000000,2438876.500000,2408261.000000,2455780.000000,2391378.500000,2405432.500000,2384275.000000,
2424085.500000,2383559.000000,2436735.500000,2485424.500000,2414559.000000,2457833.000000,2397788.500000,2477879.000000,2447417.500000,2392572.500000,
2438296.000000,2404638.000000,2441154.500000,2440011.500000,2417938.500000,2403552.000000,2410955.500000,2542391.500000,2375349.000000,2455737.000000,
2418401.500000,2403437.000000,2378945.000000,2434690.500000,2393029.000000,2444469.500000,2445780.500000,2442344.000000,2362527.000000,2406123.500000,
2416878.500000,2453912.000000,2469031.500000,2438840.500000,2411190.000000,2424456.000000,2433251.500000,2454683.000000,2361343.500000,2361937.000000,
2365635.500000,2538025.500000,2401538.000000,2557283.000000,2424446.500000,2427289.000000,2388472.500000,2386657.000000,2429908.000000,2358835.500000,
2346474.500000,2429225.000000,2378972.000000,2473801.500000,2511548.500000,2454284.000000,2381972.000000,2361287.000000,2488745.500000,2485136.500000,
2458896.500000,2381688.500000,2452510.000000,2412029.500000,2452069.000000,2453227.000000,2449328.500000,2363480.500000,2401151.000000,2462572.000000,
2420557.000000,2379736.000000,2421922.500000,2419587.000000,2392587.000000,2537917.000000,2392553.000000,2429616.000000,2384219.000000,2424670.500000,
2424848.500000,2425272.500000,2383872.500000,2411625.000000,2401201.000000,2379925.500000,2358973.500000,2354526.000000,2356258.500000,2439152.000000,
2488754.000000,2368835.000000,2391778.000000,2359169.500000,2476974.500000,2379078.000000,2474660.000000,2327596.000000,2335657.000000,2383816.000000,
2443194.500000,2350898.500000,2394489.500000,2378179.500000,2425387.000000,2412874.000000,2466637.500000,2421989.000000,2408205.000000,2356207.500000,
2407265.500000,2359396.000000,2435073.000000,2364611.000000,2393817.500000,2528282.000000,2342249.500000,2336833.000000,2386845.500000,2352839.500000,
